location,forecast_date,target,target_end_date,type,quantile,value
US,2021-11-07,1 wk ahead inc case,2021-11-13,point,,480021
US,2021-11-07,1 wk ahead inc death,2021-11-13,point,,9006
US,2021-11-07,1 wk ahead cum death,2021-11-13,point,,763316
01,2021-11-07,1 wk ahead inc case,2021-11-13,point,,4529
01,2021-11-07,1 wk ahead inc death,2021-11-13,point,,314
01,2021-11-07,1 wk ahead cum death,2021-11-13,point,,16148
02,2021-11-07,1 wk ahead inc case,2021-11-13,point,,3526
02,2021-11-07,1 wk ahead inc death,2021-11-13,point,,15
02,2021-11-07,1 wk ahead cum death,2021-11-13,point,,756
04,2021-11-07,1 wk ahead inc case,2021-11-13,point,,23062
04,2021-11-07,1 wk ahead inc death,2021-11-13,point,,318
04,2021-11-07,1 wk ahead cum death,2021-11-13,point,,21726
05,2021-11-07,1 wk ahead inc case,2021-11-13,point,,3365
05,2021-11-07,1 wk ahead inc death,2021-11-13,point,,133
05,2021-11-07,1 wk ahead cum death,2021-11-13,point,,8616
06,2021-11-07,1 wk ahead inc case,2021-11-13,point,,30675
06,2021-11-07,1 wk ahead inc death,2021-11-13,point,,518
06,2021-11-07,1 wk ahead cum death,2021-11-13,point,,73029
08,2021-11-07,1 wk ahead inc case,2021-11-13,point,,16614
08,2021-11-07,1 wk ahead inc death,2021-11-13,point,,194
08,2021-11-07,1 wk ahead cum death,2021-11-13,point,,8601
09,2021-11-07,1 wk ahead inc case,2021-11-13,point,,1943
09,2021-11-07,1 wk ahead inc death,2021-11-13,point,,27
09,2021-11-07,1 wk ahead cum death,2021-11-13,point,,8817
10,2021-11-07,1 wk ahead inc case,2021-11-13,point,,1850
10,2021-11-07,1 wk ahead inc death,2021-11-13,point,,35
10,2021-11-07,1 wk ahead cum death,2021-11-13,point,,2154
11,2021-11-07,1 wk ahead inc case,2021-11-13,point,,423
11,2021-11-07,1 wk ahead inc death,2021-11-13,point,,1
11,2021-11-07,1 wk ahead cum death,2021-11-13,point,,1194
12,2021-11-07,1 wk ahead inc case,2021-11-13,point,,14295
12,2021-11-07,1 wk ahead inc death,2021-11-13,point,,912
12,2021-11-07,1 wk ahead cum death,2021-11-13,point,,61246
13,2021-11-07,1 wk ahead inc case,2021-11-13,point,,6508
13,2021-11-07,1 wk ahead inc death,2021-11-13,point,,370
13,2021-11-07,1 wk ahead cum death,2021-11-13,point,,28800
15,2021-11-07,1 wk ahead inc case,2021-11-13,point,,780
15,2021-11-07,1 wk ahead inc death,2021-11-13,point,,58
15,2021-11-07,1 wk ahead cum death,2021-11-13,point,,999
16,2021-11-07,1 wk ahead inc case,2021-11-13,point,,4867
16,2021-11-07,1 wk ahead inc death,2021-11-13,point,,103
16,2021-11-07,1 wk ahead cum death,2021-11-13,point,,3749
17,2021-11-07,1 wk ahead inc case,2021-11-13,point,,14768
17,2021-11-07,1 wk ahead inc death,2021-11-13,point,,145
17,2021-11-07,1 wk ahead cum death,2021-11-13,point,,28526
18,2021-11-07,1 wk ahead inc case,2021-11-13,point,,9992
18,2021-11-07,1 wk ahead inc death,2021-11-13,point,,196
