location,forecast_date,target,target_end_date,type,quantile,value
US,2022-04-17,1 wk ahead inc case,2022-04-23,point,,284071
US,2022-04-17,1 wk ahead inc death,2022-04-23,point,,4498
US,2022-04-17,1 wk ahead cum death,2022-04-23,point,,993107
01,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1456
01,2022-04-17,1 wk ahead inc death,2022-04-23,point,,184
01,2022-04-17,1 wk ahead cum death,2022-04-23,point,,19686
02,2022-04-17,1 wk ahead inc case,2022-04-23,point,,2249
02,2022-04-17,1 wk ahead inc death,2022-04-23,point,,12
02,2022-04-17,1 wk ahead cum death,2022-04-23,point,,1247
04,2022-04-17,1 wk ahead inc case,2022-04-23,point,,4769
04,2022-04-17,1 wk ahead inc death,2022-04-23,point,,245
04,2022-04-17,1 wk ahead cum death,2022-04-23,point,,30068
05,2022-04-17,1 wk ahead inc case,2022-04-23,point,,642
05,2022-04-17,1 wk ahead inc death,2022-04-23,point,,41
05,2022-04-17,1 wk ahead cum death,2022-04-23,point,,11380
06,2022-04-17,1 wk ahead inc case,2022-04-23,point,,35967
06,2022-04-17,1 wk ahead inc death,2022-04-23,point,,418
06,2022-04-17,1 wk ahead cum death,2022-04-23,point,,90088
08,2022-04-17,1 wk ahead inc case,2022-04-23,point,,12133
08,2022-04-17,1 wk ahead inc death,2022-04-23,point,,43
08,2022-04-17,1 wk ahead cum death,2022-04-23,point,,12066
09,2022-04-17,1 wk ahead inc case,2022-04-23,point,,5793
09,2022-04-17,1 wk ahead inc death,2022-04-23,point,,15
09,2022-04-17,1 wk ahead cum death,2022-04-23,point,,10828
10,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1070
10,2022-04-17,1 wk ahead inc death,2022-04-23,point,,10
10,2022-04-17,1 wk ahead cum death,2022-04-23,point,,2904
11,2022-04-17,1 wk ahead inc case,2022-04-23,point,,3097
11,2022-04-17,1 wk ahead inc death,2022-04-23,point,,0
11,2022-04-17,1 wk ahead cum death,2022-04-23,point,,1332
12,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
12,2022-04-17,1 wk ahead inc death,2022-04-23,point,,180
12,2022-04-17,1 wk ahead cum death,2022-04-23,point,,73869
13,2022-04-17,1 wk ahead inc case,2022-04-23,point,,4390
13,2022-04-17,1 wk ahead inc death,2022-04-23,point,,237
13,2022-04-17,1 wk ahead cum death,2022-04-23,point,,36324
15,2022-04-17,1 wk ahead inc case,2022-04-23,point,,2245
15,2022-04-17,1 wk ahead inc death,2022-04-23,point,,13
15,2022-04-17,1 wk ahead cum death,2022-04-23,point,,1391
16,2022-04-17,1 wk ahead inc case,2022-04-23,point,,538
16,2022-04-17,1 wk ahead inc death,2022-04-23,point,,25
16,2022-04-17,1 wk ahead cum death,2022-04-23,point,,4938
17,2022-04-17,1 wk ahead inc case,2022-04-23,point,,18250
17,2022-04-17,1 wk ahead inc death,2022-04-23,point,,60
17,2022-04-17,1 wk ahead cum death,2022-04-23,point,,36003
18,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1186
18,2022-04-17,1 wk ahead inc death,2022-04-23,point,,35
18,2022-04-17,1 wk ahead cum death,2022-04-23,point,,23544
19,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1135
19,2022-04-17,1 wk ahead inc death,2022-04-23,point,,36
19,2022-04-17,1 wk ahead cum death,2022-04-23,point,,9511
20,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
20,2022-04-17,1 wk ahead inc death,2022-04-23,point,,0
20,2022-04-17,1 wk ahead cum death,2022-04-23,point,,8501
21,2022-04-17,1 wk ahead inc case,2022-04-23,point,,3749
21,2022-04-17,1 wk ahead inc death,2022-04-23,point,,116
21,2022-04-17,1 wk ahead cum death,2022-04-23,point,,15390
22,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1520
22,2022-04-17,1 wk ahead inc death,2022-04-23,point,,24
22,2022-04-17,1 wk ahead cum death,2022-04-23,point,,17218
23,2022-04-17,1 wk ahead inc case,2022-04-23,point,,2959
23,2022-04-17,1 wk ahead inc death,2022-04-23,point,,85
23,2022-04-17,1 wk ahead cum death,2022-04-23,point,,2361
24,2022-04-17,1 wk ahead inc case,2022-04-23,point,,5110
24,2022-04-17,1 wk ahead inc death,2022-04-23,point,,37
24,2022-04-17,1 wk ahead cum death,2022-04-23,point,,14435
25,2022-04-17,1 wk ahead inc case,2022-04-23,point,,18958
25,2022-04-17,1 wk ahead inc death,2022-04-23,point,,40
25,2022-04-17,1 wk ahead cum death,2022-04-23,point,,20200
26,2022-04-17,1 wk ahead inc case,2022-04-23,point,,13212
26,2022-04-17,1 wk ahead inc death,2022-04-23,point,,139
26,2022-04-17,1 wk ahead cum death,2022-04-23,point,,35774
27,2022-04-17,1 wk ahead inc case,2022-04-23,point,,6090
27,2022-04-17,1 wk ahead inc death,2022-04-23,point,,46
27,2022-04-17,1 wk ahead cum death,2022-04-23,point,,12760
28,2022-04-17,1 wk ahead inc case,2022-04-23,point,,783
28,2022-04-17,1 wk ahead inc death,2022-04-23,point,,14
28,2022-04-17,1 wk ahead cum death,2022-04-23,point,,12436
29,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1012
29,2022-04-17,1 wk ahead inc death,2022-04-23,point,,20
29,2022-04-17,1 wk ahead cum death,2022-04-23,point,,18922
30,2022-04-17,1 wk ahead inc case,2022-04-23,point,,345
30,2022-04-17,1 wk ahead inc death,2022-04-23,point,,7
30,2022-04-17,1 wk ahead cum death,2022-04-23,point,,3267
31,2022-04-17,1 wk ahead inc case,2022-04-23,point,,575
31,2022-04-17,1 wk ahead inc death,2022-04-23,point,,24
31,2022-04-17,1 wk ahead cum death,2022-04-23,point,,4215
32,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1958
32,2022-04-17,1 wk ahead inc death,2022-04-23,point,,656
32,2022-04-17,1 wk ahead cum death,2022-04-23,point,,11157
33,2022-04-17,1 wk ahead inc case,2022-04-23,point,,2108
33,2022-04-17,1 wk ahead inc death,2022-04-23,point,,8
33,2022-04-17,1 wk ahead cum death,2022-04-23,point,,2472
34,2022-04-17,1 wk ahead inc case,2022-04-23,point,,15308
34,2022-04-17,1 wk ahead inc death,2022-04-23,point,,46
34,2022-04-17,1 wk ahead cum death,2022-04-23,point,,33383
35,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1139
35,2022-04-17,1 wk ahead inc death,2022-04-23,point,,65
35,2022-04-17,1 wk ahead cum death,2022-04-23,point,,7475
36,2022-04-17,1 wk ahead inc case,2022-04-23,point,,41887
36,2022-04-17,1 wk ahead inc death,2022-04-23,point,,78
36,2022-04-17,1 wk ahead cum death,2022-04-23,point,,67732
37,2022-04-17,1 wk ahead inc case,2022-04-23,point,,8996
37,2022-04-17,1 wk ahead inc death,2022-04-23,point,,132
37,2022-04-17,1 wk ahead cum death,2022-04-23,point,,23466
38,2022-04-17,1 wk ahead inc case,2022-04-23,point,,399
38,2022-04-17,1 wk ahead inc death,2022-04-23,point,,4
38,2022-04-17,1 wk ahead cum death,2022-04-23,point,,2261
39,2022-04-17,1 wk ahead inc case,2022-04-23,point,,7572
39,2022-04-17,1 wk ahead inc death,2022-04-23,point,,157
39,2022-04-17,1 wk ahead cum death,2022-04-23,point,,38423
40,2022-04-17,1 wk ahead inc case,2022-04-23,point,,808
40,2022-04-17,1 wk ahead inc death,2022-04-23,point,,152
40,2022-04-17,1 wk ahead cum death,2022-04-23,point,,15888
41,2022-04-17,1 wk ahead inc case,2022-04-23,point,,3854
41,2022-04-17,1 wk ahead inc death,2022-04-23,point,,210
41,2022-04-17,1 wk ahead cum death,2022-04-23,point,,7653
42,2022-04-17,1 wk ahead inc case,2022-04-23,point,,9171
42,2022-04-17,1 wk ahead inc death,2022-04-23,point,,74
42,2022-04-17,1 wk ahead cum death,2022-04-23,point,,44562
44,2022-04-17,1 wk ahead inc case,2022-04-23,point,,3296
44,2022-04-17,1 wk ahead inc death,2022-04-23,point,,1
44,2022-04-17,1 wk ahead cum death,2022-04-23,point,,3528
45,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1337
45,2022-04-17,1 wk ahead inc death,2022-04-23,point,,72
45,2022-04-17,1 wk ahead cum death,2022-04-23,point,,17770
46,2022-04-17,1 wk ahead inc case,2022-04-23,point,,212
46,2022-04-17,1 wk ahead inc death,2022-04-23,point,,8
46,2022-04-17,1 wk ahead cum death,2022-04-23,point,,2906
47,2022-04-17,1 wk ahead inc case,2022-04-23,point,,2243
47,2022-04-17,1 wk ahead inc death,2022-04-23,point,,130
47,2022-04-17,1 wk ahead cum death,2022-04-23,point,,25973
48,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
48,2022-04-17,1 wk ahead inc death,2022-04-23,point,,147
48,2022-04-17,1 wk ahead cum death,2022-04-23,point,,87956
49,2022-04-17,1 wk ahead inc case,2022-04-23,point,,959
49,2022-04-17,1 wk ahead inc death,2022-04-23,point,,3
49,2022-04-17,1 wk ahead cum death,2022-04-23,point,,3037
50,2022-04-17,1 wk ahead inc case,2022-04-23,point,,2136
50,2022-04-17,1 wk ahead inc death,2022-04-23,point,,2
50,2022-04-17,1 wk ahead cum death,2022-04-23,point,,625
51,2022-04-17,1 wk ahead inc case,2022-04-23,point,,9505
51,2022-04-17,1 wk ahead inc death,2022-04-23,point,,228
51,2022-04-17,1 wk ahead cum death,2022-04-23,point,,20250
53,2022-04-17,1 wk ahead inc case,2022-04-23,point,,11114
53,2022-04-17,1 wk ahead inc death,2022-04-23,point,,71
53,2022-04-17,1 wk ahead cum death,2022-04-23,point,,12690
54,2022-04-17,1 wk ahead inc case,2022-04-23,point,,606
54,2022-04-17,1 wk ahead inc death,2022-04-23,point,,61
54,2022-04-17,1 wk ahead cum death,2022-04-23,point,,6855
55,2022-04-17,1 wk ahead inc case,2022-04-23,point,,6199
55,2022-04-17,1 wk ahead inc death,2022-04-23,point,,65
55,2022-04-17,1 wk ahead cum death,2022-04-23,point,,14455
56,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
56,2022-04-17,1 wk ahead inc death,2022-04-23,point,,7
56,2022-04-17,1 wk ahead cum death,2022-04-23,point,,1808
01001,2022-04-17,1 wk ahead inc case,2022-04-23,point,,10
01003,2022-04-17,1 wk ahead inc case,2022-04-23,point,,79
01005,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
01007,2022-04-17,1 wk ahead inc case,2022-04-23,point,,7
01009,2022-04-17,1 wk ahead inc case,2022-04-23,point,,41
01011,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
01013,2022-04-17,1 wk ahead inc case,2022-04-23,point,,6
01015,2022-04-17,1 wk ahead inc case,2022-04-23,point,,9
01017,2022-04-17,1 wk ahead inc case,2022-04-23,point,,8
01019,2022-04-17,1 wk ahead inc case,2022-04-23,point,,6
01021,2022-04-17,1 wk ahead inc case,2022-04-23,point,,25
01023,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
01025,2022-04-17,1 wk ahead inc case,2022-04-23,point,,0
01027,2022-04-17,1 wk ahead inc case,2022-04-23,point,,1
