location,forecast_date,target,target_end_date,type,quantile,value
US,2022-01-09,1 wk ahead inc case,2022-01-15,point,,6175138
US,2022-01-09,1 wk ahead inc death,2022-01-15,point,,14307
US,2022-01-09,1 wk ahead cum death,2022-01-15,point,,851569
01,2022-01-09,1 wk ahead inc case,2022-01-15,point,,74845
01,2022-01-09,1 wk ahead inc death,2022-01-15,point,,192
01,2022-01-09,1 wk ahead cum death,2022-01-15,point,,16816
02,2022-01-09,1 wk ahead inc case,2022-01-15,point,,9892
02,2022-01-09,1 wk ahead inc death,2022-01-15,point,,2
02,2022-01-09,1 wk ahead cum death,2022-01-15,point,,982
04,2022-01-09,1 wk ahead inc case,2022-01-15,point,,77710
04,2022-01-09,1 wk ahead inc death,2022-01-15,point,,418
04,2022-01-09,1 wk ahead cum death,2022-01-15,point,,25122
05,2022-01-09,1 wk ahead inc case,2022-01-15,point,,51313
05,2022-01-09,1 wk ahead inc death,2022-01-15,point,,138
05,2022-01-09,1 wk ahead cum death,2022-01-15,point,,9452
06,2022-01-09,1 wk ahead inc case,2022-01-15,point,,620449
06,2022-01-09,1 wk ahead inc death,2022-01-15,point,,682
06,2022-01-09,1 wk ahead cum death,2022-01-15,point,,77723
08,2022-01-09,1 wk ahead inc case,2022-01-15,point,,79116
08,2022-01-09,1 wk ahead inc death,2022-01-15,point,,219
08,2022-01-09,1 wk ahead cum death,2022-01-15,point,,10644
09,2022-01-09,1 wk ahead inc case,2022-01-15,point,,91289
09,2022-01-09,1 wk ahead inc death,2022-01-15,point,,263
09,2022-01-09,1 wk ahead cum death,2022-01-15,point,,9640
10,2022-01-09,1 wk ahead inc case,2022-01-15,point,,17384
10,2022-01-09,1 wk ahead inc death,2022-01-15,point,,56
10,2022-01-09,1 wk ahead cum death,2022-01-15,point,,2421
11,2022-01-09,1 wk ahead inc case,2022-01-15,point,,18237
11,2022-01-09,1 wk ahead inc death,2022-01-15,point,,16
11,2022-01-09,1 wk ahead cum death,2022-01-15,point,,1243
