,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 day ahead cum death,Point,,2020-06-27,2020-06-28,126315.67620223953
1,53,1 day ahead cum death,Point,,2020-06-27,2020-06-28,1318.87147350969
2,17,1 day ahead cum death,Point,,2020-06-27,2020-06-28,6902.11670453594
3,06,1 day ahead cum death,Point,,2020-06-27,2020-06-28,5981.34732322822
4,04,1 day ahead cum death,Point,,2020-06-27,2020-06-28,1630.23662811065
5,25,1 day ahead cum death,Point,,2020-06-27,2020-06-28,8060.9808728260095
6,55,1 day ahead cum death,Point,,2020-06-27,2020-06-28,783.6866040782139
7,48,1 day ahead cum death,Point,,2020-06-27,2020-06-28,2427.14102220945
8,31,1 day ahead cum death,Point,,2020-06-27,2020-06-28,269.11251278172995
9,49,1 day ahead cum death,Point,,2020-06-27,2020-06-28,169.929309470394
10,41,1 day ahead cum death,Point,,2020-06-27,2020-06-28,204.934238577388
11,12,1 day ahead cum death,Point,,2020-06-27,2020-06-28,3447.3871190071995
12,36,1 day ahead cum death,Point,,2020-06-27,2020-06-28,31406.6111111872
13,44,1 day ahead cum death,Point,,2020-06-27,2020-06-28,930.763886522607
14,13,1 day ahead cum death,Point,,2020-06-27,2020-06-28,2807.08178856018
15,33,1 day ahead cum death,Point,,2020-06-27,2020-06-28,369.47819339712504
16,37,1 day ahead cum death,Point,,2020-06-27,2020-06-28,1372.27415800207
17,34,1 day ahead cum death,Point,,2020-06-27,2020-06-28,14998.0987639837
18,08,1 day ahead cum death,Point,,2020-06-27,2020-06-28,1681.0644027523801
19,24,1 day ahead cum death,Point,,2020-06-27,2020-06-28,3169.67363536853
20,32,1 day ahead cum death,Point,,2020-06-27,2020-06-28,504.514776865727
21,47,1 day ahead cum death,Point,,2020-06-27,2020-06-28,595.14508059374
22,15,1 day ahead cum death,Point,,2020-06-27,2020-06-28,18.2654288701506
23,18,1 day ahead cum death,Point,,2020-06-27,2020-06-28,2631.4111513582
24,21,1 day ahead cum death,Point,,2020-06-27,2020-06-28,558.630276754018
