forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-05-17,1 day ahead cum death,2020-05-18,US,US,Point,NA,91567.01865301203
2020-05-17,1 day ahead cum death,2020-05-18,53,Washington,Point,NA,1012.90956781883
2020-05-17,1 day ahead cum death,2020-05-18,17,Illinois,Point,NA,4284.88202895442
2020-05-17,1 day ahead cum death,2020-05-18,06,California,Point,NA,3315.26885984467
2020-05-17,1 day ahead cum death,2020-05-18,04,Arizona,Point,NA,703.080777679078
2020-05-17,1 day ahead cum death,2020-05-18,25,Massachusetts,Point,NA,5896.88994963395
2020-05-17,1 day ahead cum death,2020-05-18,55,Wisconsin,Point,NA,462.533044020458
2020-05-17,1 day ahead cum death,2020-05-18,48,Texas,Point,NA,1380.43516901573
2020-05-17,1 day ahead cum death,2020-05-18,31,Nebraska,Point,NA,127.464132659436
2020-05-17,1 day ahead cum death,2020-05-18,49,Utah,Point,NA,82.245087629732
2020-05-17,1 day ahead cum death,2020-05-18,41,Oregon,Point,NA,139.10624607668
2020-05-17,1 day ahead cum death,2020-05-18,12,Florida,Point,NA,2005.84082084161
2020-05-17,1 day ahead cum death,2020-05-18,36,New York,Point,NA,28385.2836455351
2020-05-17,1 day ahead cum death,2020-05-18,44,Rhode Island,Point,NA,509.252823126027
2020-05-17,1 day ahead cum death,2020-05-18,13,Georgia,Point,NA,1638.07469084558
2020-05-17,1 day ahead cum death,2020-05-18,33,New Hampshire,Point,NA,178.804616365309
2020-05-17,1 day ahead cum death,2020-05-18,37,North Carolina,Point,NA,707.51185146615
2020-05-17,1 day ahead cum death,2020-05-18,34,New Jersey,Point,NA,10493.9601710209
2020-05-17,1 day ahead cum death,2020-05-18,08,Colorado,Point,NA,1245.53780341049
2020-05-17,1 day ahead cum death,2020-05-18,24,Maryland,Point,NA,2040.36344875112
2020-05-17,1 day ahead cum death,2020-05-18,32,Nevada,Point,NA,355.328106532895
2020-05-17,1 day ahead cum death,2020-05-18,47,Tennessee,Point,NA,303.458931372639
2020-05-17,1 day ahead cum death,2020-05-18,15,Hawaii,Point,NA,17.0509929793508
2020-05-17,1 day ahead cum death,2020-05-18,18,Indiana,Point,NA,1788.47087351071
2020-05-17,1 day ahead cum death,2020-05-18,21,Kentucky,Point,NA,340.312804358076
2020-05-17,1 day ahead cum death,2020-05-18,27,Minnesota,Point,NA,757.434719755448
2020-05-17,1 day ahead cum death,2020-05-18,40,Oklahoma,Point,NA,293.772965573349
2020-05-17,1 day ahead cum death,2020-05-18,42,Pennsylvania,Point,NA,4595.37528711906
2020-05-17,1 day ahead cum death,2020-05-18,45,South Carolina,Point,NA,394.790821816214
2020-05-17,1 day ahead cum death,2020-05-18,11,District of Columbia,Point,NA,390.712402810751
2020-05-17,1 day ahead cum death,2020-05-18,20,Kansas,Point,NA,197.100746762431
2020-05-17,1 day ahead cum death,2020-05-18,29,Missouri,Point,NA,711.229861074402
2020-05-17,1 day ahead cum death,2020-05-18,50,Vermont,Point,NA,54.2188524262901
2020-05-17,1 day ahead cum death,2020-05-18,51,Virginia,Point,NA,1039.49600968327
2020-05-17,1 day ahead cum death,2020-05-18,09,Connecticut,Point,NA,3462.18583025933
2020-05-17,1 day ahead cum death,2020-05-18,19,Iowa,Point,NA,361.065558499798
2020-05-17,1 day ahead cum death,2020-05-18,22,Louisiana,Point,NA,2520.69124458079
2020-05-17,1 day ahead cum death,2020-05-18,39,Ohio,Point,NA,1664.23618098583
2020-05-17,1 day ahead cum death,2020-05-18,26,Michigan,Point,NA,5201.2422959464
2020-05-17,1 day ahead cum death,2020-05-18,46,South Dakota,Point,NA,45.0374471077267
2020-05-17,1 day ahead cum death,2020-05-18,05,Arkansas,Point,NA,99.6916644427913
2020-05-17,1 day ahead cum death,2020-05-18,10,Delaware,Point,NA,298.679507131671
2020-05-17,1 day ahead cum death,2020-05-18,28,Mississippi,Point,NA,536.660733192628
2020-05-17,1 day ahead cum death,2020-05-18,35,New Mexico,Point,NA,275.138463204715
2020-05-17,1 day ahead cum death,2020-05-18,38,North Dakota,Point,NA,44.4998119538843
2020-05-17,1 day ahead cum death,2020-05-18,56,Wyoming,Point,NA,251.166666666667
2020-05-17,1 day ahead cum death,2020-05-18,02,Alaska,Point,NA,56.6666666666667
2020-05-17,1 day ahead cum death,2020-05-18,23,Maine,Point,NA,71.4750867593699
2020-05-17,1 day ahead cum death,2020-05-18,01,Alabama,Point,NA,500.852729444909
2020-05-17,1 day ahead cum death,2020-05-18,16,Idaho,Point,NA,73.6383240942387
2020-05-17,1 day ahead cum death,2020-05-18,30,Montana,Point,NA,16.0986090431156
2020-05-17,1 day ahead cum death,2020-05-18,72,Puerto Rico,Point,NA,125.950385279778
2020-05-17,1 day ahead cum death,2020-05-18,78,Virgin Islands,Point,NA,18.6666666666667
2020-05-17,1 day ahead cum death,2020-05-18,66,Guam,Point,NA,18.0
2020-05-17,1 day ahead cum death,2020-05-18,54,West Virginia,Point,NA,68.1766706148809
2020-05-17,1 day ahead cum death,2020-05-18,69,Northern Mariana Islands,Point,NA,9.0
2020-05-17,1 day ahead cum death,2020-05-18,60,American Samoa,Point,NA,0.0
2020-05-17,2 day ahead cum death,2020-05-19,US,US,Point,NA,93206.57926658855
2020-05-17,2 day ahead cum death,2020-05-19,53,Washington,Point,NA,1024.94109511459
2020-05-17,2 day ahead cum death,2020-05-19,17,Illinois,Point,NA,4389.39326115269
2020-05-17,2 day ahead cum death,2020-05-19,06,California,Point,NA,3392.16444720261
2020-05-17,2 day ahead cum death,2020-05-19,04,Arizona,Point,NA,727.620246623388
2020-05-17,2 day ahead cum death,2020-05-19,25,Massachusetts,Point,NA,5995.17817112826
2020-05-17,2 day ahead cum death,2020-05-19,55,Wisconsin,Point,NA,472.373502231101
2020-05-17,2 day ahead cum death,2020-05-19,48,Texas,Point,NA,1417.93956378625
2020-05-17,2 day ahead cum death,2020-05-19,31,Nebraska,Point,NA,132.054754628385
2020-05-17,2 day ahead cum death,2020-05-19,49,Utah,Point,NA,84.5043037945124
2020-05-17,2 day ahead cum death,2020-05-19,41,Oregon,Point,NA,141.343677029996
