location,target,type,quantile,forecast_date,target_end_date,value
US,1 wk ahead cum death,point,,2020-06-28,2020-07-04,130719.2940909914
53,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1362.74315451661
17,1 wk ahead cum death,point,,2020-06-28,2020-07-04,7055.96558234109
06,1 wk ahead cum death,point,,2020-06-28,2020-07-04,6531.28554862231
04,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1852.9327792239
25,1 wk ahead cum death,point,,2020-06-28,2020-07-04,8193.07616947309
55,1 wk ahead cum death,point,,2020-06-28,2020-07-04,819.896365190243
48,1 wk ahead cum death,point,,2020-06-28,2020-07-04,2676.38563402828
31,1 wk ahead cum death,point,,2020-06-28,2020-07-04,280.272558184496
49,1 wk ahead cum death,point,,2020-06-28,2020-07-04,184.056896040755
41,1 wk ahead cum death,point,,2020-06-28,2020-07-04,219.45833154336103
12,1 wk ahead cum death,point,,2020-06-28,2020-07-04,3884.0017084968404
36,1 wk ahead cum death,point,,2020-06-28,2020-07-04,31597.505598313306
44,1 wk ahead cum death,point,,2020-06-28,2020-07-04,948.584616501161
13,1 wk ahead cum death,point,,2020-06-28,2020-07-04,2968.4872823452
33,1 wk ahead cum death,point,,2020-06-28,2020-07-04,381.320368420444
37,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1468.2856151404
34,1 wk ahead cum death,point,,2020-06-28,2020-07-04,15282.893280053799
08,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1715.8131745222
24,1 wk ahead cum death,point,,2020-06-28,2020-07-04,3239.89170333838
32,1 wk ahead cum death,point,,2020-06-28,2020-07-04,528.127787664822
47,1 wk ahead cum death,point,,2020-06-28,2020-07-04,650.955928648474
15,1 wk ahead cum death,point,,2020-06-28,2020-07-04,19.2949629488838
18,1 wk ahead cum death,point,,2020-06-28,2020-07-04,2710.96507411463
21,1 wk ahead cum death,point,,2020-06-28,2020-07-04,586.057422338505
27,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1526.9164947893396
40,1 wk ahead cum death,point,,2020-06-28,2020-07-04,410.95065905574995
42,1 wk ahead cum death,point,,2020-06-28,2020-07-04,6804.112517310021
45,1 wk ahead cum death,point,,2020-06-28,2020-07-04,809.797840618514
11,1 wk ahead cum death,point,,2020-06-28,2020-07-04,558.3042238461969
20,1 wk ahead cum death,point,,2020-06-28,2020-07-04,282.80894918921
29,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1048.3766120868304
50,1 wk ahead cum death,point,,2020-06-28,2020-07-04,56.322818744988794
51,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1777.11099126909
09,1 wk ahead cum death,point,,2020-06-28,2020-07-04,4343.38935622077
19,1 wk ahead cum death,point,,2020-06-28,2020-07-04,736.301777691797
22,1 wk ahead cum death,point,,2020-06-28,2020-07-04,3323.6980094737396
39,1 wk ahead cum death,point,,2020-06-28,2020-07-04,2953.903012183331
26,1 wk ahead cum death,point,,2020-06-28,2020-07-04,6217.0287039358
46,1 wk ahead cum death,point,,2020-06-28,2020-07-04,97.19888430168301
05,1 wk ahead cum death,point,,2020-06-28,2020-07-04,296.998087090903
10,1 wk ahead cum death,point,,2020-06-28,2020-07-04,536.6673601322441
28,1 wk ahead cum death,point,,2020-06-28,2020-07-04,1134.0299535014099
35,1 wk ahead cum death,point,,2020-06-28,2020-07-04,521.706460533288
38,1 wk ahead cum death,point,,2020-06-28,2020-07-04,82.5698064644196
56,1 wk ahead cum death,point,,2020-06-28,2020-07-04,20.9715401739371
02,1 wk ahead cum death,point,,2020-06-28,2020-07-04,15.163504055283699
23,1 wk ahead cum death,point,,2020-06-28,2020-07-04,106.747523434565
01,1 wk ahead cum death,point,,2020-06-28,2020-07-04,992.966583420455
16,1 wk ahead cum death,point,,2020-06-28,2020-07-04,95.0737847584499
30,1 wk ahead cum death,point,,2020-06-28,2020-07-04,24.22179702743
72,1 wk ahead cum death,point,,2020-06-28,2020-07-04,156.048571473186
78,1 wk ahead cum death,point,,2020-06-28,2020-07-04,69.6606942277074
66,1 wk ahead cum death,point,,2020-06-28,2020-07-04,456.285474527065
54,1 wk ahead cum death,point,,2020-06-28,2020-07-04,98.3712241094849
69,1 wk ahead cum death,point,,2020-06-28,2020-07-04,7.3333333333333375
60,1 wk ahead cum death,point,,2020-06-28,2020-07-04,0.0
US,2 wk ahead cum death,point,,2020-06-28,2020-07-11,137142.56690037882
53,2 wk ahead cum death,point,,2020-06-28,2020-07-11,1439.9618578369198
