location,target,type,quantile,forecast_date,target_end_date,value
02,1 wk ahead inc death,quantile,0.01,2020-06-01,2020-06-06,0.0023823
02,1 wk ahead inc death,quantile,0.025,2020-06-01,2020-06-06,0.006417699999999999
02,1 wk ahead inc death,quantile,0.05,2020-06-01,2020-06-06,0.015196200000000003
02,1 wk ahead inc death,quantile,0.1,2020-06-01,2020-06-06,0.0288042
02,1 wk ahead inc death,quantile,0.15,2020-06-01,2020-06-06,0.04640659
02,1 wk ahead inc death,quantile,0.2,2020-06-01,2020-06-06,0.06242130000000001
02,1 wk ahead inc death,quantile,0.25,2020-06-01,2020-06-06,0.07619795
02,1 wk ahead inc death,quantile,0.3,2020-06-01,2020-06-06,0.0886036
02,1 wk ahead inc death,quantile,0.35,2020-06-01,2020-06-06,0.10267930000000004
02,1 wk ahead inc death,quantile,0.4,2020-06-01,2020-06-06,0.11710630000000001
02,1 wk ahead inc death,quantile,0.45,2020-06-01,2020-06-06,0.13210247000000006
02,1 wk ahead inc death,quantile,0.5,2020-06-01,2020-06-06,0.1467729
02,1 wk ahead inc death,point,,2020-06-01,2020-06-06,0.16267843259370132
02,1 wk ahead inc death,quantile,0.55,2020-06-01,2020-06-06,0.16412993000000006
02,1 wk ahead inc death,quantile,0.6,2020-06-01,2020-06-06,0.1825705
02,1 wk ahead inc death,quantile,0.65,2020-06-01,2020-06-06,0.20391884
02,1 wk ahead inc death,quantile,0.7,2020-06-01,2020-06-06,0.22659504
02,1 wk ahead inc death,quantile,0.75,2020-06-01,2020-06-06,0.25253615
02,1 wk ahead inc death,quantile,0.8,2020-06-01,2020-06-06,0.28401986
02,1 wk ahead inc death,quantile,0.85,2020-06-01,2020-06-06,0.32378921
02,1 wk ahead inc death,quantile,0.9,2020-06-01,2020-06-06,0.3818114
02,1 wk ahead inc death,quantile,0.95,2020-06-01,2020-06-06,0.47756286
02,1 wk ahead inc death,quantile,0.975,2020-06-01,2020-06-06,0.56550704
02,1 wk ahead inc death,quantile,0.99,2020-06-01,2020-06-06,0.67548191
02,1 wk ahead cum death,quantile,0.01,2020-06-01,2020-06-06,10.0023823
02,1 wk ahead cum death,quantile,0.025,2020-06-01,2020-06-06,10.0064177
02,1 wk ahead cum death,quantile,0.05,2020-06-01,2020-06-06,10.0151962
02,1 wk ahead cum death,quantile,0.1,2020-06-01,2020-06-06,10.028804199999998
02,1 wk ahead cum death,quantile,0.15,2020-06-01,2020-06-06,10.04640659
