location,forecast_date,target,target_end_date,type,quantile,value,pop
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.45,82.30775,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.5,85.95,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.55,92.387,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.6,97.275,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.65,103.765,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.7,110.204,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.75,116.199,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.8,126.867,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.85,135.68,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.9,148.384,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.95,169.6457,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.975,192.50655,1787065
16,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.99,224.47034,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,point,,85.2055,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.01,16.60603,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.025,22.957,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.05,30.801,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.1,39.669,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.15,45.548,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.2,53.229,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.25,59.817,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.3,65.339,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.35,70.936,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.4,75.782,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.45,80.1866,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.5,85.2055,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.55,89.976,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.6,94.971,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.65,99.567,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.7,106.009,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.75,114.107,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.8,122.5494,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.85,133.2531,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.9,147.3634,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.95,167.1223,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.975,186.53885,1787065
16,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.99,210.8437,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,point,,79.88,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.01,9.694,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.025,17.032725,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.05,23.92815,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.1,33.785,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.15,40.60645,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.2,48.723,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.25,53.349,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.3,58.482,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.35,63.544,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.4,69.41,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.45,74.508,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.5,79.88,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.55,85.0634,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.6,90.469,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.65,96.156,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.7,102.259,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.75,109.358,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.8,116.5502,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.85,125.526,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.9,139.488,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.95,160.1203,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.975,179.93285,1787065
16,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.99,203.42136,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,point,,1434.5355,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.01,1376.63526,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.025,1382.473,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.05,1387.7853,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.1,1396.615,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.15,1402.515,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.2,1407.707,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.25,1412.08,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.3,1416.996,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.35,1421.833,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.4,1425.362,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.45,1429.67175,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.5,1434.5355,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.55,1438.8934,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.6,1443.978,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.65,1449.36,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.7,1455.693,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.75,1462.919,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.8,1469.3432,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.85,1477.9171,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.9,1488.758,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.95,1508.9154,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.975,1528.3163,1787065
16,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.99,1553.64038,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,point,,1520.4855,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.01,1397.31658,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.025,1409.545,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.05,1422.6323,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.1,1439.81,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.15,1451.129,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.2,1463.294,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.25,1473.534,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.3,1483.9265,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.35,1493.376,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.4,1502.325,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.45,1511.9795,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.5,1520.4855,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.55,1531.2804,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.6,1541.253,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.65,1553.125,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.7,1565.897,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.75,1579.118,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.8,1596.2102,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.85,1613.5971,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.9,1637.142,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.95,1678.5611,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.975,1720.82285,1787065
16,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.99,1778.11072,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,point,,1605.691,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.01,1413.92261,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.025,1432.502,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.05,1453.4333,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.1,1479.479,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.15,1496.677,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.2,1516.523,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.25,1533.351,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.3,1549.2655,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.35,1564.312,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.4,1578.107,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.45,1592.1661,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.5,1605.691,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.55,1621.2564,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.6,1636.224,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.65,1652.692,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.7,1671.906,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.75,1693.225,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.8,1718.7596,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.85,1746.8502,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.9,1784.5054,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.95,1845.6834,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.975,1907.3617,1787065
16,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.99,1988.95442,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,point,,1685.571,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.01,1423.61661,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.025,1449.534725,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.05,1477.36145,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.1,1513.264,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.15,1537.28345,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.2,1565.246,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.25,1586.7,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.3,1607.7475,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.35,1627.856,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.4,1647.517,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.45,1666.6741,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.5,1685.571,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.55,1706.3198,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.6,1726.693,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.65,1748.848,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.7,1774.165,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.75,1802.583,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.8,1835.3098,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.85,1872.3762,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.9,1923.9934,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.95,2005.8037,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.975,2087.29455,1787065
16,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.99,2192.37578,1787065
17,2020-12-28,1 wk ahead inc death,2021-01-02,point,,959.922,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.01,633.08641,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.025,673.51215,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.05,716.2993,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.1,770.8229,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.15,801.6419,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.2,831.584,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.25,855.39625,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.3,881.4245,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.35,903.03175,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.4,921.835,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.45,941.4346,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.5,959.922,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.55,979.69425,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.6,999.346,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.65,1022.6713,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.7,1040.394,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.75,1065.876,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.8,1092.3664,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.85,1124.8371,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.9,1161.376,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.95,1213.7344,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.975,1265.99645,12671821
17,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.99,1329.88256,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,point,,918.3775,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.01,482.07948,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.025,563.723175,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.05,609.08415,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.1,671.2983,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.15,718.6418,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.2,762.627,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.25,790.593,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.3,815.4885,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.35,842.23275,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.4,866.8172,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.45,892.1936,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.5,918.3775,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.55,941.85825,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.6,964.844,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.65,985.1042,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.7,1009.8166,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.75,1038.2795,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.8,1067.0704,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.85,1110.8849,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.9,1159.5912,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.95,1242.2203,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.975,1303.4703,12671821
17,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.99,1391.64574,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,point,,857.604,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.01,358.82321,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.025,447.296075,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.05,510.4319,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.1,577.9835,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.15,629.73645,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.2,682.484,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.25,715.752,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.3,743.152,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.35,770.43675,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.4,801.144,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.45,830.3132,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.5,857.604,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.55,881.27425,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.6,909.263,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.65,938.7104,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.7,971.2014,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.75,1003.957,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.8,1033.8602,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.85,1086.4027,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.9,1130.2786,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.95,1217.0143,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.975,1267.41585,12671821
17,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.99,1355.19516,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,point,,773.151,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.01,264.58041,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.025,324.091925,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.05,395.1783,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.1,462.7416,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.15,517.62835,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.2,574.753,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.25,615.4335,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.3,649.4905,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.35,679.01325,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.4,716.1102,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.45,742.796,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.5,773.151,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.55,798.03805,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.6,822.5238,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.65,855.4645,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.7,889.367,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.75,921.4535,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.8,956.2934,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.85,1007.854,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.9,1055.1924,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.95,1134.642,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.975,1211.74075,12671821
17,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.99,1284.27252,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,point,,17942.922,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.01,17616.08641,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.025,17656.51215,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.05,17699.2993,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.1,17753.8229,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.15,17784.6419,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.2,17814.584,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.25,17838.39625,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.3,17864.4245,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.35,17886.03175,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.4,17904.835,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.45,17924.4346,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.5,17942.922,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.55,17962.69425,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.6,17982.346,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.65,18005.6713,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.7,18023.394,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.75,18048.876,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.8,18075.3664,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.85,18107.8371,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.9,18144.376,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.95,18196.7344,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.975,18248.99645,12671821
17,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.99,18312.88256,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,point,,18861.2995,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.01,18098.16589,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.025,18220.235325,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.05,18308.38345,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.1,18425.1212,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.15,18503.2837,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.2,18577.211,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.25,18628.98925,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.3,18679.913,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.35,18728.2645,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.4,18771.6522,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.45,18816.6282,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.5,18861.2995,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.55,18904.5525,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.6,18947.19,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.65,18990.7755,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.7,19033.2106,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.75,19087.1555,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.8,19142.4368,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.85,19218.722,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.9,19303.9672,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.95,19438.9547,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.975,19552.46675,12671821
17,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.99,19704.5283,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,point,,19718.9035,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.01,18456.9891,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.025,18667.5314,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.05,18818.81535,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.1,19003.1047,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.15,19133.02015,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.2,19259.695,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.25,19344.74125,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.3,19423.065,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.35,19498.70125,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.4,19572.7962,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.45,19646.9414,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.5,19718.9035,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.55,19785.82675,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.6,19856.453,12671821
17,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.65,19929.4859,12671821
