forecast_date,target,location,target_end_date,type,quantile,value
2020-12-14,1 wk ahead cum death,US,2020-12-19,point,NA,307360.67565767566
2020-12-14,2 wk ahead cum death,US,2020-12-26,point,NA,317075.0352980353
2020-12-14,3 wk ahead cum death,US,2021-01-02,point,NA,326819.36396936397
2020-12-14,4 wk ahead cum death,US,2021-01-09,point,NA,336332.85081585083
2020-12-14,5 wk ahead cum death,US,2021-01-16,point,NA,345577.49217449216
2020-12-14,6 wk ahead cum death,US,2021-01-23,point,NA,354473.5361305361
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.01,307101
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.025,307144
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.05,307175.1
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.1,307217.2
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.15,307243
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.2,307266
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.25,307284
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.3,307302
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.35,307317
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.4,307331
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.45,307346
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.5,307357
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.55,307372
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.6,307389
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.65,307402
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.7,307418
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.75,307435.5
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.8,307456
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.85,307480
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.9,307508
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.95,307546.9
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.975,307578.95
2020-12-14,1 wk ahead cum death,US,2020-12-19,quantile,0.99,307625
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.01,316645
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.025,316697
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.05,316756.10000000003
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.1,316823.2
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.15,316873
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.2,316907.4
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.25,316938
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.3,316968
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.35,316999
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.4,317023
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.45,317049
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.5,317073
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.55,317094
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.6,317118.2
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.65,317146.3
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.7,317175
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.75,317208
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.8,317242
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.85,317286
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.9,317333.8
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.95,317396
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.975,317467.89999999997
2020-12-14,2 wk ahead cum death,US,2020-12-26,quantile,0.99,317531.8
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.01,326185.08
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.025,326280.05
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.05,326371
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.1,326460
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.15,326522
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.2,326579.4
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.25,326627
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.3,326659
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.35,326699
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.4,326735.8
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.45,326773.9
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.5,326804
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.55,326846
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.6,326882
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.65,326928
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.7,326968
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.75,327014
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.8,327065
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.85,327120
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.9,327193.4
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.95,327303
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.975,327394.9
2020-12-14,3 wk ahead cum death,US,2021-01-02,quantile,0.99,327505
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.01,335517.04
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.025,335630
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.05,335742
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.1,335857.2
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.15,335932.3
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.2,336001
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.25,336064
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.3,336109
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.35,336157
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.4,336208
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.45,336257.89999999997
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.5,336305
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.55,336362.1
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.6,336414.2
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.65,336470
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.7,336531
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.75,336594.5
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.8,336661
2020-12-14,4 wk ahead cum death,US,2021-01-09,quantile,0.85,336748
