forecast_date,target,location,target_end_date,type,quantile,value
2020-11-21,1 wk ahead cum death,US,2020-11-28,point,NA,263438.42557442555
2020-11-21,2 wk ahead cum death,US,2020-12-05,point,NA,272175.030969031
2020-11-21,3 wk ahead cum death,US,2020-12-12,point,NA,281540.3939393939
2020-11-21,4 wk ahead cum death,US,2020-12-19,point,NA,291555.8807858808
2020-11-21,5 wk ahead cum death,US,2020-12-26,point,NA,301902.68298368296
2020-11-21,6 wk ahead cum death,US,2021-01-02,point,NA,312006.3296703297
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.01,263187.02
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.025,263225
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.05,263257.1
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.1,263295
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.15,263325
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.2,263345
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.25,263362
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.3,263380
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.35,263396
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.4,263413
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.45,263426
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.5,263439
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.55,263451
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.6,263465
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.65,263480
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.7,263496
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.75,263513
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.8,263532
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.85,263557
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.9,263580
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.95,263618.9
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.975,263648
2020-11-21,1 wk ahead cum death,US,2020-11-28,quantile,0.99,263693.84
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.01,271798.04
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.025,271848
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.05,271888.10000000003
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.1,271950.2
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.15,271987
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.2,272022.4
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.25,272053
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.3,272076
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.35,272106
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.4,272129
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.45,272151
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.5,272174
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.55,272194.1
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.6,272219
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.65,272242
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.7,272268
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.75,272293.5
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.8,272326
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.85,272360
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.9,272400.8
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.95,272469.89999999997
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.975,272529
2020-11-21,2 wk ahead cum death,US,2020-12-05,quantile,0.99,272587
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.01,281014.04000000004
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.025,281086
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.05,281149.10000000003
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.1,281234.2
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.15,281294
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.2,281340
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.25,281378
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.3,281409
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.35,281439
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.4,281469
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.45,281502
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.5,281537
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.55,281569
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.6,281597
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.65,281632
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.7,281668
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.75,281703.5
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.8,281740
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.85,281792
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.9,281849.8
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.95,281941
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.975,282025.89999999997
2020-11-21,3 wk ahead cum death,US,2020-12-12,quantile,0.99,282104.98000000004
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.01,290899.06
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.025,291013
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.05,291077.1
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.1,291177
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.15,291243.3
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.2,291303
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.25,291347
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.3,291398
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.35,291435.7
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.4,291472
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.45,291516
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.5,291550
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.55,291586.1
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.6,291623
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.65,291661
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.7,291709
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.75,291754
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.8,291805.6
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.85,291869
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.9,291945.8
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.95,292057
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.975,292151.55000000005
2020-11-21,4 wk ahead cum death,US,2020-12-19,quantile,0.99,292276.82
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.01,301125.1
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.025,301236.05000000005
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.05,301335.19999999995
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.1,301446.2
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.15,301537
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.2,301594.4
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.25,301655
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.3,301708
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.35,301755.7
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.4,301798
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.45,301845.89999999997
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.5,301890
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.55,301935.1
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.6,301980
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.65,302027
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.7,302078
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.75,302133
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.8,302199
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.85,302282
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.9,302388.80000000005
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.95,302513.9
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.975,302614.94999999995
2020-11-21,5 wk ahead cum death,US,2020-12-26,quantile,0.99,302777.98000000004
2020-11-21,6 wk ahead cum death,US,2021-01-02,quantile,0.01,311093.26
2020-11-21,6 wk ahead cum death,US,2021-01-02,quantile,0.025,311242.15
2020-11-21,6 wk ahead cum death,US,2021-01-02,quantile,0.05,311381
2020-11-21,6 wk ahead cum death,US,2021-01-02,quantile,0.1,311488.2
2020-11-21,6 wk ahead cum death,US,2021-01-02,quantile,0.15,311574
