forecast_date,target,location,target_end_date,type,quantile,value
2020-11-30,1 wk ahead cum death,US,2020-12-05,quantile,0.975,274797
2020-11-30,1 wk ahead cum death,US,2020-12-05,quantile,0.99,274834
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.01,283997.02
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.025,284059
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.05,284118
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.1,284174
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.15,284221
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.2,284255
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.25,284283
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.3,284310
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.35,284335
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.4,284360
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.45,284380
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.5,284400
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.55,284422
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.6,284445
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.65,284471
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.7,284496.4
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.75,284519
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.8,284544.2
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.85,284576
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.9,284618
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.95,284673
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.975,284724
2020-11-30,2 wk ahead cum death,US,2020-12-12,quantile,0.99,284769.94
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.01,294117.08
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.025,294189.05000000005
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.05,294269.1
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.1,294367
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.15,294432
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.2,294486
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.25,294534
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.3,294573
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.35,294610
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.4,294648
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.45,294684
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.5,294716
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.55,294749
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.6,294781
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.65,294817
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.7,294853
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.75,294885.5
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.8,294926
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.85,294967
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.9,295031
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.95,295114.9
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.975,295182.9
2020-11-30,3 wk ahead cum death,US,2020-12-19,quantile,0.99,295272.98000000004
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.01,304247.1
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.025,304354
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.05,304452.1
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.1,304570.4
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.15,304661
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.2,304735.4
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.25,304799
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.3,304865
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.35,304926
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.4,304977.8
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.45,305032
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.5,305077
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.55,305132
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.6,305176.2
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.65,305218.3
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.7,305265.4
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.75,305313
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.8,305367.6
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.85,305427
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.9,305502.8
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.95,305621.9
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.975,305706.95
2020-11-30,4 wk ahead cum death,US,2020-12-26,quantile,0.99,305825.94
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.01,314046.06
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.025,314195.14999999997
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.05,314317.1
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.1,314464.2
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.15,314571
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.2,314657.4
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.25,314759
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.3,314840.6
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.35,314919
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.4,315006.8
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.45,315076
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.5,315144
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.55,315204.10000000003
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.6,315262
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.65,315317
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.7,315378
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.75,315436
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.8,315502
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.85,315585
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.9,315678.60000000003
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.95,315826.9
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.975,315963
2020-11-30,5 wk ahead cum death,US,2021-01-02,quantile,0.99,316145.54000000004
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.01,323165
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.025,323352.05
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.05,323494.1
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.1,323661.4
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.15,323782
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.2,323888
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.25,323999
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.3,324115.6
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.35,324237
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.4,324359.2
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.45,324439
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.5,324523
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.55,324609.10000000003
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.6,324683
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.65,324748
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.7,324834.4
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.75,324904
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.8,324978.6
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.85,325062
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.9,325178
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.95,325376.9
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.975,325539.95
2020-11-30,6 wk ahead cum death,US,2021-01-09,quantile,0.99,325754.89999999997
2020-11-30,1 wk ahead inc death,US,2020-12-05,point,NA,8955.743922743923
2020-11-30,2 wk ahead inc death,US,2020-12-12,point,NA,9793.498168498169
2020-11-30,3 wk ahead inc death,US,2020-12-19,point,NA,10307.376623376624
2020-11-30,4 wk ahead inc death,US,2020-12-26,point,NA,10350.800532800533
2020-11-30,5 wk ahead inc death,US,2021-01-02,point,NA,10044.95670995671
2020-11-30,6 wk ahead inc death,US,2021-01-09,point,NA,9365.212121212122
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.01,8725
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.025,8753
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.05,8785
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.1,8819
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.15,8845
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.2,8864
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.25,8883
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.3,8899
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.35,8913.7
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.4,8929.800000000001
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.45,8942
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.5,8958
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.55,8970.1
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.6,8985
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.65,8998
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.7,9013
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.75,9026
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.8,9043
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.85,9064
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.9,9087
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.95,9128
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.975,9161.95
2020-11-30,1 wk ahead inc death,US,2020-12-05,quantile,0.99,9205.920000000002
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.01,9514.02
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.025,9557.05
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.05,9599.1
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.1,9635
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.15,9667.3
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.2,9690
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.25,9710
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.3,9730
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.35,9749.7
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.4,9765
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.45,9781
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.5,9794
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.55,9811
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.6,9826.2
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.65,9843
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.7,9860
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.75,9877
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.8,9894
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.85,9919
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.9,9945
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.95,9985.9
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.975,10021
2020-11-30,2 wk ahead inc death,US,2020-12-12,quantile,0.99,10063.96
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.01,9987.02
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.025,10034.1
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.05,10081.1
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.1,10131.199999999999
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.15,10163
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.2,10192
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.25,10215
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.3,10235
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.35,10254
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.4,10271
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.45,10292
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.5,10311
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.55,10327
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.6,10344
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.65,10361
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.7,10381
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.75,10403
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.8,10426
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.85,10455
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.9,10485
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.95,10523
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.975,10560.95
2020-11-30,3 wk ahead inc death,US,2020-12-19,quantile,0.99,10609.919999999998
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.01,10011
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.025,10060.15
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.05,10106.1
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.1,10154.2
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.15,10194
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.2,10225
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.25,10249
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.3,10270
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.35,10295
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.4,10318.800000000001
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.45,10338
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.5,10357
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.55,10375
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.6,10391.2
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.65,10411.3
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.7,10431
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.75,10451
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.8,10477
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.85,10503.7
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.9,10536
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.95,10580
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.975,10629.95
2020-11-30,4 wk ahead inc death,US,2020-12-26,quantile,0.99,10669.960000000001
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.01,9706.060000000001
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.025,9749
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.05,9792
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.1,9844
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.15,9878.3
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.2,9908
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.25,9940
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.3,9964.6
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.35,9987
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.4,10009.800000000001
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.45,10027
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.5,10048
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.55,10068
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.6,10086.199999999999
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.65,10108.3
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.7,10129.400000000001
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.75,10153
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.8,10174.599999999999
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.85,10200.7
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.9,10237
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.95,10292.8
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.975,10334
2020-11-30,5 wk ahead inc death,US,2021-01-02,quantile,0.99,10394.98
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.01,9009.039999999999
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.025,9051.050000000001
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.05,9099
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.1,9150
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.15,9190
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.2,9221.4
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.25,9250
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.3,9276
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.35,9299
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.4,9324
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.45,9346
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.5,9368
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.55,9389
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.6,9412
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.65,9434
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.7,9459
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.75,9480
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.8,9507
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.85,9535
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.9,9571
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.95,9624.9
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.975,9672
2020-11-30,6 wk ahead inc death,US,2021-01-09,quantile,0.99,9731
2020-11-30,1 wk ahead cum death,02,2020-12-05,point,NA,124.5084915084915
2020-11-30,2 wk ahead cum death,02,2020-12-12,point,NA,127.77156177156178
2020-11-30,3 wk ahead cum death,02,2020-12-19,point,NA,130.2057942057942
2020-11-30,4 wk ahead cum death,02,2020-12-26,point,NA,132.01132201132202
2020-11-30,5 wk ahead cum death,02,2021-01-02,point,NA,133.33866133866132
2020-11-30,6 wk ahead cum death,02,2021-01-09,point,NA,134.27006327006328
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.01,121
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.025,121
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.05,122
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.1,122
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.15,123
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.2,123
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.25,123
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.3,123
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.35,124
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.4,124
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.45,124
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.5,124
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.55,125
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.6,125
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.65,125
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.7,125
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.75,126
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.8,126
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.85,126
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.9,127
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.95,128
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.975,129
2020-11-30,1 wk ahead cum death,02,2020-12-05,quantile,0.99,130
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.01,122
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.025,123
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.05,124
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.1,124
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.15,125
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.2,125
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.25,126
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.3,126
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.35,127
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.4,127
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.45,127
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.5,128
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.55,128
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.6,128
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.65,129
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.7,129
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.75,129
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.8,130
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.85,131
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.9,131
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.95,132
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.975,134
2020-11-30,2 wk ahead cum death,02,2020-12-12,quantile,0.99,135
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.01,124
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.025,124
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.05,125
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.1,126
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.15,127
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.2,127
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.25,128
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.3,128
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.35,129
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.4,129
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.45,130
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.5,130
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.55,130
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.6,131
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.65,131
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.7,132
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.75,132
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.8,133
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.85,134
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.9,135
2020-11-30,3 wk ahead cum death,02,2020-12-19,quantile,0.95,136
