date,location_name,location,quantile_1,quantile_2.5,quantile_5,quantile_10,quantile_15,quantile_20,quantile_25,quantile_30,quantile_35,quantile_40,quantile_45,quantile_50,quantile_55,quantile_60,quantile_65,quantile_70,quantile_75,quantile_80,quantile_85,quantile_90,quantile_95,quantile_97.5,quantile_99,quantilecm_1,quantilecm_2.5,quantilecm_5,quantilecm_10,quantilecm_15,quantilecm_20,quantilecm_25,quantilecm_30,quantilecm_35,quantilecm_40,quantilecm_45,quantilecm_50,quantilecm_55,quantilecm_60,quantilecm_65,quantilecm_70,quantilecm_75,quantilecm_80,quantilecm_85,quantilecm_90,quantilecm_95,quantilecm_97.5,quantilecm_99
2020-05-04,Alabama,01,2.7142857142857144,3.5714285714285716,4.428571428571429,5.571428571428571,6.428571428571429,7.142857142857142,7.714285714285714,8.428571428571429,9,9.571428571428571,10.285714285714285,10.857142857142858,11.571428571428571,12.142857142857144,13,13.857142857142856,14.714285714285714,15.857142857142858,17.142857142857142,19,22,24.714285714285715,28.714285714285715,300.7142857142857,301.57142857142856,302.42857142857144,303.57142857142856,304.42857142857144,305.14285714285717,305.7142857142857,306.42857142857144,307,307.57142857142856,308.2857142857143,308.85714285714283,309.57142857142856,310.14285714285717,311,311.85714285714283,312.7142857142857,313.85714285714283,315.14285714285717,317,320,322.7142857142857,326.7142857142857
2020-05-05,Alabama,01,2.7142857142857144,3.428571428571429,4.285714285714286,5.428571428571429,6.142857142857142,6.857142857142858,7.571428571428571,8.142857142857144,8.857142857142858,9.428571428571429,10,10.571428571428571,11.285714285714286,12,12.714285714285715,13.571428571428573,14.571428571428571,15.714285714285715,17.142857142857142,19.142857142857142,22.142857142857142,25.142857142857142,29.142857142857142,306.4271428571429,307.85714285714283,309.57142857142856,311.42857142857144,312.85714285714283,314.14285714285717,315.14285714285717,316.14285714285717,317.14285714285717,318.14285714285717,319,320,321.14285714285717,322.14285714285717,323.33571428571446,324.57142857142856,326.14285714285717,328,330,332.85714285714283,337.42857142857144,341.7142857142857,347.2857142857143
2020-05-06,Alabama,01,2.4285714285714284,3.2821428571428606,4,5.142857142857142,6,6.714285714285714,7.428571428571429,8,8.571428571428571,9.285714285714286,10,10.571428571428571,11.285714285714286,12,12.714285714285715,13.571428571428573,14.571428571428571,15.714285714285715,17.142857142857142,19,22.428571428571427,25.57142857142857,29.285714285714285,312.14285714285717,314.57142857142856,316.7142857142857,319.42857142857144,321.42857142857144,322.85714285714283,324.42857142857144,325.85714285714283,327.14285714285717,328.42857142857144,329.85714285714283,331.14285714285717,332.57142857142856,334.14285714285717,335.7142857142857,337.42857142857144,339.57142857142856,341.85714285714283,344.7142857142857,348.2857142857143,354.42857142857144,360.7214285714285,368.14428571428573
2020-05-07,Alabama,01,2.2857142857142856,3.142857142857143,4,5.142857142857142,5.857142857142858,6.571428571428571,7.285714285714286,8,8.571428571428571,9.142857142857142,9.714285714285715,10.428571428571429,11.142857142857142,11.857142857142858,12.571428571428571,13.428571428571429,14.428571428571429,15.714285714285715,17.285714285714285,19.428571428571427,22.857142857142858,26.289285714285665,30.572857142857174,317.85714285714283,321,323.7142857142857,327.2857142857143,329.57142857142856,331.7142857142857,333.57142857142856,335.42857142857144,337,338.85714285714283,340.57142857142856,342.2857142857143,344,345.85714285714283,348,350.14285714285717,352.85714285714283,355.85714285714283,359.42857142857144,364.1571428571432,371.85714285714283,380.14285714285717,389.85714285714283
2020-05-08,Alabama,01,2,3,3.7142857142857144,4.857142857142857,5.571428571428571,6.428571428571429,7,7.7142857142857135,8.142857142857144,8.857142857142858,9.571428571428571,10.142857142857144,10.857142857142858,11.571428571428573,12.428571428571429,13.285714285714285,14.285714285714286,15.571428571428571,17.285714285714285,19.42857142857143,23.142857142857146,26.285714285714285,31,323,326.99642857142857,330.2857142857143,334.2857142857143,337.57142857142856,340.14285714285717,342.42857142857144,344.57142857142856,346.7142857142857,348.85714285714283,350.85714285714283,353.14285714285717,355.2857142857143,357.7142857142857,360,362.85714285714283,366.14285714285717,370,374.2857142857143,380,389.57142857142856,399.14285714285717,411.7157142857143
2020-05-09,Alabama,01,2,2.7142857142857144,3.571428571428571,4.571428571428571,5.428571428571429,6,6.714285714285714,7.428571428571429,8,8.571428571428571,9.285714285714286,10,10.714285714285715,11.428571428571429,12.285714285714285,13.142857142857142,14.142857142857144,15.571428571428571,17.285714285714285,19.42857142857143,23,26.857142857142858,31.57142857142857,327.99857142857144,332.42857142857144,336.14285714285717,341.2857142857143,345,348.14285714285717,351.14285714285717,353.57142857142856,356.14285714285717,358.7142857142857,361.14285714285717,363.7142857142857,366.42857142857144,369.05714285714305,372,375.42857142857144,379.14285714285717,383.8571428571429,389.57142857142856,396.7142857142857,408.2857142857143,418.85714285714283,436.0014285714286
2020-05-10,Alabama,01,1.5714285714285714,2.571428571428571,3.142857142857143,4.142857142857143,5,5.714285714285714,6.428571428571429,7.142857142857142,7.857142857142857,8.428571428571429,9.142857142857142,9.714285714285715,10.571428571428571,11.285714285714286,12.142857142857142,13,14.142857142857142,15.428571428571429,17.142857142857142,19.571428571428573,23.428571428571427,27.146428571428523,32.57142857142857,332.42857142857144,337.42857142857144,341.7142857142857,348,352.2857142857143,355.85714285714283,359.14285714285717,362.2857142857143,365.14285714285717,368,371,374,377.14285714285717,380.57142857142856,383.85714285714283,387.85714285714283,392.57142857142856,398.14285714285717,404.2857142857143,413.3000000000003,427.00714285714275,440.7142857142857,458.5728571428572
2020-05-11,Alabama,01,1.5714285714285714,2.2857142857142856,3,4,4.857142857142857,5.571428571428571,6.142857142857142,6.857142857142858,7.428571428571429,8.142857142857142,8.714285714285715,9.428571428571429,10.142857142857144,11,11.857142857142858,12.857142857142858,14,15.571428571428571,17.285714285714285,19.714285714285715,24.285714285714285,28.857142857142858,35.857142857142854,336.85714285714283,342.2857142857143,347,354,359,363.14285714285717,366.85714285714283,370.2857142857143,373.85714285714283,377.2857142857143,380.7142857142857,384.2857142857143,387.7142857142857,391.7142857142857,395.57142857142856,400.3285714285716,405.7142857142857,412,419.85714285714283,429.85714285714283,446.85714285714283,463.1428571428571,483.8600000000001
2020-05-12,Alabama,01,1.4285714285714284,2,2.7142857142857144,3.7142857142857144,4.428571428571429,5.142857142857142,5.857142857142857,6.428571428571429,7,7.714285714285714,8.285714285714286,9,9.857142857142858,10.571428571428571,11.571428571428573,12.714285714285715,13.857142857142856,15.285714285714286,17.000000000000004,19.714285714285715,24.142857142857146,28.857142857142858,35.71571428571431,340.57142857142856,346.14285714285717,351.85714285714283,359.7142857142857,365,369.7142857142857,373.8571428571429,378,382,386,390,394,398.14285714285717,402.57142857142856,407.14285714285717,412.57142857142856,418.464285714286,425.85714285714283,435,447.2857142857143,467.14285714285717,487.8642857142856,513.4357142857144
2020-05-13,Alabama,01,1.1428571428571428,1.8571428571428572,2.4285714285714284,3.428571428571429,4.142857142857143,4.857142857142858,5.571428571428571,6.285714285714286,6.857142857142858,7.571428571428571,8.285714285714285,9,9.714285714285715,10.571428571428571,11.571428571428571,12.571428571428571,13.857142857142856,15.285714285714285,17.142857142857142,19.857142857142858,25,29.571428571428573,36.142857142857146,344.14285714285717,349.85714285714283,356.2857142857143,364.8428571428571,370.85714285714283,376,381.14285714285717,385.57142857142856,390.0928571428572,394.42857142857144,399.14285714285717,403.57142857142856,408.42857142857144,413.2857142857143,418.7142857142857,424.7142857142857,431.7142857142857,439.57142857142856,450,464.85714285714283,489.14285714285717,510.57142857142856,539.4285714285714
