location,target,type,quantile,forecast_date,target_end_date,value
02,1 wk ahead inc case,point,,2021-08-16,2021-08-21,177
01,1 wk ahead inc case,point,,2021-08-16,2021-08-21,2211
05,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1227
04,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1550
06,1 wk ahead inc case,point,,2021-08-16,2021-08-21,6805
08,1 wk ahead inc case,point,,2021-08-16,2021-08-21,626
09,1 wk ahead inc case,point,,2021-08-16,2021-08-21,300
11,1 wk ahead inc case,point,,2021-08-16,2021-08-21,87
10,1 wk ahead inc case,point,,2021-08-16,2021-08-21,137
12,1 wk ahead inc case,point,,2021-08-16,2021-08-21,12133
13,1 wk ahead inc case,point,,2021-08-16,2021-08-21,3288
15,1 wk ahead inc case,point,,2021-08-16,2021-08-21,367
19,1 wk ahead inc case,point,,2021-08-16,2021-08-21,418
16,1 wk ahead inc case,point,,2021-08-16,2021-08-21,317
17,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1705
18,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1231
20,1 wk ahead inc case,point,,2021-08-16,2021-08-21,664
21,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1344
22,1 wk ahead inc case,point,,2021-08-16,2021-08-21,3263
25,1 wk ahead inc case,point,,2021-08-16,2021-08-21,644
24,1 wk ahead inc case,point,,2021-08-16,2021-08-21,478
23,1 wk ahead inc case,point,,2021-08-16,2021-08-21,97
26,1 wk ahead inc case,point,,2021-08-16,2021-08-21,800
27,1 wk ahead inc case,point,,2021-08-16,2021-08-21,567
29,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1542
28,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1820
30,1 wk ahead inc case,point,,2021-08-16,2021-08-21,158
37,1 wk ahead inc case,point,,2021-08-16,2021-08-21,2901
38,1 wk ahead inc case,point,,2021-08-16,2021-08-21,79
31,1 wk ahead inc case,point,,2021-08-16,2021-08-21,156
33,1 wk ahead inc case,point,,2021-08-16,2021-08-21,93
34,1 wk ahead inc case,point,,2021-08-16,2021-08-21,935
35,1 wk ahead inc case,point,,2021-08-16,2021-08-21,381
32,1 wk ahead inc case,point,,2021-08-16,2021-08-21,603
36,1 wk ahead inc case,point,,2021-08-16,2021-08-21,2303
39,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1391
40,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1124
41,1 wk ahead inc case,point,,2021-08-16,2021-08-21,923
42,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1176
44,1 wk ahead inc case,point,,2021-08-16,2021-08-21,141
45,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1756
46,1 wk ahead inc case,point,,2021-08-16,2021-08-21,92
47,1 wk ahead inc case,point,,2021-08-16,2021-08-21,2168
48,1 wk ahead inc case,point,,2021-08-16,2021-08-21,8075
49,1 wk ahead inc case,point,,2021-08-16,2021-08-21,471
51,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1040
50,1 wk ahead inc case,point,,2021-08-16,2021-08-21,58
53,1 wk ahead inc case,point,,2021-08-16,2021-08-21,1490
55,1 wk ahead inc case,point,,2021-08-16,2021-08-21,768
54,1 wk ahead inc case,point,,2021-08-16,2021-08-21,227
56,1 wk ahead inc case,point,,2021-08-16,2021-08-21,144
