"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","point",NA,794
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.01,777
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.025,779
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.05,779
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.1,780
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.15,781
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.2,785
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.25,787
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.3,789
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.35,791
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.4,793
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.45,794
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.5,794
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.55,795
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.6,795
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.65,795
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.7,796
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.75,796
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.8,797
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.85,797
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.9,798
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.95,800
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.975,803
"2020-06-14","1 day ahead cum death",2020-06-15,"01","AL","quantile",0.99,806
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","point",NA,817
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.01,781
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.025,785
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.05,786
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.1,787
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.15,788
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.2,797
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.25,802
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.3,806
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.35,810
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.4,814
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.45,816
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.5,817
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.55,818
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.6,818
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.65,819
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.7,820
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.75,821
"2020-06-14","2 day ahead cum death",2020-06-16,"01","AL","quantile",0.8,822
