,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
744,744,01,1 wk ahead cum death,point,,2020-05-23,2020-05-30,685.0
745,745,01,1 wk ahead cum death,quantile,0.01,2020-05-23,2020-05-30,645.0
746,746,01,1 wk ahead cum death,quantile,0.025,2020-05-23,2020-05-30,652.0
747,747,01,1 wk ahead cum death,quantile,0.05,2020-05-23,2020-05-30,658.0
748,748,01,1 wk ahead cum death,quantile,0.1,2020-05-23,2020-05-30,665.0
749,749,01,1 wk ahead cum death,quantile,0.15,2020-05-23,2020-05-30,669.0
750,750,01,1 wk ahead cum death,quantile,0.2,2020-05-23,2020-05-30,673.0
751,751,01,1 wk ahead cum death,quantile,0.25,2020-05-23,2020-05-30,675.0
752,752,01,1 wk ahead cum death,quantile,0.3,2020-05-23,2020-05-30,678.0
753,753,01,1 wk ahead cum death,quantile,0.35,2020-05-23,2020-05-30,680.0
754,754,01,1 wk ahead cum death,quantile,0.4,2020-05-23,2020-05-30,682.0
755,755,01,1 wk ahead cum death,quantile,0.45,2020-05-23,2020-05-30,683.0
756,756,01,1 wk ahead cum death,quantile,0.5,2020-05-23,2020-05-30,685.0
757,757,01,1 wk ahead cum death,quantile,0.55,2020-05-23,2020-05-30,686.0
758,758,01,1 wk ahead cum death,quantile,0.6,2020-05-23,2020-05-30,688.0
759,759,01,1 wk ahead cum death,quantile,0.65,2020-05-23,2020-05-30,689.0
760,760,01,1 wk ahead cum death,quantile,0.7,2020-05-23,2020-05-30,691.0
761,761,01,1 wk ahead cum death,quantile,0.75,2020-05-23,2020-05-30,692.0
762,762,01,1 wk ahead cum death,quantile,0.8,2020-05-23,2020-05-30,694.0
763,763,01,1 wk ahead cum death,quantile,0.85,2020-05-23,2020-05-30,696.0
764,764,01,1 wk ahead cum death,quantile,0.9,2020-05-23,2020-05-30,699.0
765,765,01,1 wk ahead cum death,quantile,0.95,2020-05-23,2020-05-30,703.0
766,766,01,1 wk ahead cum death,quantile,0.975,2020-05-23,2020-05-30,707.0
767,767,01,1 wk ahead cum death,quantile,0.99,2020-05-23,2020-05-30,712.0
768,768,01,2 wk ahead cum death,point,,2020-05-23,2020-06-06,823.0
769,769,01,2 wk ahead cum death,quantile,0.01,2020-05-23,2020-06-06,703.0
770,770,01,2 wk ahead cum death,quantile,0.025,2020-05-23,2020-06-06,717.0
771,771,01,2 wk ahead cum death,quantile,0.05,2020-05-23,2020-06-06,735.0
772,772,01,2 wk ahead cum death,quantile,0.1,2020-05-23,2020-06-06,756.0
773,773,01,2 wk ahead cum death,quantile,0.15,2020-05-23,2020-06-06,771.0
774,774,01,2 wk ahead cum death,quantile,0.2,2020-05-23,2020-06-06,782.0
775,775,01,2 wk ahead cum death,quantile,0.25,2020-05-23,2020-06-06,792.0
776,776,01,2 wk ahead cum death,quantile,0.3,2020-05-23,2020-06-06,799.0
777,777,01,2 wk ahead cum death,quantile,0.35,2020-05-23,2020-06-06,806.0
778,778,01,2 wk ahead cum death,quantile,0.4,2020-05-23,2020-06-06,812.0
779,779,01,2 wk ahead cum death,quantile,0.45,2020-05-23,2020-06-06,818.0
780,780,01,2 wk ahead cum death,quantile,0.5,2020-05-23,2020-06-06,823.0
781,781,01,2 wk ahead cum death,quantile,0.55,2020-05-23,2020-06-06,827.0
782,782,01,2 wk ahead cum death,quantile,0.6,2020-05-23,2020-06-06,831.0
783,783,01,2 wk ahead cum death,quantile,0.65,2020-05-23,2020-06-06,836.0
784,784,01,2 wk ahead cum death,quantile,0.7,2020-05-23,2020-06-06,840.0
785,785,01,2 wk ahead cum death,quantile,0.75,2020-05-23,2020-06-06,844.0
786,786,01,2 wk ahead cum death,quantile,0.8,2020-05-23,2020-06-06,849.0
787,787,01,2 wk ahead cum death,quantile,0.85,2020-05-23,2020-06-06,855.0
788,788,01,2 wk ahead cum death,quantile,0.9,2020-05-23,2020-06-06,862.0
789,789,01,2 wk ahead cum death,quantile,0.95,2020-05-23,2020-06-06,873.0
790,790,01,2 wk ahead cum death,quantile,0.975,2020-05-23,2020-06-06,886.0
791,791,01,2 wk ahead cum death,quantile,0.99,2020-05-23,2020-06-06,903.0
792,792,01,3 wk ahead cum death,point,,2020-05-23,2020-06-13,958.0
793,793,01,3 wk ahead cum death,quantile,0.01,2020-05-23,2020-06-13,732.0
794,794,01,3 wk ahead cum death,quantile,0.025,2020-05-23,2020-06-13,754.0
795,795,01,3 wk ahead cum death,quantile,0.05,2020-05-23,2020-06-13,784.0
796,796,01,3 wk ahead cum death,quantile,0.1,2020-05-23,2020-06-13,824.0
797,797,01,3 wk ahead cum death,quantile,0.15,2020-05-23,2020-06-13,852.0
798,798,01,3 wk ahead cum death,quantile,0.2,2020-05-23,2020-06-13,876.0
799,799,01,3 wk ahead cum death,quantile,0.25,2020-05-23,2020-06-13,895.0
800,800,01,3 wk ahead cum death,quantile,0.3,2020-05-23,2020-06-13,911.0
801,801,01,3 wk ahead cum death,quantile,0.35,2020-05-23,2020-06-13,924.0
802,802,01,3 wk ahead cum death,quantile,0.4,2020-05-23,2020-06-13,936.0
803,803,01,3 wk ahead cum death,quantile,0.45,2020-05-23,2020-06-13,947.0
804,804,01,3 wk ahead cum death,quantile,0.5,2020-05-23,2020-06-13,958.0
805,805,01,3 wk ahead cum death,quantile,0.55,2020-05-23,2020-06-13,968.0
806,806,01,3 wk ahead cum death,quantile,0.6,2020-05-23,2020-06-13,978.0
807,807,01,3 wk ahead cum death,quantile,0.65,2020-05-23,2020-06-13,986.0
808,808,01,3 wk ahead cum death,quantile,0.7,2020-05-23,2020-06-13,996.0
809,809,01,3 wk ahead cum death,quantile,0.75,2020-05-23,2020-06-13,1004.0
810,810,01,3 wk ahead cum death,quantile,0.8,2020-05-23,2020-06-13,1013.0
811,811,01,3 wk ahead cum death,quantile,0.85,2020-05-23,2020-06-13,1024.0
812,812,01,3 wk ahead cum death,quantile,0.9,2020-05-23,2020-06-13,1036.0
813,813,01,3 wk ahead cum death,quantile,0.95,2020-05-23,2020-06-13,1058.0
814,814,01,3 wk ahead cum death,quantile,0.975,2020-05-23,2020-06-13,1084.0
815,815,01,3 wk ahead cum death,quantile,0.99,2020-05-23,2020-06-13,1119.0
816,816,01,4 wk ahead cum death,point,,2020-05-23,2020-06-20,1087.0
817,817,01,4 wk ahead cum death,quantile,0.01,2020-05-23,2020-06-20,744.0
818,818,01,4 wk ahead cum death,quantile,0.025,2020-05-23,2020-06-20,772.0
819,819,01,4 wk ahead cum death,quantile,0.05,2020-05-23,2020-06-20,812.0
820,820,01,4 wk ahead cum death,quantile,0.1,2020-05-23,2020-06-20,870.0
821,821,01,4 wk ahead cum death,quantile,0.15,2020-05-23,2020-06-20,915.0
822,822,01,4 wk ahead cum death,quantile,0.2,2020-05-23,2020-06-20,954.0
823,823,01,4 wk ahead cum death,quantile,0.25,2020-05-23,2020-06-20,983.0
824,824,01,4 wk ahead cum death,quantile,0.3,2020-05-23,2020-06-20,1008.0
825,825,01,4 wk ahead cum death,quantile,0.35,2020-05-23,2020-06-20,1029.0
826,826,01,4 wk ahead cum death,quantile,0.4,2020-05-23,2020-06-20,1050.0
827,827,01,4 wk ahead cum death,quantile,0.45,2020-05-23,2020-06-20,1069.0
