"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.01,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.025,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.05,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.1,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.15,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.2,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.25,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.3,0,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.35,0.521653609653562,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.4,1.22532211127289,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.45,1.84639106202304,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.5,2.44034593966537,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.55,3.04681014464583,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.6,3.66242232859893,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.65,4.31864273245887,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.7,4.98802607781796,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.75,5.65215333934033,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.8,6.36844801791957,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.85,7.11027923070454,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.9,8.05758483079678,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.95,9.18727286821121,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.975,11.1447842428607,"quantile"
"1 day ahead inc hosp","02",2024-01-01,2024-01-02,0.99,13.0577271896241,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.01,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.025,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.05,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.1,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.15,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.2,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.25,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.3,0,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.35,0.33704876051985,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.4,0.933530168409341,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.45,1.65706902971815,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.5,2.04783680635798,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.55,2.68846318695361,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.6,3.28806806791389,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.65,3.94023768162299,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.7,4.55069661609992,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.75,5.15053947264072,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.8,5.78220461292174,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.85,6.54986364892457,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.9,7.90842712919768,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.95,9.92020839715709,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.975,11.4581619414281,"quantile"
"2 day ahead inc hosp","02",2024-01-01,2024-01-03,0.99,13.1623520889194,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.01,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.025,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.05,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.1,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.15,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.2,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.25,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.3,0,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.35,0.415617938786039,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.4,1.08937043981746,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.45,1.63501099380223,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.5,2.21416270894642,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.55,2.7817613287893,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.6,3.41443903354511,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.65,3.96229000466438,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.7,4.7000602276578,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.75,5.39923543671055,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.8,6.32600780479252,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.85,7.21979694053691,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.9,8.52359927000484,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.95,10.1476129973604,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.975,11.6805045910219,"quantile"
"3 day ahead inc hosp","02",2024-01-01,2024-01-04,0.99,12.84547293118,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.01,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.025,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.05,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.1,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.15,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.2,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.25,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.3,0,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.35,0.609692641885265,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.4,1.2606256117081,"quantile"
"4 day ahead inc hosp","02",2024-01-01,2024-01-05,0.45,1.67542810156861,"quantile"
