"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.01,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.025,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.05,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.1,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.15,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.2,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.25,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.3,0,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.35,0.566259196376481,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.4,1.28936368128721,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.45,1.96969357998472,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.5,2.62547973892668,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.55,3.17402549945703,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.6,3.69480599435878,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.65,4.3166923757567,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.7,4.90678756200045,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.75,5.58394557284182,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.8,6.15246336770594,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.85,7.10569104482841,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.9,8.36101655767524,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.95,10.0462590029408,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.975,11.3418498181592,"quantile"
"1 day ahead inc hosp","02",2023-06-26,2023-06-27,0.99,13.7677133742557,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.01,0,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.025,0,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.05,0,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.1,0,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.15,0,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.2,0,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.25,0,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.3,0.621396578148177,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.35,1.32790036854991,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.4,1.87468800054368,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.45,2.51341136652264,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.5,3.12400794410338,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.55,3.62222616123175,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.6,4.17531896310294,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.65,4.78012798727923,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.7,5.48611060873615,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.75,6.3271646166653,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.8,7.0504001262255,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.85,7.98757635098165,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.9,9.18574867320292,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.95,11.0146651259354,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.975,12.9152910200829,"quantile"
"2 day ahead inc hosp","02",2023-06-26,2023-06-28,0.99,14.2789148155195,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.01,0,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.025,0,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.05,0,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.1,0,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.15,0,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.2,0,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.25,0,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.3,0.283434112186854,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.35,1.00454926547804,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.4,1.5688913777487,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.45,2.06160439841384,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.5,2.59622701343764,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.55,3.17008547936767,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.6,3.80262840150292,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.65,4.48762619407404,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.7,5.20547707081694,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.75,5.97747590598347,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.8,6.67599356866712,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.85,7.60153334313741,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.9,8.74203213709086,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.95,10.9400706091706,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.975,12.8588237982119,"quantile"
"3 day ahead inc hosp","02",2023-06-26,2023-06-29,0.99,14.1647416912874,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.01,0,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.025,0,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.05,0,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.1,0,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.15,0,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.2,0,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.25,0,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.3,0.385304053537181,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.35,1.08155530401132,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.4,1.72182829514942,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.45,2.51282828953058,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.5,3.00238945219955,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.55,3.51229917562385,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.6,4.27769095212414,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.65,4.97082095876399,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.7,5.74679211842706,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.75,6.45053572606613,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.8,7.22147615011011,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.85,8.19480128531963,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.9,9.70573780900798,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.95,11.4593565988586,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.975,12.698733757123,"quantile"
"4 day ahead inc hosp","02",2023-06-26,2023-06-30,0.99,14.3313661366041,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.01,0,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.025,0,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.05,0,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.1,0,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.15,0,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.2,0,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.25,0.00146921759049412,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.3,0.557383481681946,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.35,1.14467464332469,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.4,1.68939421442793,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.45,2.34580247019268,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.5,3.01868953854193,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.55,3.72805334282153,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.6,4.21590616713065,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.65,4.78957275485423,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.7,5.42095322415818,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.75,5.95617362586902,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.8,6.76041534421051,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.85,7.74559876885955,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.9,8.95054935847524,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.95,10.478694484329,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.975,12.0853554516562,"quantile"
"5 day ahead inc hosp","02",2023-06-26,2023-07-01,0.99,13.7868310699635,"quantile"
"6 day ahead inc hosp","02",2023-06-26,2023-07-02,0.01,0,"quantile"
"6 day ahead inc hosp","02",2023-06-26,2023-07-02,0.025,0,"quantile"
"6 day ahead inc hosp","02",2023-06-26,2023-07-02,0.05,0,"quantile"
