"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.01,0,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.025,0,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.05,0,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.1,0,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.15,0.129104023798777,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.2,1.07646203260373,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.25,1.91347687979456,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.3,2.57995538683518,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.35,3.4078189920928,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.4,4.0474535120753,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.45,4.54323670965591,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.5,5.24017089218367,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.55,5.90895818902923,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.6,6.54146632270024,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.65,7.1477957224348,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.7,8.10065603817903,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.75,8.72467577735122,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.8,9.67080932070879,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.85,10.4247567904464,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.9,11.7460811536843,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.95,13.7386749482729,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.975,15.4454267893505,"quantile"
"1 day ahead inc hosp","02",2022-11-27,2022-11-28,0.99,17.7006658469427,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.01,0,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.025,0,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.05,0,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.1,0,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.15,0,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.2,0.565099292301065,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.25,1.53041124330792,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.3,2.34185720136612,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.35,3.17159170955973,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.4,3.92417530044346,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.45,4.6823638000231,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.5,5.28669486043443,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.55,5.94051454226533,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.6,6.44942286692054,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.65,7.02005187964521,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.7,7.65119769506552,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.75,8.53794985919221,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.8,9.34491052012095,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.85,10.4857772157906,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.9,11.4585550656921,"quantile"
"2 day ahead inc hosp","02",2022-11-27,2022-11-29,0.95,13.2156831263768,"quantile"
