"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.01,0,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.025,0,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.05,0,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.1,0,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.15,0.225713981372135,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.2,1.10758671970789,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.25,1.82592620909838,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.3,2.613684308485,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.35,3.0772671905387,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.4,3.66059544037757,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.45,4.17662691075795,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.5,4.76915717730471,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.55,5.39287372552514,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.6,6.08227783296327,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.65,6.63390890285096,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.7,7.20126753532174,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.75,8.073154700872,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.8,9.10547611801741,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.85,9.86064806319226,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.9,11.1368198006477,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.95,13.147742523089,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.975,14.9337677484762,"quantile"
"1 day ahead inc hosp","02",2023-09-25,2023-09-26,0.99,16.6868958961399,"quantile"
"2 day ahead inc hosp","02",2023-09-25,2023-09-27,0.01,0,"quantile"
"2 day ahead inc hosp","02",2023-09-25,2023-09-27,0.025,0,"quantile"
"2 day ahead inc hosp","02",2023-09-25,2023-09-27,0.05,0,"quantile"
"2 day ahead inc hosp","02",2023-09-25,2023-09-27,0.1,0,"quantile"
"2 day ahead inc hosp","02",2023-09-25,2023-09-27,0.15,0.300854702060596,"quantile"
