"","target","location","forecast_date","target_end_date","quantile","value","type"
"47","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.01,0,"quantile"
"48","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.025,0,"quantile"
"49","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.05,0,"quantile"
"50","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.1,0,"quantile"
"51","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.15,0,"quantile"
"52","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.2,0,"quantile"
"53","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.25,0,"quantile"
"54","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.3,0.578586499691236,"quantile"
"55","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.35,1.16722169112911,"quantile"
"56","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.4,1.77248643986362,"quantile"
"57","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.45,2.3384693512201,"quantile"
"58","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.5,2.82432346642149,"quantile"
"59","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.55,3.52945308631183,"quantile"
"60","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.6,3.99256088376829,"quantile"
"61","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.65,4.39707367671026,"quantile"
"62","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.7,4.9249497113293,"quantile"
"63","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.75,5.82552615979612,"quantile"
"64","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.8,6.57778054359112,"quantile"
"65","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.85,7.42491979384217,"quantile"
"66","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.9,8.51433142992779,"quantile"
"67","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.95,10.3326866447869,"quantile"
"68","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.975,12.7589425423741,"quantile"
"69","3 day ahead inc hosp","02",2023-10-09,2023-10-12,0.99,15.4947537045539,"quantile"
"70","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.01,0,"quantile"
"71","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.025,0,"quantile"
"72","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.05,0,"quantile"
"73","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.1,0,"quantile"
"74","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.15,0,"quantile"
"75","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.2,0,"quantile"
"76","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.25,0,"quantile"
"77","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.3,0.519160049480965,"quantile"
"78","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.35,1.1594997372251,"quantile"
"79","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.4,1.72395773720253,"quantile"
"80","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.45,2.30884064004324,"quantile"
"81","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.5,2.94324389981677,"quantile"
"82","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.55,3.58224682483944,"quantile"
"83","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.6,4.23773489232348,"quantile"
"84","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.65,4.79902580191631,"quantile"
"85","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.7,5.42563170838294,"quantile"
"86","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.75,6.13262235462295,"quantile"
"87","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.8,6.7331324621033,"quantile"
"88","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.85,7.82172667127595,"quantile"
"89","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.9,9.12968498784397,"quantile"
"90","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.95,10.6250251400765,"quantile"
"91","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.975,11.8573547312138,"quantile"
"92","4 day ahead inc hosp","02",2023-10-09,2023-10-13,0.99,13.4564248833539,"quantile"
"93","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.01,0,"quantile"
"94","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.025,0,"quantile"
"95","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.05,0,"quantile"
"96","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.1,0,"quantile"
"97","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.15,0,"quantile"
"98","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.2,0,"quantile"
"99","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.25,0,"quantile"
"100","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.3,0.536039459786185,"quantile"
"101","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.35,1.04303124286515,"quantile"
"102","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.4,1.73686063816976,"quantile"
"103","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.45,2.38568249755814,"quantile"
"104","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.5,2.94929761121175,"quantile"
"105","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.55,3.4775582316821,"quantile"
"106","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.6,4.08452507924926,"quantile"
"107","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.65,4.78034866350206,"quantile"
"108","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.7,5.50258502630517,"quantile"
"109","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.75,6.20548485786828,"quantile"
"110","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.8,7.20473143142968,"quantile"
"111","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.85,8.01304302324577,"quantile"
"112","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.9,9.1286306622317,"quantile"
"113","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.95,10.4169241723958,"quantile"
"114","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.975,12.4104292072246,"quantile"
"115","5 day ahead inc hosp","02",2023-10-09,2023-10-14,0.99,13.8570150598593,"quantile"
"116","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.01,0,"quantile"
"117","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.025,0,"quantile"
"118","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.05,0,"quantile"
"119","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.1,0,"quantile"
"120","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.15,0,"quantile"
"121","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.2,0,"quantile"
"122","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.25,0,"quantile"
"123","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.3,0.360458179938223,"quantile"
"124","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.35,0.971443448899026,"quantile"
"125","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.4,1.46973597762196,"quantile"
"126","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.45,1.99517904679293,"quantile"
"127","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.5,2.53872783728454,"quantile"
"128","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.55,2.99537127743134,"quantile"
"129","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.6,3.57278697277664,"quantile"
"130","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.65,4.11635099491166,"quantile"
"131","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.7,4.56920161738705,"quantile"
"132","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.75,5.34727854400856,"quantile"
"133","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.8,6.19555385033976,"quantile"
"134","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.85,7.18003924500116,"quantile"
"135","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.9,8.11465339950624,"quantile"
"136","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.95,9.91884905488445,"quantile"
"137","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.975,11.6407712364988,"quantile"
"138","6 day ahead inc hosp","02",2023-10-09,2023-10-15,0.99,12.8851721305425,"quantile"
"139","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.01,0,"quantile"
"140","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.025,0,"quantile"
"141","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.05,0,"quantile"
"142","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.1,0,"quantile"
"143","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.15,0,"quantile"
"144","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.2,0,"quantile"
"145","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.25,0,"quantile"
"146","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.3,0.143135133289012,"quantile"
"147","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.35,0.982198801614722,"quantile"
"148","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.4,1.52621101055723,"quantile"
"149","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.45,2.14504041699969,"quantile"
"150","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.5,2.86817051253204,"quantile"
"151","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.55,3.29916686754493,"quantile"
"152","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.6,3.83737202294763,"quantile"
"153","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.65,4.39668508944979,"quantile"
"154","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.7,5.03220182604756,"quantile"
"155","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.75,5.75919646370236,"quantile"
"156","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.8,6.49329987145182,"quantile"
"157","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.85,7.33440309680234,"quantile"
"158","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.9,8.2893176187909,"quantile"
"159","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.95,9.64119780361606,"quantile"
"160","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.975,10.952730738637,"quantile"
"161","7 day ahead inc hosp","02",2023-10-09,2023-10-16,0.99,12.5827770177018,"quantile"
"162","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.01,0,"quantile"
"163","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.025,0,"quantile"
"164","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.05,0,"quantile"
"165","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.1,0,"quantile"
"166","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.15,0,"quantile"
"167","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.2,0,"quantile"
"168","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.25,0,"quantile"
"169","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.3,0,"quantile"
"170","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.35,0.526957427202613,"quantile"
"171","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.4,1.24229885367296,"quantile"
"172","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.45,1.90299258263268,"quantile"
"173","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.5,2.5865377502393,"quantile"
"174","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.55,3.26385404186326,"quantile"
"175","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.6,3.88944684146375,"quantile"
"176","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.65,4.54022072405378,"quantile"
"177","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.7,5.3932292028889,"quantile"
"178","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.75,5.96591455910217,"quantile"
"179","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.8,6.74927352564421,"quantile"
"180","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.85,7.91945780699979,"quantile"
"181","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.9,8.91009074855435,"quantile"
"182","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.95,10.8062820810629,"quantile"
"183","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.975,12.1672803003447,"quantile"
"184","8 day ahead inc hosp","02",2023-10-09,2023-10-17,0.99,13.8901659054957,"quantile"
"185","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.01,0,"quantile"
"186","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.025,0,"quantile"
"187","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.05,0,"quantile"
"188","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.1,0,"quantile"
"189","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.15,0,"quantile"
"190","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.2,0,"quantile"
"191","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.25,0,"quantile"
"192","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.3,0,"quantile"
"193","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.35,0.799876317065725,"quantile"
"194","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.4,1.47437485170403,"quantile"
"195","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.45,2.08790145399934,"quantile"
"196","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.5,2.67932690908761,"quantile"
"197","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.55,3.26448585267772,"quantile"
"198","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.6,3.84711166324359,"quantile"
"199","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.65,4.47261915217388,"quantile"
"200","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.7,5.16139054978495,"quantile"
"201","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.75,5.92635835124715,"quantile"
"202","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.8,6.7683184290447,"quantile"
"203","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.85,7.83058246730662,"quantile"
"204","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.9,9.17159220526264,"quantile"
"205","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.95,11.1385785288053,"quantile"
"206","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.975,12.7401819046476,"quantile"
"207","9 day ahead inc hosp","02",2023-10-09,2023-10-18,0.99,13.9186593972043,"quantile"
"208","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.01,0,"quantile"
"209","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.025,0,"quantile"
"210","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.05,0,"quantile"
"211","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.1,0,"quantile"
"212","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.15,0,"quantile"
"213","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.2,0,"quantile"
"214","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.25,0,"quantile"
"215","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.3,0.0105324104515047,"quantile"
"216","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.35,0.64648692296887,"quantile"
"217","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.4,1.33225570414358,"quantile"
"218","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.45,1.97049339842799,"quantile"
"219","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.5,2.59520190982878,"quantile"
"220","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.55,3.33356683625471,"quantile"
"221","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.6,3.88957187998653,"quantile"
"222","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.65,4.56248924501461,"quantile"
"223","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.7,5.38350021343421,"quantile"
"224","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.75,6.29793649161342,"quantile"
"225","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.8,7.01058104668846,"quantile"
"226","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.85,7.9379420253523,"quantile"
"227","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.9,8.96714940748793,"quantile"
"228","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.95,11.8162298574545,"quantile"
"229","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.975,13.0379629742502,"quantile"
"230","10 day ahead inc hosp","02",2023-10-09,2023-10-19,0.99,14.6992977880524,"quantile"
"231","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.01,0,"quantile"
"232","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.025,0,"quantile"
"233","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.05,0,"quantile"
"234","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.1,0,"quantile"
"235","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.15,0,"quantile"
"236","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.2,0,"quantile"
"237","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.25,0,"quantile"
"238","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.3,0.0127625628507387,"quantile"
"239","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.35,0.860865992354392,"quantile"
"240","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.4,1.63741445760788,"quantile"
"241","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.45,2.46069456565637,"quantile"
"242","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.5,3.06361724094251,"quantile"
"243","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.55,3.67644563938544,"quantile"
"244","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.6,4.48583610721448,"quantile"
"245","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.65,5.16551121221739,"quantile"
"246","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.7,5.86675301481696,"quantile"
"247","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.75,6.61469411674415,"quantile"
"248","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.8,7.57559398868926,"quantile"
"249","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.85,8.62352702524197,"quantile"
"250","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.9,9.60562016085871,"quantile"
"251","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.95,11.5185358552001,"quantile"
"252","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.975,13.5568696131344,"quantile"
"253","11 day ahead inc hosp","02",2023-10-09,2023-10-20,0.99,16.3930784551593,"quantile"
"254","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.01,0,"quantile"
"255","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.025,0,"quantile"
"256","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.05,0,"quantile"
"257","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.1,0,"quantile"
"258","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.15,0,"quantile"
"259","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.2,0,"quantile"
"260","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.25,0,"quantile"
"261","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.3,0,"quantile"
"262","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.35,0.373966170763455,"quantile"
"263","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.4,0.991810407299815,"quantile"
"264","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.45,1.69983915935313,"quantile"
"265","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.5,2.44372936463004,"quantile"
"266","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.55,3.04122632295712,"quantile"
"267","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.6,3.69017406188688,"quantile"
"268","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.65,4.26307252680211,"quantile"
"269","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.7,5.03710164584767,"quantile"
"270","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.75,6.00047465230358,"quantile"
"271","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.8,6.97763461433746,"quantile"
"272","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.85,7.91811765913993,"quantile"
"273","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.9,9.1349000592706,"quantile"
"274","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.95,11.3419234967246,"quantile"
"275","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.975,12.7880268525916,"quantile"
"276","12 day ahead inc hosp","02",2023-10-09,2023-10-21,0.99,14.6955463515956,"quantile"
"277","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.01,0,"quantile"
"278","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.025,0,"quantile"
"279","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.05,0,"quantile"
"280","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.1,0,"quantile"
"281","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.15,0,"quantile"
"282","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.2,0,"quantile"
"283","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.25,0,"quantile"
"284","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.3,0.203341535274226,"quantile"
"285","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.35,1.09890765969856,"quantile"
"286","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.4,1.62248413718276,"quantile"
"287","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.45,2.27690900817921,"quantile"
"288","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.5,2.96156871330251,"quantile"
"289","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.55,3.4286905565349,"quantile"
"290","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.6,3.97551407339217,"quantile"
"291","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.65,4.50902896136292,"quantile"
"292","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.7,5.23509023447889,"quantile"
"293","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.75,5.8341778774293,"quantile"
"294","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.8,6.59323627223863,"quantile"
"295","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.85,7.78642696395849,"quantile"
"296","13 day ahead inc hosp","02",2023-10-09,2023-10-22,0.9,9.04163362912801,"quantile"
