"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2022-11-14,2022-11-15,0.01,1,"quantile"
"2 day ahead inc hosp","02",2022-11-14,2022-11-16,0.01,2,"quantile"
"3 day ahead inc hosp","02",2022-11-14,2022-11-17,0.01,2,"quantile"
"4 day ahead inc hosp","02",2022-11-14,2022-11-18,0.01,2,"quantile"
"5 day ahead inc hosp","02",2022-11-14,2022-11-19,0.01,2,"quantile"
"6 day ahead inc hosp","02",2022-11-14,2022-11-20,0.01,3,"quantile"
"7 day ahead inc hosp","02",2022-11-14,2022-11-21,0.01,3,"quantile"
"8 day ahead inc hosp","02",2022-11-14,2022-11-22,0.01,3,"quantile"
"9 day ahead inc hosp","02",2022-11-14,2022-11-23,0.01,4,"quantile"
"10 day ahead inc hosp","02",2022-11-14,2022-11-24,0.01,4,"quantile"
"11 day ahead inc hosp","02",2022-11-14,2022-11-25,0.01,4,"quantile"
"12 day ahead inc hosp","02",2022-11-14,2022-11-26,0.01,4,"quantile"
"13 day ahead inc hosp","02",2022-11-14,2022-11-27,0.01,5,"quantile"
"14 day ahead inc hosp","02",2022-11-14,2022-11-28,0.01,5,"quantile"
"15 day ahead inc hosp","02",2022-11-14,2022-11-29,0.01,5,"quantile"
"16 day ahead inc hosp","02",2022-11-14,2022-11-30,0.01,5,"quantile"
"17 day ahead inc hosp","02",2022-11-14,2022-12-01,0.01,5,"quantile"
"18 day ahead inc hosp","02",2022-11-14,2022-12-02,0.01,6,"quantile"
"19 day ahead inc hosp","02",2022-11-14,2022-12-03,0.01,6.99,"quantile"
"20 day ahead inc hosp","02",2022-11-14,2022-12-04,0.01,6,"quantile"
"21 day ahead inc hosp","02",2022-11-14,2022-12-05,0.01,7,"quantile"
"22 day ahead inc hosp","02",2022-11-14,2022-12-06,0.01,7,"quantile"
"23 day ahead inc hosp","02",2022-11-14,2022-12-07,0.01,7,"quantile"
"24 day ahead inc hosp","02",2022-11-14,2022-12-08,0.01,7,"quantile"
"25 day ahead inc hosp","02",2022-11-14,2022-12-09,0.01,8,"quantile"
"26 day ahead inc hosp","02",2022-11-14,2022-12-10,0.01,8,"quantile"
"27 day ahead inc hosp","02",2022-11-14,2022-12-11,0.01,9,"quantile"
"28 day ahead inc hosp","02",2022-11-14,2022-12-12,0.01,8,"quantile"
"29 day ahead inc hosp","02",2022-11-14,2022-12-13,0.01,9,"quantile"
"30 day ahead inc hosp","02",2022-11-14,2022-12-14,0.01,8,"quantile"
"1 day ahead inc hosp","02",2022-11-14,2022-11-15,0.025,2,"quantile"
"2 day ahead inc hosp","02",2022-11-14,2022-11-16,0.025,2,"quantile"
"3 day ahead inc hosp","02",2022-11-14,2022-11-17,0.025,3,"quantile"
"4 day ahead inc hosp","02",2022-11-14,2022-11-18,0.025,3,"quantile"
"5 day ahead inc hosp","02",2022-11-14,2022-11-19,0.025,3,"quantile"
"6 day ahead inc hosp","02",2022-11-14,2022-11-20,0.025,4,"quantile"
"7 day ahead inc hosp","02",2022-11-14,2022-11-21,0.025,4,"quantile"
"8 day ahead inc hosp","02",2022-11-14,2022-11-22,0.025,4,"quantile"
"9 day ahead inc hosp","02",2022-11-14,2022-11-23,0.025,5,"quantile"
"10 day ahead inc hosp","02",2022-11-14,2022-11-24,0.025,5,"quantile"
"11 day ahead inc hosp","02",2022-11-14,2022-11-25,0.025,5,"quantile"
"12 day ahead inc hosp","02",2022-11-14,2022-11-26,0.025,6,"quantile"
"13 day ahead inc hosp","02",2022-11-14,2022-11-27,0.025,6,"quantile"
"14 day ahead inc hosp","02",2022-11-14,2022-11-28,0.025,7,"quantile"
"15 day ahead inc hosp","02",2022-11-14,2022-11-29,0.025,7,"quantile"
"16 day ahead inc hosp","02",2022-11-14,2022-11-30,0.025,7,"quantile"
"17 day ahead inc hosp","02",2022-11-14,2022-12-01,0.025,8,"quantile"
"18 day ahead inc hosp","02",2022-11-14,2022-12-02,0.025,7,"quantile"
"19 day ahead inc hosp","02",2022-11-14,2022-12-03,0.025,9,"quantile"
"20 day ahead inc hosp","02",2022-11-14,2022-12-04,0.025,9,"quantile"
"21 day ahead inc hosp","02",2022-11-14,2022-12-05,0.025,9,"quantile"
"22 day ahead inc hosp","02",2022-11-14,2022-12-06,0.025,9,"quantile"
"23 day ahead inc hosp","02",2022-11-14,2022-12-07,0.025,10,"quantile"
"24 day ahead inc hosp","02",2022-11-14,2022-12-08,0.025,10,"quantile"
"25 day ahead inc hosp","02",2022-11-14,2022-12-09,0.025,10,"quantile"
"26 day ahead inc hosp","02",2022-11-14,2022-12-10,0.025,12,"quantile"
"27 day ahead inc hosp","02",2022-11-14,2022-12-11,0.025,12,"quantile"
