"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.01,0,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.025,0,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.05,0,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.1,0,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.15,0,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.2,0,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.25,0,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.3,0.138589132424085,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.35,0.802936593691704,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.4,1.36451741766541,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.45,1.90866524250745,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.5,2.45055105538999,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.55,2.99754437455751,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.6,3.48239084342683,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.65,4.06688807271509,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.7,4.6460841841057,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.75,5.43926198046418,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.8,6.14877186468763,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.85,7.0518400912525,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.9,8.12110870505238,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.95,9.68998775927743,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.975,11.5849460706321,"quantile"
"1 day ahead inc hosp","02",2024-03-25,2024-03-26,0.99,12.819425954464,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.01,0,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.025,0,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.05,0,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.1,0,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.15,0,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.2,0,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.25,0,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.3,0.347006487549076,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.35,1.05544210233763,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.4,1.50261610146153,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.45,2.02354787734401,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.5,2.5259032687159,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.55,3.14006219102756,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.6,3.62458687507096,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.65,4.10480934719981,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.7,4.73236138668099,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.75,5.55685516191664,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.8,6.2463877402567,"quantile"
"2 day ahead inc hosp","02",2024-03-25,2024-03-27,0.85,6.9814563667035,"quantile"
