"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.01,0,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.025,0,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.05,0,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.1,0,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.15,0.0686266531462744,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.2,1.01050154269144,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.25,1.64040522657554,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.3,2.26210568286611,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.35,2.84301399023644,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.4,3.62333538635826,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.45,4.1541006481467,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.5,4.65578148692595,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.55,5.29364845487805,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.6,6.04061985142306,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.65,6.57184296294578,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.7,7.34234229834755,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.75,7.91979694421136,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.8,8.68594343230946,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.85,9.57786388677805,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.9,10.8363656494566,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.95,12.9859636632635,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.975,14.7158219003107,"quantile"
"1 day ahead inc hosp","02",2024-02-05,2024-02-06,0.99,15.9588611894972,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.01,0,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.025,0,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.05,0,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.1,0,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.15,0.150908501373077,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.2,0.961633142477667,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.25,1.6332671929661,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.3,2.26629701209214,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.35,3.10477921941176,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.4,3.97911551712372,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.45,4.60037722595813,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.5,5.03893117697758,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.55,5.76420338151752,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.6,6.48719761373424,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.65,7.25388329338141,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.7,7.84834647284843,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.75,8.58260196245612,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.8,9.30163863272351,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.85,10.076067109421,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.9,10.9945316238473,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.95,12.7128357940816,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.975,14.0726396166893,"quantile"
"2 day ahead inc hosp","02",2024-02-05,2024-02-07,0.99,17.0128471046683,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.01,0,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.025,0,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.05,0,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.1,0,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.15,0,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.2,0.520212232142971,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.25,1.30394392010788,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.3,1.87369700108477,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.35,2.51723304082029,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.4,3.09890388266518,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.45,3.75555263762994,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.5,4.28846318130399,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.55,5.08552562177425,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.6,5.74755362218728,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.65,6.50778376249793,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.7,7.18165260342692,"quantile"
"3 day ahead inc hosp","02",2024-02-05,2024-02-08,0.75,7.88701844925985,"quantile"
