"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.01,0,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.025,0,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.05,0,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.1,0,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.15,0,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.2,0,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.25,0,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.3,0.584940131005884,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.35,1.32041494121856,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.4,1.8448253660321,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.45,2.43027476182286,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.5,2.97138777723369,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.55,3.5547805126978,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.6,4.07410313010677,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.65,4.56672224738898,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.7,5.28973712144977,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.75,6.10970610804291,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.8,6.80129567982355,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.85,7.81933277345932,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.9,9.1347350382436,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.95,11.2470517593118,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.975,12.3720194554391,"quantile"
"1 day ahead inc hosp","02",2023-05-22,2023-05-23,0.99,14.4404246443375,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.01,0,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.025,0,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.05,0,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.1,0,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.15,0,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.2,0,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.25,0,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.3,0.39428151319173,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.35,0.989955501684933,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.4,1.61708082257462,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.45,2.13150065832596,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.5,2.68482284941872,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.55,3.33292120707217,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.6,3.93390047895679,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.65,4.48820582042374,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.7,5.08054713875743,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.75,5.84213721465414,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.8,6.58473616592438,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.85,7.52110993130544,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.9,8.71859467431871,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.95,10.4428224650732,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.975,12.1248133940161,"quantile"
"2 day ahead inc hosp","02",2023-05-22,2023-05-24,0.99,13.8457479168466,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.01,0,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.025,0,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.05,0,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.1,0,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.15,0,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.2,0,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.25,0,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.3,0.222698018386859,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.35,0.897085576663316,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.4,1.63415062560056,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.45,2.32909420870543,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.5,2.77881275763462,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.55,3.31902559549679,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.6,3.9016040848674,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.65,4.59120471797928,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.7,5.26908924317954,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.75,6.10107555311934,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.8,6.92926620954738,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.85,7.81842643397186,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.9,9.05707266195058,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.95,11.1831496404016,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.975,12.407978715315,"quantile"
"3 day ahead inc hosp","02",2023-05-22,2023-05-25,0.99,14.8451288616854,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.01,0,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.025,0,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.05,0,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.1,0,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.15,0,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.2,0,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.25,0,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.3,0.170187638688398,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.35,0.888669337005929,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.4,1.60309554194839,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.45,2.17289127530751,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.5,2.76229059271622,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.55,3.43082288852743,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.6,4.12969662476015,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.65,4.74549799204132,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.7,5.44907783316693,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.75,6.22439706981989,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.8,7.11587986613697,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.85,8.20738339633601,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.9,9.21576264912382,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.95,11.0638195231868,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.975,12.4053237311458,"quantile"
"4 day ahead inc hosp","02",2023-05-22,2023-05-26,0.99,14.5382063788493,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.01,0,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.025,0,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.05,0,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.1,0,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.15,0,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.2,0,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.25,0,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.3,0.0781726754234887,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.35,0.648311968294117,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.4,1.2517199718188,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.45,2.04355136711433,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.5,2.5685305222972,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.55,3.11160048882002,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.6,3.84320846325949,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.65,4.46402670961601,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.7,5.05963958045337,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.75,5.69324041550651,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.8,6.61613163756742,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.85,7.68282380130734,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.9,8.91736587632312,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.95,10.681518426337,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.975,12.268847782131,"quantile"
"5 day ahead inc hosp","02",2023-05-22,2023-05-27,0.99,14.3484959177847,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.01,0,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.025,0,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.05,0,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.1,0,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.15,0,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.2,0,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.25,0,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.3,0.0581191812187659,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.35,0.842945597870625,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.4,1.72592302772051,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.45,2.38097559158561,"quantile"
"6 day ahead inc hosp","02",2023-05-22,2023-05-28,0.5,2.98651695809919,"quantile"
