"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.01,0,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.025,0,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.05,0.0351579445047357,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.1,1.61227618310796,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.15,2.85254994643406,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.2,3.85398391737367,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.25,4.4981710023619,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.3,5.39246942444927,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.35,6.09642494618816,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.4,6.79825848200663,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.45,7.50417224530606,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.5,8.02031590103935,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.55,8.72285531987717,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.6,9.44531162715109,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.65,10.1088554582599,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.7,11.0390588013163,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.75,11.742636933537,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.8,12.6575967914146,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.85,13.5765416705607,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.9,14.9555767824388,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.95,17.2526505747604,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.975,19.3018298222276,"quantile"
"1 day ahead inc hosp","02",2023-02-13,2023-02-14,0.99,22.4782912370265,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.01,0,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.025,0,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.05,0,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.1,1.47241839507694,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.15,2.79998103030148,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.2,4.00636120145832,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.25,4.9081325568434,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.3,5.54258525059018,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.35,6.22246588881411,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.4,6.92211675600838,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.45,7.49651692443428,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.5,8.14971724585905,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.55,8.81915798707371,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.6,9.51517960480683,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.65,10.2420794813242,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.7,10.9696197219991,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.75,11.8012339400147,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.8,12.601675691357,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.85,13.6381364177592,"quantile"
"2 day ahead inc hosp","02",2023-02-13,2023-02-15,0.9,15.1073204209387,"quantile"
