timezero,unit,target,value
2020-01-27,20,1_week_ahead_cum,0
2020-01-27,21,1_week_ahead_cum,0
2020-01-27,22,1_week_ahead_cum,0
2020-01-27,23,1_week_ahead_cum,0
2020-01-27,24,1_week_ahead_cum,0
2020-01-27,25,1_week_ahead_cum,0
2020-01-27,26,1_week_ahead_cum,0
2020-01-27,27,1_week_ahead_cum,0
2020-01-27,28,1_week_ahead_cum,0
2020-01-27,29,1_week_ahead_cum,0
2020-01-27,30,1_week_ahead_cum,0
2020-01-27,31,1_week_ahead_cum,0
2020-01-27,32,1_week_ahead_cum,0
2020-01-27,33,1_week_ahead_cum,0
2020-01-27,34,1_week_ahead_cum,0
2020-01-27,35,1_week_ahead_cum,0
2020-01-27,36,1_week_ahead_cum,0
2020-01-27,37,1_week_ahead_cum,0
2020-01-27,38,1_week_ahead_cum,0
2020-01-27,39,1_week_ahead_cum,0
2020-01-27,40,1_week_ahead_cum,0
2020-01-27,41,1_week_ahead_cum,0
2020-01-27,42,1_week_ahead_cum,0
2020-01-27,44,1_week_ahead_cum,0
2020-01-27,45,1_week_ahead_cum,0
2020-01-27,46,1_week_ahead_cum,0
2020-01-27,47,1_week_ahead_cum,0
2020-01-27,48,1_week_ahead_cum,0
2020-01-27,49,1_week_ahead_cum,0
2020-01-27,50,1_week_ahead_cum,0
2020-01-27,51,1_week_ahead_cum,0
2020-01-27,53,1_week_ahead_cum,0
2020-01-27,54,1_week_ahead_cum,0
2020-01-27,55,1_week_ahead_cum,0
2020-01-27,56,1_week_ahead_cum,0
2020-01-27,US,1_week_ahead_cum,0
2020-02-03,01,1_week_ahead_cum,0
2020-02-03,02,1_week_ahead_cum,0
2020-02-03,04,1_week_ahead_cum,0
2020-02-03,05,1_week_ahead_cum,0
2020-02-03,06,1_week_ahead_cum,0
2020-02-03,08,1_week_ahead_cum,0
2020-02-03,09,1_week_ahead_cum,0
2020-02-03,10,1_week_ahead_cum,0
2020-02-03,11,1_week_ahead_cum,0
2020-02-03,12,1_week_ahead_cum,0
2020-02-03,13,1_week_ahead_cum,0
2020-02-03,15,1_week_ahead_cum,0
2020-02-03,16,1_week_ahead_cum,0
2020-02-03,17,1_week_ahead_cum,0
2020-02-03,18,1_week_ahead_cum,0
2020-02-03,19,1_week_ahead_cum,0
2020-02-03,20,1_week_ahead_cum,0
2020-02-03,21,1_week_ahead_cum,0
2020-02-03,22,1_week_ahead_cum,0
2020-02-03,23,1_week_ahead_cum,0
2020-02-03,24,1_week_ahead_cum,0
2020-02-03,25,1_week_ahead_cum,0
2020-02-03,26,1_week_ahead_cum,0
2020-02-03,27,1_week_ahead_cum,0
2020-02-03,28,1_week_ahead_cum,0
2020-02-03,29,1_week_ahead_cum,0
2020-02-03,30,1_week_ahead_cum,0
2020-02-03,31,1_week_ahead_cum,0
2020-02-03,32,1_week_ahead_cum,0
2020-02-03,33,1_week_ahead_cum,0
2020-02-03,34,1_week_ahead_cum,0
2020-02-03,35,1_week_ahead_cum,0
2020-02-03,36,1_week_ahead_cum,0
2020-02-03,37,1_week_ahead_cum,0
2020-02-03,38,1_week_ahead_cum,0
2020-02-03,39,1_week_ahead_cum,0
2020-02-03,40,1_week_ahead_cum,0
2020-02-03,41,1_week_ahead_cum,0
2020-02-03,42,1_week_ahead_cum,0
2020-02-03,44,1_week_ahead_cum,0
2020-02-03,45,1_week_ahead_cum,0
2020-02-03,46,1_week_ahead_cum,0
2020-02-03,47,1_week_ahead_cum,0
2020-02-03,48,1_week_ahead_cum,0
2020-02-03,49,1_week_ahead_cum,0
2020-02-03,50,1_week_ahead_cum,0
2020-02-03,51,1_week_ahead_cum,0
2020-02-03,53,1_week_ahead_cum,0
2020-02-03,54,1_week_ahead_cum,0
2020-02-03,55,1_week_ahead_cum,0
2020-02-03,56,1_week_ahead_cum,0
2020-02-03,US,1_week_ahead_cum,0
2020-02-10,01,1_week_ahead_cum,0
2020-02-10,02,1_week_ahead_cum,0
2020-02-10,04,1_week_ahead_cum,0
2020-02-10,05,1_week_ahead_cum,0
2020-02-10,06,1_week_ahead_cum,0
2020-02-10,08,1_week_ahead_cum,0
2020-02-10,09,1_week_ahead_cum,0
2020-02-10,10,1_week_ahead_cum,0
2020-02-10,11,1_week_ahead_cum,0
2020-02-10,12,1_week_ahead_cum,0
2020-02-10,13,1_week_ahead_cum,0
2020-02-10,15,1_week_ahead_cum,0
2020-02-10,16,1_week_ahead_cum,0
2020-02-10,17,1_week_ahead_cum,0
2020-02-10,18,1_week_ahead_cum,0
2020-02-10,19,1_week_ahead_cum,0
2020-02-10,20,1_week_ahead_cum,0
2020-02-10,21,1_week_ahead_cum,0
2020-02-10,22,1_week_ahead_cum,0
2020-02-10,23,1_week_ahead_cum,0
2020-02-10,24,1_week_ahead_cum,0
2020-02-10,25,1_week_ahead_cum,0
2020-02-10,26,1_week_ahead_cum,0
2020-02-10,27,1_week_ahead_cum,0
2020-02-10,28,1_week_ahead_cum,0
2020-02-10,29,1_week_ahead_cum,0
2020-02-10,30,1_week_ahead_cum,0
2020-02-10,31,1_week_ahead_cum,0
2020-02-10,32,1_week_ahead_cum,0
2020-02-10,33,1_week_ahead_cum,0
2020-02-10,34,1_week_ahead_cum,0
2020-02-10,35,1_week_ahead_cum,0
2020-02-10,36,1_week_ahead_cum,0
2020-02-10,37,1_week_ahead_cum,0
2020-02-10,38,1_week_ahead_cum,0
2020-02-10,39,1_week_ahead_cum,0
2020-02-10,40,1_week_ahead_cum,0
2020-02-10,41,1_week_ahead_cum,0
2020-02-10,42,1_week_ahead_cum,0
2020-02-10,44,1_week_ahead_cum,0
2020-02-10,45,1_week_ahead_cum,0
2020-02-10,46,1_week_ahead_cum,0
2020-02-10,47,1_week_ahead_cum,0
2020-02-10,48,1_week_ahead_cum,0
2020-02-10,49,1_week_ahead_cum,0
2020-02-10,50,1_week_ahead_cum,0
2020-02-10,51,1_week_ahead_cum,0
2020-02-10,53,1_week_ahead_cum,0
2020-02-10,54,1_week_ahead_cum,0
2020-02-10,55,1_week_ahead_cum,0
2020-02-10,56,1_week_ahead_cum,0
2020-02-10,US,1_week_ahead_cum,0
2020-02-17,01,1_week_ahead_cum,0
2020-02-17,02,1_week_ahead_cum,0
2020-02-17,04,1_week_ahead_cum,0
2020-02-17,05,1_week_ahead_cum,0
2020-02-17,06,1_week_ahead_cum,0
2020-02-17,08,1_week_ahead_cum,0
2020-02-17,09,1_week_ahead_cum,0
2020-02-17,10,1_week_ahead_cum,0
2020-02-17,11,1_week_ahead_cum,0
2020-02-17,12,1_week_ahead_cum,0
2020-02-17,13,1_week_ahead_cum,0
2020-02-17,15,1_week_ahead_cum,0
2020-02-17,16,1_week_ahead_cum,0
2020-02-17,17,1_week_ahead_cum,0
2020-02-17,18,1_week_ahead_cum,0
2020-02-17,19,1_week_ahead_cum,0
2020-02-17,20,1_week_ahead_cum,0
2020-02-17,21,1_week_ahead_cum,0
2020-02-17,22,1_week_ahead_cum,0
2020-02-17,23,1_week_ahead_cum,0
2020-02-17,24,1_week_ahead_cum,0
2020-02-17,25,1_week_ahead_cum,0
2020-02-17,26,1_week_ahead_cum,0
2020-02-17,27,1_week_ahead_cum,0
2020-02-17,28,1_week_ahead_cum,0
2020-02-17,29,1_week_ahead_cum,0
2020-02-17,30,1_week_ahead_cum,0
2020-02-17,31,1_week_ahead_cum,0
2020-02-17,32,1_week_ahead_cum,0
2020-02-17,33,1_week_ahead_cum,0
2020-02-17,34,1_week_ahead_cum,0
2020-02-17,35,1_week_ahead_cum,0
2020-02-17,36,1_week_ahead_cum,0
2020-02-17,37,1_week_ahead_cum,0
2020-02-17,38,1_week_ahead_cum,0
2020-02-17,39,1_week_ahead_cum,0
2020-02-17,40,1_week_ahead_cum,0
2020-02-17,41,1_week_ahead_cum,0
2020-02-17,42,1_week_ahead_cum,0
2020-02-17,44,1_week_ahead_cum,0
2020-02-17,45,1_week_ahead_cum,0
2020-02-17,46,1_week_ahead_cum,0
2020-02-17,47,1_week_ahead_cum,0
2020-02-17,48,1_week_ahead_cum,0
2020-02-17,49,1_week_ahead_cum,0
2020-02-17,50,1_week_ahead_cum,0
2020-02-17,51,1_week_ahead_cum,0
2020-02-17,53,1_week_ahead_cum,1
2020-02-17,54,1_week_ahead_cum,0
2020-02-17,55,1_week_ahead_cum,0
2020-02-17,56,1_week_ahead_cum,0
2020-02-17,US,1_week_ahead_cum,1
2020-02-24,01,1_week_ahead_cum,0
2020-02-24,02,1_week_ahead_cum,0
2020-02-24,04,1_week_ahead_cum,0
2020-02-24,05,1_week_ahead_cum,0
2020-02-24,06,1_week_ahead_cum,1
2020-02-24,08,1_week_ahead_cum,0
2020-02-24,09,1_week_ahead_cum,0
2020-02-24,10,1_week_ahead_cum,0
2020-02-24,11,1_week_ahead_cum,0
2020-02-24,12,1_week_ahead_cum,0
2020-02-24,13,1_week_ahead_cum,0
2020-02-24,15,1_week_ahead_cum,0
2020-02-24,16,1_week_ahead_cum,0
2020-02-24,17,1_week_ahead_cum,0
2020-02-24,18,1_week_ahead_cum,0
2020-02-24,19,1_week_ahead_cum,0
2020-02-24,20,1_week_ahead_cum,0
2020-02-24,21,1_week_ahead_cum,0
2020-02-24,22,1_week_ahead_cum,0
2020-02-24,23,1_week_ahead_cum,0
2020-02-24,24,1_week_ahead_cum,0
2020-02-24,25,1_week_ahead_cum,0
2020-02-24,26,1_week_ahead_cum,0
2020-02-24,27,1_week_ahead_cum,0
2020-02-24,28,1_week_ahead_cum,0
2020-02-24,29,1_week_ahead_cum,0
2020-02-24,30,1_week_ahead_cum,0
2020-02-24,31,1_week_ahead_cum,0
2020-02-24,32,1_week_ahead_cum,0
2020-02-24,33,1_week_ahead_cum,0
2020-02-24,34,1_week_ahead_cum,0
2020-02-24,35,1_week_ahead_cum,0
2020-02-24,36,1_week_ahead_cum,0
2020-02-24,37,1_week_ahead_cum,0
2020-02-24,38,1_week_ahead_cum,0
2020-02-24,39,1_week_ahead_cum,0
2020-02-24,40,1_week_ahead_cum,0
2020-02-24,41,1_week_ahead_cum,0
2020-02-24,42,1_week_ahead_cum,0
2020-02-24,44,1_week_ahead_cum,0
2020-02-24,45,1_week_ahead_cum,0
2020-02-24,46,1_week_ahead_cum,0
2020-02-24,47,1_week_ahead_cum,0
2020-02-24,48,1_week_ahead_cum,0
2020-02-24,49,1_week_ahead_cum,0
2020-02-24,50,1_week_ahead_cum,0
2020-02-24,51,1_week_ahead_cum,0
2020-02-24,53,1_week_ahead_cum,16
2020-02-24,54,1_week_ahead_cum,0
2020-02-24,55,1_week_ahead_cum,0
2020-02-24,56,1_week_ahead_cum,0
2020-02-24,US,1_week_ahead_cum,17
2020-03-02,01,1_week_ahead_cum,0
2020-03-02,02,1_week_ahead_cum,0
2020-03-02,04,1_week_ahead_cum,0
2020-03-02,05,1_week_ahead_cum,0
2020-03-02,06,1_week_ahead_cum,3
2020-03-02,08,1_week_ahead_cum,0
2020-03-02,09,1_week_ahead_cum,0
2020-03-02,10,1_week_ahead_cum,0
2020-03-02,11,1_week_ahead_cum,0
2020-03-02,12,1_week_ahead_cum,2
2020-03-02,13,1_week_ahead_cum,1
2020-03-02,15,1_week_ahead_cum,0
2020-03-02,16,1_week_ahead_cum,0
2020-03-02,17,1_week_ahead_cum,0
2020-03-02,18,1_week_ahead_cum,0
2020-03-02,19,1_week_ahead_cum,0
2020-03-02,20,1_week_ahead_cum,1
2020-03-02,21,1_week_ahead_cum,0
2020-03-02,22,1_week_ahead_cum,1
2020-03-02,23,1_week_ahead_cum,0
2020-03-02,24,1_week_ahead_cum,0
2020-03-02,25,1_week_ahead_cum,0
2020-03-02,26,1_week_ahead_cum,0
2020-03-02,27,1_week_ahead_cum,0
2020-03-02,28,1_week_ahead_cum,0
2020-03-02,29,1_week_ahead_cum,0
2020-03-02,30,1_week_ahead_cum,0
2020-03-02,31,1_week_ahead_cum,0
2020-03-02,32,1_week_ahead_cum,0
2020-03-02,33,1_week_ahead_cum,0
2020-03-02,34,1_week_ahead_cum,1
2020-03-02,35,1_week_ahead_cum,0
2020-03-02,36,1_week_ahead_cum,2
2020-03-02,37,1_week_ahead_cum,0
2020-03-02,38,1_week_ahead_cum,0
2020-03-02,39,1_week_ahead_cum,0
2020-03-02,40,1_week_ahead_cum,0
2020-03-02,41,1_week_ahead_cum,0
2020-03-02,42,1_week_ahead_cum,0
2020-03-02,44,1_week_ahead_cum,0
2020-03-02,45,1_week_ahead_cum,0
2020-03-02,46,1_week_ahead_cum,1
2020-03-02,47,1_week_ahead_cum,0
2020-03-02,48,1_week_ahead_cum,0
2020-03-02,49,1_week_ahead_cum,0
2020-03-02,50,1_week_ahead_cum,0
2020-03-02,51,1_week_ahead_cum,1
2020-03-02,53,1_week_ahead_cum,39
2020-03-02,54,1_week_ahead_cum,0
2020-03-02,55,1_week_ahead_cum,0
2020-03-02,56,1_week_ahead_cum,0
2020-03-02,US,1_week_ahead_cum,52
2020-03-09,01,1_week_ahead_cum,0
2020-03-09,02,1_week_ahead_cum,0
2020-03-09,04,1_week_ahead_cum,1
2020-03-09,05,1_week_ahead_cum,0
2020-03-09,06,1_week_ahead_cum,25
2020-03-09,08,1_week_ahead_cum,6
2020-03-09,09,1_week_ahead_cum,4
2020-03-09,10,1_week_ahead_cum,0
2020-03-09,11,1_week_ahead_cum,0
2020-03-09,12,1_week_ahead_cum,13
2020-03-09,13,1_week_ahead_cum,20
2020-03-09,15,1_week_ahead_cum,0
2020-03-09,16,1_week_ahead_cum,0
2020-03-09,17,1_week_ahead_cum,6
2020-03-09,18,1_week_ahead_cum,4
2020-03-09,19,1_week_ahead_cum,0
2020-03-09,20,1_week_ahead_cum,2
2020-03-09,21,1_week_ahead_cum,3
2020-03-09,22,1_week_ahead_cum,20
2020-03-09,23,1_week_ahead_cum,0
2020-03-09,24,1_week_ahead_cum,2
2020-03-09,25,1_week_ahead_cum,1
2020-03-09,26,1_week_ahead_cum,3
2020-03-09,27,1_week_ahead_cum,1
2020-03-09,28,1_week_ahead_cum,1
2020-03-09,29,1_week_ahead_cum,3
2020-03-09,30,1_week_ahead_cum,0
2020-03-09,31,1_week_ahead_cum,0
2020-03-09,32,1_week_ahead_cum,2
2020-03-09,33,1_week_ahead_cum,0
2020-03-09,34,1_week_ahead_cum,16
2020-03-09,35,1_week_ahead_cum,0
2020-03-09,36,1_week_ahead_cum,60
2020-03-09,37,1_week_ahead_cum,0
2020-03-09,38,1_week_ahead_cum,0
2020-03-09,39,1_week_ahead_cum,3
2020-03-09,40,1_week_ahead_cum,1
2020-03-09,41,1_week_ahead_cum,4
2020-03-09,42,1_week_ahead_cum,2
2020-03-09,44,1_week_ahead_cum,0
2020-03-09,45,1_week_ahead_cum,3
2020-03-09,46,1_week_ahead_cum,1
2020-03-09,47,1_week_ahead_cum,1
2020-03-09,48,1_week_ahead_cum,5
2020-03-09,49,1_week_ahead_cum,0
2020-03-09,50,1_week_ahead_cum,2
2020-03-09,51,1_week_ahead_cum,3
2020-03-09,53,1_week_ahead_cum,94
2020-03-09,54,1_week_ahead_cum,0
2020-03-09,55,1_week_ahead_cum,4
2020-03-09,56,1_week_ahead_cum,0
2020-03-09,US,1_week_ahead_cum,318
2020-03-16,01,1_week_ahead_cum,4
2020-03-16,02,1_week_ahead_cum,2
2020-03-16,04,1_week_ahead_cum,15
2020-03-16,05,1_week_ahead_cum,5
2020-03-16,06,1_week_ahead_cum,110
2020-03-16,08,1_week_ahead_cum,31
2020-03-16,09,1_week_ahead_cum,33
2020-03-16,10,1_week_ahead_cum,5
2020-03-16,11,1_week_ahead_cum,4
2020-03-16,12,1_week_ahead_cum,54
2020-03-16,13,1_week_ahead_cum,69
2020-03-16,15,1_week_ahead_cum,0
2020-03-16,16,1_week_ahead_cum,4
2020-03-16,17,1_week_ahead_cum,47
2020-03-16,18,1_week_ahead_cum,31
2020-03-16,19,1_week_ahead_cum,3
2020-03-16,20,1_week_ahead_cum,4
2020-03-16,21,1_week_ahead_cum,9
2020-03-16,22,1_week_ahead_cum,137
2020-03-16,23,1_week_ahead_cum,1
2020-03-16,24,1_week_ahead_cum,5
2020-03-16,25,1_week_ahead_cum,44
2020-03-16,26,1_week_ahead_cum,111
2020-03-16,27,1_week_ahead_cum,5
2020-03-16,28,1_week_ahead_cum,13
2020-03-16,29,1_week_ahead_cum,10
2020-03-16,30,1_week_ahead_cum,1
2020-03-16,31,1_week_ahead_cum,2
2020-03-16,32,1_week_ahead_cum,10
2020-03-16,33,1_week_ahead_cum,2
2020-03-16,34,1_week_ahead_cum,140
2020-03-16,35,1_week_ahead_cum,1
2020-03-16,36,1_week_ahead_cum,883
2020-03-16,37,1_week_ahead_cum,5
2020-03-16,38,1_week_ahead_cum,1
2020-03-16,39,1_week_ahead_cum,25
2020-03-16,40,1_week_ahead_cum,15
2020-03-16,41,1_week_ahead_cum,13
2020-03-16,42,1_week_ahead_cum,34
2020-03-16,44,1_week_ahead_cum,2
2020-03-16,45,1_week_ahead_cum,15
2020-03-16,46,1_week_ahead_cum,1
2020-03-16,47,1_week_ahead_cum,7
2020-03-16,48,1_week_ahead_cum,30
2020-03-16,49,1_week_ahead_cum,1
2020-03-16,50,1_week_ahead_cum,12
2020-03-16,51,1_week_ahead_cum,13
2020-03-16,53,1_week_ahead_cum,188
2020-03-16,54,1_week_ahead_cum,0
2020-03-16,55,1_week_ahead_cum,17
2020-03-16,56,1_week_ahead_cum,0
2020-03-16,US,1_week_ahead_cum,2181
2020-03-23,01,1_week_ahead_cum,44
2020-03-23,02,1_week_ahead_cum,5
2020-03-23,04,1_week_ahead_cum,52
2020-03-23,05,1_week_ahead_cum,14
2020-03-23,06,1_week_ahead_cum,289
2020-03-23,08,1_week_ahead_cum,111
2020-03-23,09,1_week_ahead_cum,165
2020-03-23,10,1_week_ahead_cum,14
2020-03-23,11,1_week_ahead_cum,21
2020-03-23,12,1_week_ahead_cum,195
2020-03-23,13,1_week_ahead_cum,201
2020-03-23,15,1_week_ahead_cum,3
2020-03-23,16,1_week_ahead_cum,10
2020-03-23,17,1_week_ahead_cum,244
2020-03-23,18,1_week_ahead_cum,116
2020-03-23,19,1_week_ahead_cum,14
2020-03-23,20,1_week_ahead_cum,21
2020-03-23,21,1_week_ahead_cum,40
2020-03-23,22,1_week_ahead_cum,409
2020-03-23,23,1_week_ahead_cum,10
2020-03-23,24,1_week_ahead_cum,54
2020-03-23,25,1_week_ahead_cum,216
2020-03-23,26,1_week_ahead_cum,540
2020-03-23,27,1_week_ahead_cum,24
2020-03-23,28,1_week_ahead_cum,35
2020-03-23,29,1_week_ahead_cum,33
2020-03-23,30,1_week_ahead_cum,6
2020-03-23,31,1_week_ahead_cum,6
2020-03-23,32,1_week_ahead_cum,46
2020-03-23,33,1_week_ahead_cum,7
2020-03-23,34,1_week_ahead_cum,846
2020-03-23,35,1_week_ahead_cum,10
2020-03-23,36,1_week_ahead_cum,3544
2020-03-23,37,1_week_ahead_cum,34
2020-03-23,38,1_week_ahead_cum,3
2020-03-23,39,1_week_ahead_cum,102
2020-03-23,40,1_week_ahead_cum,42
2020-03-23,41,1_week_ahead_cum,22
2020-03-23,42,1_week_ahead_cum,136
2020-03-23,44,1_week_ahead_cum,17
2020-03-23,45,1_week_ahead_cum,40
2020-03-23,46,1_week_ahead_cum,2
2020-03-23,47,1_week_ahead_cum,50
2020-03-23,48,1_week_ahead_cum,116
2020-03-23,49,1_week_ahead_cum,8
2020-03-23,50,1_week_ahead_cum,20
2020-03-23,51,1_week_ahead_cum,52
2020-03-23,53,1_week_ahead_cum,315
2020-03-23,54,1_week_ahead_cum,2
2020-03-23,55,1_week_ahead_cum,54
2020-03-23,56,1_week_ahead_cum,0
2020-03-23,US,1_week_ahead_cum,8386
2020-03-30,01,1_week_ahead_cum,92
2020-03-30,02,1_week_ahead_cum,8
2020-03-30,04,1_week_ahead_cum,108
2020-03-30,05,1_week_ahead_cum,25
2020-03-30,06,1_week_ahead_cum,604
2020-03-30,08,1_week_ahead_cum,250
2020-03-30,09,1_week_ahead_cum,494
2020-03-30,10,1_week_ahead_cum,33
2020-03-30,11,1_week_ahead_cum,47
2020-03-30,12,1_week_ahead_cum,438
2020-03-30,13,1_week_ahead_cum,429
2020-03-30,15,1_week_ahead_cum,8
2020-03-30,16,1_week_ahead_cum,25
2020-03-30,17,1_week_ahead_cum,677
2020-03-30,18,1_week_ahead_cum,330
2020-03-30,19,1_week_ahead_cum,34
2020-03-30,20,1_week_ahead_cum,55
2020-03-30,21,1_week_ahead_cum,90
2020-03-30,22,1_week_ahead_cum,806
2020-03-30,23,1_week_ahead_cum,19
2020-03-30,24,1_week_ahead_cum,206
2020-03-30,25,1_week_ahead_cum,686
2020-03-30,26,1_week_ahead_cum,1384
2020-03-30,27,1_week_ahead_cum,64
2020-03-30,28,1_week_ahead_cum,93
2020-03-30,29,1_week_ahead_cum,116
2020-03-30,30,1_week_ahead_cum,6
2020-03-30,31,1_week_ahead_cum,17
2020-03-30,32,1_week_ahead_cum,102
2020-03-30,33,1_week_ahead_cum,22
2020-03-30,34,1_week_ahead_cum,2183
2020-03-30,35,1_week_ahead_cum,19
2020-03-30,36,1_week_ahead_cum,8627
2020-03-30,37,1_week_ahead_cum,89
2020-03-30,38,1_week_ahead_cum,7
2020-03-30,39,1_week_ahead_cum,247
2020-03-30,40,1_week_ahead_cum,94
2020-03-30,41,1_week_ahead_cum,48
2020-03-30,42,1_week_ahead_cum,503
2020-03-30,44,1_week_ahead_cum,56
2020-03-30,45,1_week_ahead_cum,80
2020-03-30,46,1_week_ahead_cum,6
2020-03-30,47,1_week_ahead_cum,106
2020-03-30,48,1_week_ahead_cum,266
2020-03-30,49,1_week_ahead_cum,18
2020-03-30,50,1_week_ahead_cum,25
2020-03-30,51,1_week_ahead_cum,130
2020-03-30,53,1_week_ahead_cum,495
2020-03-30,54,1_week_ahead_cum,5
2020-03-30,55,1_week_ahead_cum,137
2020-03-30,56,1_week_ahead_cum,0
2020-03-30,US,1_week_ahead_cum,20462
2020-01-06,01,2_week_ahead_cum,0
2020-01-06,02,2_week_ahead_cum,0
2020-01-06,04,2_week_ahead_cum,0
2020-01-06,05,2_week_ahead_cum,0
2020-01-06,06,2_week_ahead_cum,0
2020-01-06,08,2_week_ahead_cum,0
2020-01-06,09,2_week_ahead_cum,0
2020-01-06,10,2_week_ahead_cum,0
2020-01-06,11,2_week_ahead_cum,0
2020-01-06,12,2_week_ahead_cum,0
2020-01-06,13,2_week_ahead_cum,0
