,week,location_long,level_0,value,year,day,state_code,state,state_name
61,5,Florida,2/1/20,0.0,2020,7,12,FL,Florida
62,5,Georgia,2/1/20,0.0,2020,7,13,GA,Georgia
63,5,Hawaii,2/1/20,0.0,2020,7,15,HI,Hawaii
64,5,Idaho,2/1/20,0.0,2020,7,16,ID,Idaho
65,5,Illinois,2/1/20,0.0,2020,7,17,IL,Illinois
66,5,Indiana,2/1/20,0.0,2020,7,18,IN,Indiana
67,5,Iowa,2/1/20,0.0,2020,7,19,IA,Iowa
68,5,Kansas,2/1/20,0.0,2020,7,20,KS,Kansas
69,5,Kentucky,2/1/20,0.0,2020,7,21,KY,Kentucky
70,5,Louisiana,2/1/20,0.0,2020,7,22,LA,Louisiana
71,5,Maine,2/1/20,0.0,2020,7,23,ME,Maine
72,5,Maryland,2/1/20,0.0,2020,7,24,MD,Maryland
73,5,Massachusetts,2/1/20,0.0,2020,7,25,MA,Massachusetts
74,5,Michigan,2/1/20,0.0,2020,7,26,MI,Michigan
75,5,Minnesota,2/1/20,0.0,2020,7,27,MN,Minnesota
76,5,Mississippi,2/1/20,0.0,2020,7,28,MS,Mississippi
77,5,Missouri,2/1/20,0.0,2020,7,29,MO,Missouri
78,5,Montana,2/1/20,0.0,2020,7,30,MT,Montana
79,5,Nebraska,2/1/20,0.0,2020,7,31,NE,Nebraska
80,5,Nevada,2/1/20,0.0,2020,7,32,NV,Nevada
81,5,New Hampshire,2/1/20,0.0,2020,7,33,NH,New Hampshire
82,5,New Jersey,2/1/20,0.0,2020,7,34,NJ,New Jersey
83,5,New Mexico,2/1/20,0.0,2020,7,35,NM,New Mexico
84,5,New York,2/1/20,0.0,2020,7,36,NY,New York
85,5,North Carolina,2/1/20,0.0,2020,7,37,NC,North Carolina
86,5,North Dakota,2/1/20,0.0,2020,7,38,ND,North Dakota
87,5,Ohio,2/1/20,0.0,2020,7,39,OH,Ohio
88,5,Oklahoma,2/1/20,0.0,2020,7,40,OK,Oklahoma
89,5,Oregon,2/1/20,0.0,2020,7,41,OR,Oregon
90,5,Pennsylvania,2/1/20,0.0,2020,7,42,PA,Pennsylvania
91,5,Rhode Island,2/1/20,0.0,2020,7,44,RI,Rhode Island
92,5,South Carolina,2/1/20,0.0,2020,7,45,SC,South Carolina
93,5,South Dakota,2/1/20,0.0,2020,7,46,SD,South Dakota
94,5,Tennessee,2/1/20,0.0,2020,7,47,TN,Tennessee
95,5,Texas,2/1/20,0.0,2020,7,48,TX,Texas
96,5,US,2/1/20,0.0,2020,7,US,nat,
97,5,Utah,2/1/20,0.0,2020,7,49,UT,Utah
98,5,Vermont,2/1/20,0.0,2020,7,50,VT,Vermont
99,5,Virginia,2/1/20,0.0,2020,7,51,VA,Virginia
100,5,Washington,2/1/20,0.0,2020,7,53,WA,Washington
101,5,West Virginia,2/1/20,0.0,2020,7,54,WV,West Virginia
102,5,Wisconsin,2/1/20,0.0,2020,7,55,WI,Wisconsin
103,5,Wyoming,2/1/20,0.0,2020,7,56,WY,Wyoming
104,6,Alabama,2/8/20,0.0,2020,7,01,AL,Alabama
105,6,Alaska,2/8/20,0.0,2020,7,02,AK,Alaska
106,6,Arizona,2/8/20,0.0,2020,7,04,AZ,Arizona
107,6,Arkansas,2/8/20,0.0,2020,7,05,AR,Arkansas
108,6,California,2/8/20,0.0,2020,7,06,CA,California
109,6,Colorado,2/8/20,0.0,2020,7,08,CO,Colorado
110,6,Connecticut,2/8/20,0.0,2020,7,09,CT,Connecticut
111,6,Delaware,2/8/20,0.0,2020,7,10,DE,Delaware
112,6,District of Columbia,2/8/20,0.0,2020,7,11,DC,District of Columbia
113,6,Florida,2/8/20,0.0,2020,7,12,FL,Florida
114,6,Georgia,2/8/20,0.0,2020,7,13,GA,Georgia
115,6,Hawaii,2/8/20,0.0,2020,7,15,HI,Hawaii
116,6,Idaho,2/8/20,0.0,2020,7,16,ID,Idaho
117,6,Illinois,2/8/20,0.0,2020,7,17,IL,Illinois
118,6,Indiana,2/8/20,0.0,2020,7,18,IN,Indiana
119,6,Iowa,2/8/20,0.0,2020,7,19,IA,Iowa
120,6,Kansas,2/8/20,0.0,2020,7,20,KS,Kansas
121,6,Kentucky,2/8/20,0.0,2020,7,21,KY,Kentucky
122,6,Louisiana,2/8/20,0.0,2020,7,22,LA,Louisiana
123,6,Maine,2/8/20,0.0,2020,7,23,ME,Maine
124,6,Maryland,2/8/20,0.0,2020,7,24,MD,Maryland
125,6,Massachusetts,2/8/20,0.0,2020,7,25,MA,Massachusetts
126,6,Michigan,2/8/20,0.0,2020,7,26,MI,Michigan
127,6,Minnesota,2/8/20,0.0,2020,7,27,MN,Minnesota
128,6,Mississippi,2/8/20,0.0,2020,7,28,MS,Mississippi
129,6,Missouri,2/8/20,0.0,2020,7,29,MO,Missouri
130,6,Montana,2/8/20,0.0,2020,7,30,MT,Montana
131,6,Nebraska,2/8/20,0.0,2020,7,31,NE,Nebraska
132,6,Nevada,2/8/20,0.0,2020,7,32,NV,Nevada
133,6,New Hampshire,2/8/20,0.0,2020,7,33,NH,New Hampshire
134,6,New Jersey,2/8/20,0.0,2020,7,34,NJ,New Jersey
135,6,New Mexico,2/8/20,0.0,2020,7,35,NM,New Mexico
136,6,New York,2/8/20,0.0,2020,7,36,NY,New York
137,6,North Carolina,2/8/20,0.0,2020,7,37,NC,North Carolina
138,6,North Dakota,2/8/20,0.0,2020,7,38,ND,North Dakota
139,6,Ohio,2/8/20,0.0,2020,7,39,OH,Ohio
140,6,Oklahoma,2/8/20,0.0,2020,7,40,OK,Oklahoma
141,6,Oregon,2/8/20,0.0,2020,7,41,OR,Oregon
142,6,Pennsylvania,2/8/20,0.0,2020,7,42,PA,Pennsylvania
143,6,Rhode Island,2/8/20,0.0,2020,7,44,RI,Rhode Island
144,6,South Carolina,2/8/20,0.0,2020,7,45,SC,South Carolina
145,6,South Dakota,2/8/20,0.0,2020,7,46,SD,South Dakota
146,6,Tennessee,2/8/20,0.0,2020,7,47,TN,Tennessee
147,6,Texas,2/8/20,0.0,2020,7,48,TX,Texas
148,6,US,2/8/20,0.0,2020,7,US,nat,
149,6,Utah,2/8/20,0.0,2020,7,49,UT,Utah
150,6,Vermont,2/8/20,0.0,2020,7,50,VT,Vermont
151,6,Virginia,2/8/20,0.0,2020,7,51,VA,Virginia
152,6,Washington,2/8/20,0.0,2020,7,53,WA,Washington
153,6,West Virginia,2/8/20,0.0,2020,7,54,WV,West Virginia
154,6,Wisconsin,2/8/20,0.0,2020,7,55,WI,Wisconsin
155,6,Wyoming,2/8/20,0.0,2020,7,56,WY,Wyoming
156,7,Alabama,2/15/20,0.0,2020,7,01,AL,Alabama
157,7,Alaska,2/15/20,0.0,2020,7,02,AK,Alaska
158,7,Arizona,2/15/20,0.0,2020,7,04,AZ,Arizona
159,7,Arkansas,2/15/20,0.0,2020,7,05,AR,Arkansas
160,7,California,2/15/20,0.0,2020,7,06,CA,California
161,7,Colorado,2/15/20,0.0,2020,7,08,CO,Colorado
162,7,Connecticut,2/15/20,0.0,2020,7,09,CT,Connecticut
163,7,Delaware,2/15/20,0.0,2020,7,10,DE,Delaware
164,7,District of Columbia,2/15/20,0.0,2020,7,11,DC,District of Columbia
165,7,Florida,2/15/20,0.0,2020,7,12,FL,Florida
166,7,Georgia,2/15/20,0.0,2020,7,13,GA,Georgia
167,7,Hawaii,2/15/20,0.0,2020,7,15,HI,Hawaii
168,7,Idaho,2/15/20,0.0,2020,7,16,ID,Idaho
169,7,Illinois,2/15/20,0.0,2020,7,17,IL,Illinois
170,7,Indiana,2/15/20,0.0,2020,7,18,IN,Indiana
171,7,Iowa,2/15/20,0.0,2020,7,19,IA,Iowa
172,7,Kansas,2/15/20,0.0,2020,7,20,KS,Kansas
173,7,Kentucky,2/15/20,0.0,2020,7,21,KY,Kentucky
174,7,Louisiana,2/15/20,0.0,2020,7,22,LA,Louisiana
175,7,Maine,2/15/20,0.0,2020,7,23,ME,Maine
176,7,Maryland,2/15/20,0.0,2020,7,24,MD,Maryland
177,7,Massachusetts,2/15/20,0.0,2020,7,25,MA,Massachusetts
178,7,Michigan,2/15/20,0.0,2020,7,26,MI,Michigan
179,7,Minnesota,2/15/20,0.0,2020,7,27,MN,Minnesota
180,7,Mississippi,2/15/20,0.0,2020,7,28,MS,Mississippi
181,7,Missouri,2/15/20,0.0,2020,7,29,MO,Missouri
182,7,Montana,2/15/20,0.0,2020,7,30,MT,Montana
183,7,Nebraska,2/15/20,0.0,2020,7,31,NE,Nebraska
184,7,Nevada,2/15/20,0.0,2020,7,32,NV,Nevada
185,7,New Hampshire,2/15/20,0.0,2020,7,33,NH,New Hampshire
186,7,New Jersey,2/15/20,0.0,2020,7,34,NJ,New Jersey
187,7,New Mexico,2/15/20,0.0,2020,7,35,NM,New Mexico
188,7,New York,2/15/20,0.0,2020,7,36,NY,New York
189,7,North Carolina,2/15/20,0.0,2020,7,37,NC,North Carolina
190,7,North Dakota,2/15/20,0.0,2020,7,38,ND,North Dakota
191,7,Ohio,2/15/20,0.0,2020,7,39,OH,Ohio
192,7,Oklahoma,2/15/20,0.0,2020,7,40,OK,Oklahoma
193,7,Oregon,2/15/20,0.0,2020,7,41,OR,Oregon
194,7,Pennsylvania,2/15/20,0.0,2020,7,42,PA,Pennsylvania
195,7,Rhode Island,2/15/20,0.0,2020,7,44,RI,Rhode Island
196,7,South Carolina,2/15/20,0.0,2020,7,45,SC,South Carolina
197,7,South Dakota,2/15/20,0.0,2020,7,46,SD,South Dakota
198,7,Tennessee,2/15/20,0.0,2020,7,47,TN,Tennessee
199,7,Texas,2/15/20,0.0,2020,7,48,TX,Texas
200,7,US,2/15/20,0.0,2020,7,US,nat,
201,7,Utah,2/15/20,0.0,2020,7,49,UT,Utah
202,7,Vermont,2/15/20,0.0,2020,7,50,VT,Vermont
203,7,Virginia,2/15/20,0.0,2020,7,51,VA,Virginia
204,7,Washington,2/15/20,0.0,2020,7,53,WA,Washington
205,7,West Virginia,2/15/20,0.0,2020,7,54,WV,West Virginia
206,7,Wisconsin,2/15/20,0.0,2020,7,55,WI,Wisconsin
207,7,Wyoming,2/15/20,0.0,2020,7,56,WY,Wyoming
208,8,Alabama,2/22/20,0.0,2020,7,01,AL,Alabama
209,8,Alaska,2/22/20,0.0,2020,7,02,AK,Alaska
210,8,Arizona,2/22/20,0.0,2020,7,04,AZ,Arizona
211,8,Arkansas,2/22/20,0.0,2020,7,05,AR,Arkansas
212,8,California,2/22/20,0.0,2020,7,06,CA,California
213,8,Colorado,2/22/20,0.0,2020,7,08,CO,Colorado
214,8,Connecticut,2/22/20,0.0,2020,7,09,CT,Connecticut
215,8,Delaware,2/22/20,0.0,2020,7,10,DE,Delaware
216,8,District of Columbia,2/22/20,0.0,2020,7,11,DC,District of Columbia
217,8,Florida,2/22/20,0.0,2020,7,12,FL,Florida
218,8,Georgia,2/22/20,0.0,2020,7,13,GA,Georgia
219,8,Hawaii,2/22/20,0.0,2020,7,15,HI,Hawaii
220,8,Idaho,2/22/20,0.0,2020,7,16,ID,Idaho
221,8,Illinois,2/22/20,0.0,2020,7,17,IL,Illinois
222,8,Indiana,2/22/20,0.0,2020,7,18,IN,Indiana
223,8,Iowa,2/22/20,0.0,2020,7,19,IA,Iowa
224,8,Kansas,2/22/20,0.0,2020,7,20,KS,Kansas
225,8,Kentucky,2/22/20,0.0,2020,7,21,KY,Kentucky
226,8,Louisiana,2/22/20,0.0,2020,7,22,LA,Louisiana
227,8,Maine,2/22/20,0.0,2020,7,23,ME,Maine
228,8,Maryland,2/22/20,0.0,2020,7,24,MD,Maryland
229,8,Massachusetts,2/22/20,0.0,2020,7,25,MA,Massachusetts
230,8,Michigan,2/22/20,0.0,2020,7,26,MI,Michigan
231,8,Minnesota,2/22/20,0.0,2020,7,27,MN,Minnesota
232,8,Mississippi,2/22/20,0.0,2020,7,28,MS,Mississippi
233,8,Missouri,2/22/20,0.0,2020,7,29,MO,Missouri
234,8,Montana,2/22/20,0.0,2020,7,30,MT,Montana
235,8,Nebraska,2/22/20,0.0,2020,7,31,NE,Nebraska
236,8,Nevada,2/22/20,0.0,2020,7,32,NV,Nevada
237,8,New Hampshire,2/22/20,0.0,2020,7,33,NH,New Hampshire
238,8,New Jersey,2/22/20,0.0,2020,7,34,NJ,New Jersey
239,8,New Mexico,2/22/20,0.0,2020,7,35,NM,New Mexico
240,8,New York,2/22/20,0.0,2020,7,36,NY,New York
241,8,North Carolina,2/22/20,0.0,2020,7,37,NC,North Carolina
242,8,North Dakota,2/22/20,0.0,2020,7,38,ND,North Dakota
243,8,Ohio,2/22/20,0.0,2020,7,39,OH,Ohio
244,8,Oklahoma,2/22/20,0.0,2020,7,40,OK,Oklahoma
245,8,Oregon,2/22/20,0.0,2020,7,41,OR,Oregon
246,8,Pennsylvania,2/22/20,0.0,2020,7,42,PA,Pennsylvania
247,8,Rhode Island,2/22/20,0.0,2020,7,44,RI,Rhode Island
248,8,South Carolina,2/22/20,0.0,2020,7,45,SC,South Carolina
249,8,South Dakota,2/22/20,0.0,2020,7,46,SD,South Dakota
250,8,Tennessee,2/22/20,0.0,2020,7,47,TN,Tennessee
251,8,Texas,2/22/20,0.0,2020,7,48,TX,Texas
252,8,US,2/22/20,0.0,2020,7,US,nat,
253,8,Utah,2/22/20,0.0,2020,7,49,UT,Utah
254,8,Vermont,2/22/20,0.0,2020,7,50,VT,Vermont
255,8,Virginia,2/22/20,0.0,2020,7,51,VA,Virginia
256,8,Washington,2/22/20,0.0,2020,7,53,WA,Washington
257,8,West Virginia,2/22/20,0.0,2020,7,54,WV,West Virginia
258,8,Wisconsin,2/22/20,0.0,2020,7,55,WI,Wisconsin
259,8,Wyoming,2/22/20,0.0,2020,7,56,WY,Wyoming
260,9,Alabama,2/29/20,0.0,2020,7,01,AL,Alabama
261,9,Alaska,2/29/20,0.0,2020,7,02,AK,Alaska
262,9,Arizona,2/29/20,0.0,2020,7,04,AZ,Arizona
263,9,Arkansas,2/29/20,0.0,2020,7,05,AR,Arkansas
264,9,California,2/29/20,0.0,2020,7,06,CA,California
265,9,Colorado,2/29/20,0.0,2020,7,08,CO,Colorado
266,9,Connecticut,2/29/20,0.0,2020,7,09,CT,Connecticut
267,9,Delaware,2/29/20,0.0,2020,7,10,DE,Delaware
268,9,District of Columbia,2/29/20,0.0,2020,7,11,DC,District of Columbia
269,9,Florida,2/29/20,0.0,2020,7,12,FL,Florida
270,9,Georgia,2/29/20,0.0,2020,7,13,GA,Georgia
271,9,Hawaii,2/29/20,0.0,2020,7,15,HI,Hawaii
272,9,Idaho,2/29/20,0.0,2020,7,16,ID,Idaho
273,9,Illinois,2/29/20,0.0,2020,7,17,IL,Illinois
274,9,Indiana,2/29/20,0.0,2020,7,18,IN,Indiana
275,9,Iowa,2/29/20,0.0,2020,7,19,IA,Iowa
276,9,Kansas,2/29/20,0.0,2020,7,20,KS,Kansas
277,9,Kentucky,2/29/20,0.0,2020,7,21,KY,Kentucky
278,9,Louisiana,2/29/20,0.0,2020,7,22,LA,Louisiana
279,9,Maine,2/29/20,0.0,2020,7,23,ME,Maine
280,9,Maryland,2/29/20,0.0,2020,7,24,MD,Maryland
281,9,Massachusetts,2/29/20,0.0,2020,7,25,MA,Massachusetts
282,9,Michigan,2/29/20,0.0,2020,7,26,MI,Michigan
283,9,Minnesota,2/29/20,0.0,2020,7,27,MN,Minnesota
284,9,Mississippi,2/29/20,0.0,2020,7,28,MS,Mississippi
285,9,Missouri,2/29/20,0.0,2020,7,29,MO,Missouri
286,9,Montana,2/29/20,0.0,2020,7,30,MT,Montana
287,9,Nebraska,2/29/20,0.0,2020,7,31,NE,Nebraska
288,9,Nevada,2/29/20,0.0,2020,7,32,NV,Nevada
289,9,New Hampshire,2/29/20,0.0,2020,7,33,NH,New Hampshire
290,9,New Jersey,2/29/20,0.0,2020,7,34,NJ,New Jersey
291,9,New Mexico,2/29/20,0.0,2020,7,35,NM,New Mexico
292,9,New York,2/29/20,0.0,2020,7,36,NY,New York
293,9,North Carolina,2/29/20,0.0,2020,7,37,NC,North Carolina
294,9,North Dakota,2/29/20,0.0,2020,7,38,ND,North Dakota
295,9,Ohio,2/29/20,0.0,2020,7,39,OH,Ohio
296,9,Oklahoma,2/29/20,0.0,2020,7,40,OK,Oklahoma
297,9,Oregon,2/29/20,0.0,2020,7,41,OR,Oregon
298,9,Pennsylvania,2/29/20,0.0,2020,7,42,PA,Pennsylvania
299,9,Rhode Island,2/29/20,0.0,2020,7,44,RI,Rhode Island
300,9,South Carolina,2/29/20,0.0,2020,7,45,SC,South Carolina
301,9,South Dakota,2/29/20,0.0,2020,7,46,SD,South Dakota
302,9,Tennessee,2/29/20,0.0,2020,7,47,TN,Tennessee
303,9,Texas,2/29/20,0.0,2020,7,48,TX,Texas
304,9,US,2/29/20,1.0,2020,7,US,nat,
305,9,Utah,2/29/20,0.0,2020,7,49,UT,Utah
306,9,Vermont,2/29/20,0.0,2020,7,50,VT,Vermont
307,9,Virginia,2/29/20,0.0,2020,7,51,VA,Virginia
308,9,Washington,2/29/20,1.0,2020,7,53,WA,Washington
309,9,West Virginia,2/29/20,0.0,2020,7,54,WV,West Virginia
310,9,Wisconsin,2/29/20,0.0,2020,7,55,WI,Wisconsin
311,9,Wyoming,2/29/20,0.0,2020,7,56,WY,Wyoming
312,10,Alabama,3/7/20,0.0,2020,7,01,AL,Alabama
313,10,Alaska,3/7/20,0.0,2020,7,02,AK,Alaska
314,10,Arizona,3/7/20,0.0,2020,7,04,AZ,Arizona
315,10,Arkansas,3/7/20,0.0,2020,7,05,AR,Arkansas
316,10,California,3/7/20,1.0,2020,7,06,CA,California
317,10,Colorado,3/7/20,0.0,2020,7,08,CO,Colorado
318,10,Connecticut,3/7/20,0.0,2020,7,09,CT,Connecticut
319,10,Delaware,3/7/20,0.0,2020,7,10,DE,Delaware
320,10,District of Columbia,3/7/20,0.0,2020,7,11,DC,District of Columbia
321,10,Florida,3/7/20,0.0,2020,7,12,FL,Florida
322,10,Georgia,3/7/20,0.0,2020,7,13,GA,Georgia
323,10,Hawaii,3/7/20,0.0,2020,7,15,HI,Hawaii
324,10,Idaho,3/7/20,0.0,2020,7,16,ID,Idaho
325,10,Illinois,3/7/20,0.0,2020,7,17,IL,Illinois
326,10,Indiana,3/7/20,0.0,2020,7,18,IN,Indiana
327,10,Iowa,3/7/20,0.0,2020,7,19,IA,Iowa
328,10,Kansas,3/7/20,0.0,2020,7,20,KS,Kansas
329,10,Kentucky,3/7/20,0.0,2020,7,21,KY,Kentucky
330,10,Louisiana,3/7/20,0.0,2020,7,22,LA,Louisiana
331,10,Maine,3/7/20,0.0,2020,7,23,ME,Maine
332,10,Maryland,3/7/20,0.0,2020,7,24,MD,Maryland
333,10,Massachusetts,3/7/20,0.0,2020,7,25,MA,Massachusetts
334,10,Michigan,3/7/20,0.0,2020,7,26,MI,Michigan
335,10,Minnesota,3/7/20,0.0,2020,7,27,MN,Minnesota
336,10,Mississippi,3/7/20,0.0,2020,7,28,MS,Mississippi
337,10,Missouri,3/7/20,0.0,2020,7,29,MO,Missouri
338,10,Montana,3/7/20,0.0,2020,7,30,MT,Montana
339,10,Nebraska,3/7/20,0.0,2020,7,31,NE,Nebraska
340,10,Nevada,3/7/20,0.0,2020,7,32,NV,Nevada
341,10,New Hampshire,3/7/20,0.0,2020,7,33,NH,New Hampshire
342,10,New Jersey,3/7/20,0.0,2020,7,34,NJ,New Jersey
343,10,New Mexico,3/7/20,0.0,2020,7,35,NM,New Mexico
344,10,New York,3/7/20,0.0,2020,7,36,NY,New York
345,10,North Carolina,3/7/20,0.0,2020,7,37,NC,North Carolina
346,10,North Dakota,3/7/20,0.0,2020,7,38,ND,North Dakota
347,10,Ohio,3/7/20,0.0,2020,7,39,OH,Ohio
348,10,Oklahoma,3/7/20,0.0,2020,7,40,OK,Oklahoma
349,10,Oregon,3/7/20,0.0,2020,7,41,OR,Oregon
350,10,Pennsylvania,3/7/20,0.0,2020,7,42,PA,Pennsylvania
351,10,Rhode Island,3/7/20,0.0,2020,7,44,RI,Rhode Island
352,10,South Carolina,3/7/20,0.0,2020,7,45,SC,South Carolina
353,10,South Dakota,3/7/20,0.0,2020,7,46,SD,South Dakota
354,10,Tennessee,3/7/20,0.0,2020,7,47,TN,Tennessee
355,10,Texas,3/7/20,0.0,2020,7,48,TX,Texas
356,10,US,3/7/20,16.0,2020,7,US,nat,
357,10,Utah,3/7/20,0.0,2020,7,49,UT,Utah
358,10,Vermont,3/7/20,0.0,2020,7,50,VT,Vermont
359,10,Virginia,3/7/20,0.0,2020,7,51,VA,Virginia
360,10,Washington,3/7/20,15.0,2020,7,53,WA,Washington
361,10,West Virginia,3/7/20,0.0,2020,7,54,WV,West Virginia
362,10,Wisconsin,3/7/20,0.0,2020,7,55,WI,Wisconsin
363,10,Wyoming,3/7/20,0.0,2020,7,56,WY,Wyoming
364,11,Alabama,3/14/20,0.0,2020,7,01,AL,Alabama
365,11,Alaska,3/14/20,0.0,2020,7,02,AK,Alaska
366,11,Arizona,3/14/20,0.0,2020,7,04,AZ,Arizona
367,11,Arkansas,3/14/20,0.0,2020,7,05,AR,Arkansas
368,11,California,3/14/20,2.0,2020,7,06,CA,California
369,11,Colorado,3/14/20,0.0,2020,7,08,CO,Colorado
370,11,Connecticut,3/14/20,0.0,2020,7,09,CT,Connecticut
371,11,Delaware,3/14/20,0.0,2020,7,10,DE,Delaware
372,11,District of Columbia,3/14/20,0.0,2020,7,11,DC,District of Columbia
373,11,Florida,3/14/20,2.0,2020,7,12,FL,Florida
374,11,Georgia,3/14/20,1.0,2020,7,13,GA,Georgia
375,11,Hawaii,3/14/20,0.0,2020,7,15,HI,Hawaii
376,11,Idaho,3/14/20,0.0,2020,7,16,ID,Idaho
377,11,Illinois,3/14/20,0.0,2020,7,17,IL,Illinois
378,11,Indiana,3/14/20,0.0,2020,7,18,IN,Indiana
379,11,Iowa,3/14/20,0.0,2020,7,19,IA,Iowa
380,11,Kansas,3/14/20,1.0,2020,7,20,KS,Kansas
381,11,Kentucky,3/14/20,0.0,2020,7,21,KY,Kentucky
382,11,Louisiana,3/14/20,1.0,2020,7,22,LA,Louisiana
383,11,Maine,3/14/20,0.0,2020,7,23,ME,Maine
384,11,Maryland,3/14/20,0.0,2020,7,24,MD,Maryland
385,11,Massachusetts,3/14/20,0.0,2020,7,25,MA,Massachusetts
386,11,Michigan,3/14/20,0.0,2020,7,26,MI,Michigan
387,11,Minnesota,3/14/20,0.0,2020,7,27,MN,Minnesota
388,11,Mississippi,3/14/20,0.0,2020,7,28,MS,Mississippi
389,11,Missouri,3/14/20,0.0,2020,7,29,MO,Missouri
390,11,Montana,3/14/20,0.0,2020,7,30,MT,Montana
391,11,Nebraska,3/14/20,0.0,2020,7,31,NE,Nebraska
392,11,Nevada,3/14/20,0.0,2020,7,32,NV,Nevada
393,11,New Hampshire,3/14/20,0.0,2020,7,33,NH,New Hampshire
394,11,New Jersey,3/14/20,1.0,2020,7,34,NJ,New Jersey
395,11,New Mexico,3/14/20,0.0,2020,7,35,NM,New Mexico
396,11,New York,3/14/20,6.0,2020,7,36,NY,New York
397,11,North Carolina,3/14/20,0.0,2020,7,37,NC,North Carolina
398,11,North Dakota,3/14/20,0.0,2020,7,38,ND,North Dakota
399,11,Ohio,3/14/20,0.0,2020,7,39,OH,Ohio
400,11,Oklahoma,3/14/20,0.0,2020,7,40,OK,Oklahoma
