,level_0,location_long,value,year,week,day,state,state_code,state_name
3037,3/13/20,Mississippi,0.0,2020,11,6,MS,28,Mississippi
3038,3/13/20,Missouri,0.0,2020,11,6,MO,29,Missouri
3039,3/13/20,Montana,0.0,2020,11,6,MT,30,Montana
3040,3/13/20,Nebraska,0.0,2020,11,6,NE,31,Nebraska
3041,3/13/20,Nevada,0.0,2020,11,6,NV,32,Nevada
3042,3/13/20,New Hampshire,0.0,2020,11,6,NH,33,New Hampshire
3043,3/13/20,New Jersey,0.0,2020,11,6,NJ,34,New Jersey
3044,3/13/20,New Mexico,0.0,2020,11,6,NM,35,New Mexico
3045,3/13/20,New York,1.0,2020,11,6,NY,36,New York
3046,3/13/20,North Carolina,0.0,2020,11,6,NC,37,North Carolina
3047,3/13/20,North Dakota,0.0,2020,11,6,ND,38,North Dakota
3049,3/13/20,Ohio,0.0,2020,11,6,OH,39,Ohio
3050,3/13/20,Oklahoma,0.0,2020,11,6,OK,40,Oklahoma
3051,3/13/20,Oregon,0.0,2020,11,6,OR,41,Oregon
3052,3/13/20,Pennsylvania,0.0,2020,11,6,PA,42,Pennsylvania
3054,3/13/20,Rhode Island,0.0,2020,11,6,RI,44,Rhode Island
3055,3/13/20,South Carolina,0.0,2020,11,6,SC,45,South Carolina
3056,3/13/20,South Dakota,0.0,2020,11,6,SD,46,South Dakota
3057,3/13/20,Tennessee,0.0,2020,11,6,TN,47,Tennessee
3058,3/13/20,Texas,0.0,2020,11,6,TX,48,Texas
3059,3/13/20,Utah,0.0,2020,11,6,UT,49,Utah
3060,3/13/20,Vermont,0.0,2020,11,6,VT,50,Vermont
3062,3/13/20,Virginia,0.0,2020,11,6,VA,51,Virginia
3063,3/13/20,Washington,6.0,2020,11,6,WA,53,Washington
3064,3/13/20,West Virginia,0.0,2020,11,6,WV,54,West Virginia
3065,3/13/20,Wisconsin,0.0,2020,11,6,WI,55,Wisconsin
3066,3/13/20,Wyoming,0.0,2020,11,6,WY,56,Wyoming
3067,3/13/20,US,9.0,2020,11,6,nat,US,
3068,3/14/20,Alabama,0.0,2020,11,7,AL,01,Alabama
3069,3/14/20,Alaska,0.0,2020,11,7,AK,02,Alaska
3071,3/14/20,Arizona,0.0,2020,11,7,AZ,04,Arizona
3072,3/14/20,Arkansas,0.0,2020,11,7,AR,05,Arkansas
3073,3/14/20,California,-1.0,2020,11,7,CA,06,California
3074,3/14/20,Colorado,-1.0,2020,11,7,CO,08,Colorado
3075,3/14/20,Connecticut,0.0,2020,11,7,CT,09,Connecticut
3076,3/14/20,Delaware,0.0,2020,11,7,DE,10,Delaware
3078,3/14/20,District of Columbia,0.0,2020,11,7,DC,11,District of Columbia
3079,3/14/20,Florida,0.0,2020,11,7,FL,12,Florida
3080,3/14/20,Georgia,0.0,2020,11,7,GA,13,Georgia
3083,3/14/20,Hawaii,0.0,2020,11,7,HI,15,Hawaii
3084,3/14/20,Idaho,0.0,2020,11,7,ID,16,Idaho
3085,3/14/20,Illinois,0.0,2020,11,7,IL,17,Illinois
3086,3/14/20,Indiana,0.0,2020,11,7,IN,18,Indiana
3087,3/14/20,Iowa,0.0,2020,11,7,IA,19,Iowa
3088,3/14/20,Kansas,0.0,2020,11,7,KS,20,Kansas
3089,3/14/20,Kentucky,0.0,2020,11,7,KY,21,Kentucky
3090,3/14/20,Louisiana,1.0,2020,11,7,LA,22,Louisiana
3091,3/14/20,Maine,0.0,2020,11,7,ME,23,Maine
3092,3/14/20,Maryland,0.0,2020,11,7,MD,24,Maryland
3093,3/14/20,Massachusetts,0.0,2020,11,7,MA,25,Massachusetts
3094,3/14/20,Michigan,0.0,2020,11,7,MI,26,Michigan
3095,3/14/20,Minnesota,0.0,2020,11,7,MN,27,Minnesota
3096,3/14/20,Mississippi,0.0,2020,11,7,MS,28,Mississippi
3097,3/14/20,Missouri,0.0,2020,11,7,MO,29,Missouri
3098,3/14/20,Montana,0.0,2020,11,7,MT,30,Montana
3099,3/14/20,Nebraska,0.0,2020,11,7,NE,31,Nebraska
3100,3/14/20,Nevada,0.0,2020,11,7,NV,32,Nevada
3101,3/14/20,New Hampshire,0.0,2020,11,7,NH,33,New Hampshire
3102,3/14/20,New Jersey,0.0,2020,11,7,NJ,34,New Jersey
3103,3/14/20,New Mexico,0.0,2020,11,7,NM,35,New Mexico
3104,3/14/20,New York,4.0,2020,11,7,NY,36,New York
3105,3/14/20,North Carolina,0.0,2020,11,7,NC,37,North Carolina
3106,3/14/20,North Dakota,0.0,2020,11,7,ND,38,North Dakota
3108,3/14/20,Ohio,0.0,2020,11,7,OH,39,Ohio
3109,3/14/20,Oklahoma,0.0,2020,11,7,OK,40,Oklahoma
3110,3/14/20,Oregon,0.0,2020,11,7,OR,41,Oregon
3111,3/14/20,Pennsylvania,0.0,2020,11,7,PA,42,Pennsylvania
3113,3/14/20,Rhode Island,0.0,2020,11,7,RI,44,Rhode Island
3114,3/14/20,South Carolina,0.0,2020,11,7,SC,45,South Carolina
3115,3/14/20,South Dakota,0.0,2020,11,7,SD,46,South Dakota
3116,3/14/20,Tennessee,0.0,2020,11,7,TN,47,Tennessee
3117,3/14/20,Texas,0.0,2020,11,7,TX,48,Texas
3118,3/14/20,Utah,0.0,2020,11,7,UT,49,Utah
3119,3/14/20,Vermont,0.0,2020,11,7,VT,50,Vermont
3121,3/14/20,Virginia,1.0,2020,11,7,VA,51,Virginia
3122,3/14/20,Washington,2.0,2020,11,7,WA,53,Washington
3123,3/14/20,West Virginia,0.0,2020,11,7,WV,54,West Virginia
3124,3/14/20,Wisconsin,0.0,2020,11,7,WI,55,Wisconsin
3125,3/14/20,Wyoming,0.0,2020,11,7,WY,56,Wyoming
3126,3/14/20,US,6.0,2020,11,7,nat,US,
3127,3/15/20,Alabama,0.0,2020,12,1,AL,01,Alabama
3128,3/15/20,Alaska,0.0,2020,12,1,AK,02,Alaska
3130,3/15/20,Arizona,0.0,2020,12,1,AZ,04,Arizona
3131,3/15/20,Arkansas,0.0,2020,12,1,AR,05,Arkansas
3132,3/15/20,California,2.0,2020,12,1,CA,06,California
3133,3/15/20,Colorado,1.0,2020,12,1,CO,08,Colorado
3134,3/15/20,Connecticut,0.0,2020,12,1,CT,09,Connecticut
3135,3/15/20,Delaware,0.0,2020,12,1,DE,10,Delaware
3137,3/15/20,District of Columbia,0.0,2020,12,1,DC,11,District of Columbia
3138,3/15/20,Florida,1.0,2020,12,1,FL,12,Florida
3139,3/15/20,Georgia,0.0,2020,12,1,GA,13,Georgia
3142,3/15/20,Hawaii,0.0,2020,12,1,HI,15,Hawaii
3143,3/15/20,Idaho,0.0,2020,12,1,ID,16,Idaho
3144,3/15/20,Illinois,0.0,2020,12,1,IL,17,Illinois
3145,3/15/20,Indiana,0.0,2020,12,1,IN,18,Indiana
3146,3/15/20,Iowa,0.0,2020,12,1,IA,19,Iowa
3147,3/15/20,Kansas,0.0,2020,12,1,KS,20,Kansas
3148,3/15/20,Kentucky,0.0,2020,12,1,KY,21,Kentucky
3149,3/15/20,Louisiana,1.0,2020,12,1,LA,22,Louisiana
3150,3/15/20,Maine,0.0,2020,12,1,ME,23,Maine
3151,3/15/20,Maryland,0.0,2020,12,1,MD,24,Maryland
3152,3/15/20,Massachusetts,0.0,2020,12,1,MA,25,Massachusetts
3153,3/15/20,Michigan,0.0,2020,12,1,MI,26,Michigan
3154,3/15/20,Minnesota,0.0,2020,12,1,MN,27,Minnesota
3155,3/15/20,Mississippi,0.0,2020,12,1,MS,28,Mississippi
3156,3/15/20,Missouri,0.0,2020,12,1,MO,29,Missouri
3157,3/15/20,Montana,0.0,2020,12,1,MT,30,Montana
3158,3/15/20,Nebraska,0.0,2020,12,1,NE,31,Nebraska
3159,3/15/20,Nevada,0.0,2020,12,1,NV,32,Nevada
3160,3/15/20,New Hampshire,0.0,2020,12,1,NH,33,New Hampshire
3161,3/15/20,New Jersey,1.0,2020,12,1,NJ,34,New Jersey
3162,3/15/20,New Mexico,0.0,2020,12,1,NM,35,New Mexico
3163,3/15/20,New York,6.0,2020,12,1,NY,36,New York
3164,3/15/20,North Carolina,0.0,2020,12,1,NC,37,North Carolina
3165,3/15/20,North Dakota,0.0,2020,12,1,ND,38,North Dakota
3167,3/15/20,Ohio,0.0,2020,12,1,OH,39,Ohio
3168,3/15/20,Oklahoma,0.0,2020,12,1,OK,40,Oklahoma
3169,3/15/20,Oregon,1.0,2020,12,1,OR,41,Oregon
3170,3/15/20,Pennsylvania,0.0,2020,12,1,PA,42,Pennsylvania
3172,3/15/20,Rhode Island,0.0,2020,12,1,RI,44,Rhode Island
3173,3/15/20,South Carolina,0.0,2020,12,1,SC,45,South Carolina
3174,3/15/20,South Dakota,0.0,2020,12,1,SD,46,South Dakota
3175,3/15/20,Tennessee,0.0,2020,12,1,TN,47,Tennessee
3176,3/15/20,Texas,0.0,2020,12,1,TX,48,Texas
3177,3/15/20,Utah,0.0,2020,12,1,UT,49,Utah
3178,3/15/20,Vermont,0.0,2020,12,1,VT,50,Vermont
3180,3/15/20,Virginia,0.0,2020,12,1,VA,51,Virginia
3181,3/15/20,Washington,1.0,2020,12,1,WA,53,Washington
3182,3/15/20,West Virginia,0.0,2020,12,1,WV,54,West Virginia
3183,3/15/20,Wisconsin,0.0,2020,12,1,WI,55,Wisconsin
3184,3/15/20,Wyoming,0.0,2020,12,1,WY,56,Wyoming
3185,3/15/20,US,14.0,2020,12,1,nat,US,
3186,3/16/20,Alabama,0.0,2020,12,2,AL,01,Alabama
3187,3/16/20,Alaska,0.0,2020,12,2,AK,02,Alaska
3189,3/16/20,Arizona,0.0,2020,12,2,AZ,04,Arizona
3190,3/16/20,Arkansas,0.0,2020,12,2,AR,05,Arkansas
3191,3/16/20,California,2.0,2020,12,2,CA,06,California
3192,3/16/20,Colorado,0.0,2020,12,2,CO,08,Colorado
3193,3/16/20,Connecticut,0.0,2020,12,2,CT,09,Connecticut
3194,3/16/20,Delaware,0.0,2020,12,2,DE,10,Delaware
3196,3/16/20,District of Columbia,0.0,2020,12,2,DC,11,District of Columbia
3197,3/16/20,Florida,0.0,2020,12,2,FL,12,Florida
3198,3/16/20,Georgia,0.0,2020,12,2,GA,13,Georgia
3201,3/16/20,Hawaii,0.0,2020,12,2,HI,15,Hawaii
3202,3/16/20,Idaho,0.0,2020,12,2,ID,16,Idaho
3203,3/16/20,Illinois,0.0,2020,12,2,IL,17,Illinois
3204,3/16/20,Indiana,1.0,2020,12,2,IN,18,Indiana
3205,3/16/20,Iowa,0.0,2020,12,2,IA,19,Iowa
3206,3/16/20,Kansas,0.0,2020,12,2,KS,20,Kansas
3207,3/16/20,Kentucky,1.0,2020,12,2,KY,21,Kentucky
3208,3/16/20,Louisiana,1.0,2020,12,2,LA,22,Louisiana
3209,3/16/20,Maine,0.0,2020,12,2,ME,23,Maine
3210,3/16/20,Maryland,0.0,2020,12,2,MD,24,Maryland
3211,3/16/20,Massachusetts,0.0,2020,12,2,MA,25,Massachusetts
3212,3/16/20,Michigan,0.0,2020,12,2,MI,26,Michigan
3213,3/16/20,Minnesota,0.0,2020,12,2,MN,27,Minnesota
3214,3/16/20,Mississippi,0.0,2020,12,2,MS,28,Mississippi
3215,3/16/20,Missouri,0.0,2020,12,2,MO,29,Missouri
3216,3/16/20,Montana,0.0,2020,12,2,MT,30,Montana
3217,3/16/20,Nebraska,0.0,2020,12,2,NE,31,Nebraska
3218,3/16/20,Nevada,1.0,2020,12,2,NV,32,Nevada
3219,3/16/20,New Hampshire,0.0,2020,12,2,NH,33,New Hampshire
3220,3/16/20,New Jersey,0.0,2020,12,2,NJ,34,New Jersey
3221,3/16/20,New Mexico,0.0,2020,12,2,NM,35,New Mexico
3222,3/16/20,New York,12.0,2020,12,2,NY,36,New York
3223,3/16/20,North Carolina,0.0,2020,12,2,NC,37,North Carolina
3224,3/16/20,North Dakota,0.0,2020,12,2,ND,38,North Dakota
3226,3/16/20,Ohio,0.0,2020,12,2,OH,39,Ohio
3227,3/16/20,Oklahoma,0.0,2020,12,2,OK,40,Oklahoma
3228,3/16/20,Oregon,0.0,2020,12,2,OR,41,Oregon
3229,3/16/20,Pennsylvania,0.0,2020,12,2,PA,42,Pennsylvania
3231,3/16/20,Rhode Island,0.0,2020,12,2,RI,44,Rhode Island
3232,3/16/20,South Carolina,1.0,2020,12,2,SC,45,South Carolina
3233,3/16/20,South Dakota,0.0,2020,12,2,SD,46,South Dakota
3234,3/16/20,Tennessee,0.0,2020,12,2,TN,47,Tennessee
3235,3/16/20,Texas,0.0,2020,12,2,TX,48,Texas
3236,3/16/20,Utah,0.0,2020,12,2,UT,49,Utah
3237,3/16/20,Vermont,0.0,2020,12,2,VT,50,Vermont
3239,3/16/20,Virginia,1.0,2020,12,2,VA,51,Virginia
3240,3/16/20,Washington,8.0,2020,12,2,WA,53,Washington
3241,3/16/20,West Virginia,0.0,2020,12,2,WV,54,West Virginia
3242,3/16/20,Wisconsin,0.0,2020,12,2,WI,55,Wisconsin
3243,3/16/20,Wyoming,0.0,2020,12,2,WY,56,Wyoming
3244,3/16/20,US,28.0,2020,12,2,nat,US,
3245,3/17/20,Alabama,0.0,2020,12,3,AL,01,Alabama
3246,3/17/20,Alaska,0.0,2020,12,3,AK,02,Alaska
3248,3/17/20,Arizona,0.0,2020,12,3,AZ,04,Arizona
3249,3/17/20,Arkansas,0.0,2020,12,3,AR,05,Arkansas
3250,3/17/20,California,5.0,2020,12,3,CA,06,California
3251,3/17/20,Colorado,1.0,2020,12,3,CO,08,Colorado
3252,3/17/20,Connecticut,0.0,2020,12,3,CT,09,Connecticut
3253,3/17/20,Delaware,0.0,2020,12,3,DE,10,Delaware
3255,3/17/20,District of Columbia,0.0,2020,12,3,DC,11,District of Columbia
3256,3/17/20,Florida,2.0,2020,12,3,FL,12,Florida
3257,3/17/20,Georgia,0.0,2020,12,3,GA,13,Georgia
3260,3/17/20,Hawaii,0.0,2020,12,3,HI,15,Hawaii
3261,3/17/20,Idaho,0.0,2020,12,3,ID,16,Idaho
3262,3/17/20,Illinois,1.0,2020,12,3,IL,17,Illinois
3263,3/17/20,Indiana,1.0,2020,12,3,IN,18,Indiana
3264,3/17/20,Iowa,0.0,2020,12,3,IA,19,Iowa
3265,3/17/20,Kansas,0.0,2020,12,3,KS,20,Kansas
3266,3/17/20,Kentucky,0.0,2020,12,3,KY,21,Kentucky
3267,3/17/20,Louisiana,1.0,2020,12,3,LA,22,Louisiana
3268,3/17/20,Maine,0.0,2020,12,3,ME,23,Maine
3269,3/17/20,Maryland,0.0,2020,12,3,MD,24,Maryland
3270,3/17/20,Massachusetts,0.0,2020,12,3,MA,25,Massachusetts
3271,3/17/20,Michigan,0.0,2020,12,3,MI,26,Michigan
3272,3/17/20,Minnesota,0.0,2020,12,3,MN,27,Minnesota
3273,3/17/20,Mississippi,0.0,2020,12,3,MS,28,Mississippi
3274,3/17/20,Missouri,0.0,2020,12,3,MO,29,Missouri
3275,3/17/20,Montana,0.0,2020,12,3,MT,30,Montana
3276,3/17/20,Nebraska,0.0,2020,12,3,NE,31,Nebraska
3277,3/17/20,Nevada,0.0,2020,12,3,NV,32,Nevada
3278,3/17/20,New Hampshire,0.0,2020,12,3,NH,33,New Hampshire
3279,3/17/20,New Jersey,1.0,2020,12,3,NJ,34,New Jersey
3280,3/17/20,New Mexico,0.0,2020,12,3,NM,35,New Mexico
3281,3/17/20,New York,14.0,2020,12,3,NY,36,New York
3282,3/17/20,North Carolina,0.0,2020,12,3,NC,37,North Carolina
3283,3/17/20,North Dakota,0.0,2020,12,3,ND,38,North Dakota
3285,3/17/20,Ohio,0.0,2020,12,3,OH,39,Ohio
3286,3/17/20,Oklahoma,0.0,2020,12,3,OK,40,Oklahoma
3287,3/17/20,Oregon,0.0,2020,12,3,OR,41,Oregon
3288,3/17/20,Pennsylvania,0.0,2020,12,3,PA,42,Pennsylvania
3290,3/17/20,Rhode Island,0.0,2020,12,3,RI,44,Rhode Island
3291,3/17/20,South Carolina,0.0,2020,12,3,SC,45,South Carolina
3292,3/17/20,South Dakota,0.0,2020,12,3,SD,46,South Dakota
3293,3/17/20,Tennessee,0.0,2020,12,3,TN,47,Tennessee
3294,3/17/20,Texas,1.0,2020,12,3,TX,48,Texas
3295,3/17/20,Utah,0.0,2020,12,3,UT,49,Utah
3296,3/17/20,Vermont,0.0,2020,12,3,VT,50,Vermont
3298,3/17/20,Virginia,0.0,2020,12,3,VA,51,Virginia
3299,3/17/20,Washington,7.0,2020,12,3,WA,53,Washington
3300,3/17/20,West Virginia,0.0,2020,12,3,WV,54,West Virginia
3301,3/17/20,Wisconsin,0.0,2020,12,3,WI,55,Wisconsin
3302,3/17/20,Wyoming,0.0,2020,12,3,WY,56,Wyoming
3303,3/17/20,US,34.0,2020,12,3,nat,US,
3304,3/18/20,Alabama,0.0,2020,12,4,AL,01,Alabama
3305,3/18/20,Alaska,0.0,2020,12,4,AK,02,Alaska
3307,3/18/20,Arizona,0.0,2020,12,4,AZ,04,Arizona
3308,3/18/20,Arkansas,0.0,2020,12,4,AR,05,Arkansas
3309,3/18/20,California,4.0,2020,12,4,CA,06,California
3310,3/18/20,Colorado,0.0,2020,12,4,CO,08,Colorado
3311,3/18/20,Connecticut,1.0,2020,12,4,CT,09,Connecticut
3312,3/18/20,Delaware,0.0,2020,12,4,DE,10,Delaware
3314,3/18/20,District of Columbia,0.0,2020,12,4,DC,11,District of Columbia
3315,3/18/20,Florida,2.0,2020,12,4,FL,12,Florida
3316,3/18/20,Georgia,2.0,2020,12,4,GA,13,Georgia
3319,3/18/20,Hawaii,0.0,2020,12,4,HI,15,Hawaii
3320,3/18/20,Idaho,0.0,2020,12,4,ID,16,Idaho
3321,3/18/20,Illinois,0.0,2020,12,4,IL,17,Illinois
3322,3/18/20,Indiana,0.0,2020,12,4,IN,18,Indiana
3323,3/18/20,Iowa,0.0,2020,12,4,IA,19,Iowa
3324,3/18/20,Kansas,0.0,2020,12,4,KS,20,Kansas
3325,3/18/20,Kentucky,0.0,2020,12,4,KY,21,Kentucky
3326,3/18/20,Louisiana,2.0,2020,12,4,LA,22,Louisiana
3327,3/18/20,Maine,0.0,2020,12,4,ME,23,Maine
3328,3/18/20,Maryland,0.0,2020,12,4,MD,24,Maryland
3329,3/18/20,Massachusetts,0.0,2020,12,4,MA,25,Massachusetts
3330,3/18/20,Michigan,1.0,2020,12,4,MI,26,Michigan
3331,3/18/20,Minnesota,0.0,2020,12,4,MN,27,Minnesota
3332,3/18/20,Mississippi,0.0,2020,12,4,MS,28,Mississippi
3333,3/18/20,Missouri,1.0,2020,12,4,MO,29,Missouri
3334,3/18/20,Montana,0.0,2020,12,4,MT,30,Montana
3335,3/18/20,Nebraska,0.0,2020,12,4,NE,31,Nebraska
3336,3/18/20,Nevada,0.0,2020,12,4,NV,32,Nevada
3337,3/18/20,New Hampshire,0.0,2020,12,4,NH,33,New Hampshire
3338,3/18/20,New Jersey,2.0,2020,12,4,NJ,34,New Jersey
3339,3/18/20,New Mexico,0.0,2020,12,4,NM,35,New Mexico
3340,3/18/20,New York,25.0,2020,12,4,NY,36,New York
3341,3/18/20,North Carolina,0.0,2020,12,4,NC,37,North Carolina
3342,3/18/20,North Dakota,0.0,2020,12,4,ND,38,North Dakota
3344,3/18/20,Ohio,0.0,2020,12,4,OH,39,Ohio
3345,3/18/20,Oklahoma,0.0,2020,12,4,OK,40,Oklahoma
3346,3/18/20,Oregon,2.0,2020,12,4,OR,41,Oregon
3347,3/18/20,Pennsylvania,1.0,2020,12,4,PA,42,Pennsylvania
3349,3/18/20,Rhode Island,0.0,2020,12,4,RI,44,Rhode Island
3350,3/18/20,South Carolina,0.0,2020,12,4,SC,45,South Carolina
3351,3/18/20,South Dakota,0.0,2020,12,4,SD,46,South Dakota
3352,3/18/20,Tennessee,0.0,2020,12,4,TN,47,Tennessee
3353,3/18/20,Texas,2.0,2020,12,4,TX,48,Texas
3354,3/18/20,Utah,0.0,2020,12,4,UT,49,Utah
3355,3/18/20,Vermont,0.0,2020,12,4,VT,50,Vermont
3357,3/18/20,Virginia,0.0,2020,12,4,VA,51,Virginia
3358,3/18/20,Washington,12.0,2020,12,4,WA,53,Washington
3359,3/18/20,West Virginia,0.0,2020,12,4,WV,54,West Virginia
3360,3/18/20,Wisconsin,0.0,2020,12,4,WI,55,Wisconsin
3361,3/18/20,Wyoming,0.0,2020,12,4,WY,56,Wyoming
3362,3/18/20,US,57.0,2020,12,4,nat,US,
3363,3/19/20,Alabama,0.0,2020,12,5,AL,01,Alabama
3364,3/19/20,Alaska,0.0,2020,12,5,AK,02,Alaska
3366,3/19/20,Arizona,0.0,2020,12,5,AZ,04,Arizona
3367,3/19/20,Arkansas,0.0,2020,12,5,AR,05,Arkansas
3368,3/19/20,California,2.0,2020,12,5,CA,06,California
3369,3/19/20,Colorado,2.0,2020,12,5,CO,08,Colorado
3370,3/19/20,Connecticut,2.0,2020,12,5,CT,09,Connecticut
3371,3/19/20,Delaware,0.0,2020,12,5,DE,10,Delaware
3373,3/19/20,District of Columbia,0.0,2020,12,5,DC,11,District of Columbia
3374,3/19/20,Florida,2.0,2020,12,5,FL,12,Florida
3375,3/19/20,Georgia,7.0,2020,12,5,GA,13,Georgia
3378,3/19/20,Hawaii,0.0,2020,12,5,HI,15,Hawaii
3379,3/19/20,Idaho,0.0,2020,12,5,ID,16,Idaho
3380,3/19/20,Illinois,3.0,2020,12,5,IL,17,Illinois
3381,3/19/20,Indiana,0.0,2020,12,5,IN,18,Indiana
3382,3/19/20,Iowa,0.0,2020,12,5,IA,19,Iowa
3383,3/19/20,Kansas,0.0,2020,12,5,KS,20,Kansas
3384,3/19/20,Kentucky,1.0,2020,12,5,KY,21,Kentucky
3385,3/19/20,Louisiana,4.0,2020,12,5,LA,22,Louisiana
3386,3/19/20,Maine,0.0,2020,12,5,ME,23,Maine
3387,3/19/20,Maryland,1.0,2020,12,5,MD,24,Maryland
3388,3/19/20,Massachusetts,0.0,2020,12,5,MA,25,Massachusetts
3389,3/19/20,Michigan,0.0,2020,12,5,MI,26,Michigan
3390,3/19/20,Minnesota,0.0,2020,12,5,MN,27,Minnesota
3391,3/19/20,Mississippi,1.0,2020,12,5,MS,28,Mississippi
3392,3/19/20,Missouri,0.0,2020,12,5,MO,29,Missouri
3393,3/19/20,Montana,0.0,2020,12,5,MT,30,Montana
3394,3/19/20,Nebraska,0.0,2020,12,5,NE,31,Nebraska
3395,3/19/20,Nevada,0.0,2020,12,5,NV,32,Nevada
3396,3/19/20,New Hampshire,0.0,2020,12,5,NH,33,New Hampshire
3397,3/19/20,New Jersey,4.0,2020,12,5,NJ,34,New Jersey
3398,3/19/20,New Mexico,0.0,2020,12,5,NM,35,New Mexico
3399,3/19/20,New York,33.0,2020,12,5,NY,36,New York
3400,3/19/20,North Carolina,0.0,2020,12,5,NC,37,North Carolina
3401,3/19/20,North Dakota,0.0,2020,12,5,ND,38,North Dakota
3403,3/19/20,Ohio,0.0,2020,12,5,OH,39,Ohio
3404,3/19/20,Oklahoma,1.0,2020,12,5,OK,40,Oklahoma
3405,3/19/20,Oregon,0.0,2020,12,5,OR,41,Oregon
3406,3/19/20,Pennsylvania,0.0,2020,12,5,PA,42,Pennsylvania
3408,3/19/20,Rhode Island,0.0,2020,12,5,RI,44,Rhode Island
3409,3/19/20,South Carolina,0.0,2020,12,5,SC,45,South Carolina
3410,3/19/20,South Dakota,0.0,2020,12,5,SD,46,South Dakota
3411,3/19/20,Tennessee,0.0,2020,12,5,TN,47,Tennessee
3412,3/19/20,Texas,2.0,2020,12,5,TX,48,Texas
3413,3/19/20,Utah,0.0,2020,12,5,UT,49,Utah
3414,3/19/20,Vermont,2.0,2020,12,5,VT,50,Vermont
3416,3/19/20,Virginia,0.0,2020,12,5,VA,51,Virginia
3417,3/19/20,Washington,6.0,2020,12,5,WA,53,Washington
3418,3/19/20,West Virginia,0.0,2020,12,5,WV,54,West Virginia
3419,3/19/20,Wisconsin,4.0,2020,12,5,WI,55,Wisconsin
3420,3/19/20,Wyoming,0.0,2020,12,5,WY,56,Wyoming
3421,3/19/20,US,78.0,2020,12,5,nat,US,
3422,3/20/20,Alabama,0.0,2020,12,6,AL,01,Alabama
3423,3/20/20,Alaska,0.0,2020,12,6,AK,02,Alaska
3425,3/20/20,Arizona,0.0,2020,12,6,AZ,04,Arizona
3426,3/20/20,Arkansas,0.0,2020,12,6,AR,05,Arkansas
3427,3/20/20,California,6.0,2020,12,6,CA,06,California
3428,3/20/20,Colorado,0.0,2020,12,6,CO,08,Colorado
3429,3/20/20,Connecticut,1.0,2020,12,6,CT,09,Connecticut
3430,3/20/20,Delaware,0.0,2020,12,6,DE,10,Delaware
3432,3/20/20,District of Columbia,1.0,2020,12,6,DC,11,District of Columbia
3433,3/20/20,Florida,2.0,2020,12,6,FL,12,Florida
3434,3/20/20,Georgia,4.0,2020,12,6,GA,13,Georgia
3437,3/20/20,Hawaii,0.0,2020,12,6,HI,15,Hawaii
3438,3/20/20,Idaho,0.0,2020,12,6,ID,16,Idaho
3439,3/20/20,Illinois,1.0,2020,12,6,IL,17,Illinois
3440,3/20/20,Indiana,1.0,2020,12,6,IN,18,Indiana
3441,3/20/20,Iowa,0.0,2020,12,6,IA,19,Iowa
3442,3/20/20,Kansas,0.0,2020,12,6,KS,20,Kansas
3443,3/20/20,Kentucky,0.0,2020,12,6,KY,21,Kentucky
3444,3/20/20,Louisiana,4.0,2020,12,6,LA,22,Louisiana
3445,3/20/20,Maine,0.0,2020,12,6,ME,23,Maine
3446,3/20/20,Maryland,1.0,2020,12,6,MD,24,Maryland
3447,3/20/20,Massachusetts,1.0,2020,12,6,MA,25,Massachusetts
3448,3/20/20,Michigan,0.0,2020,12,6,MI,26,Michigan
3449,3/20/20,Minnesota,0.0,2020,12,6,MN,27,Minnesota
3450,3/20/20,Mississippi,0.0,2020,12,6,MS,28,Mississippi
3451,3/20/20,Missouri,2.0,2020,12,6,MO,29,Missouri
3452,3/20/20,Montana,0.0,2020,12,6,MT,30,Montana
3453,3/20/20,Nebraska,0.0,2020,12,6,NE,31,Nebraska
3454,3/20/20,Nevada,1.0,2020,12,6,NV,32,Nevada
3455,3/20/20,New Hampshire,0.0,2020,12,6,NH,33,New Hampshire
3456,3/20/20,New Jersey,2.0,2020,12,6,NJ,34,New Jersey
3457,3/20/20,New Mexico,0.0,2020,12,6,NM,35,New Mexico
3458,3/20/20,New York,55.0,2020,12,6,NY,36,New York
3459,3/20/20,North Carolina,0.0,2020,12,6,NC,37,North Carolina
3460,3/20/20,North Dakota,0.0,2020,12,6,ND,38,North Dakota
3462,3/20/20,Ohio,3.0,2020,12,6,OH,39,Ohio
3463,3/20/20,Oklahoma,0.0,2020,12,6,OK,40,Oklahoma
3464,3/20/20,Oregon,0.0,2020,12,6,OR,41,Oregon
3465,3/20/20,Pennsylvania,0.0,2020,12,6,PA,42,Pennsylvania
3467,3/20/20,Rhode Island,0.0,2020,12,6,RI,44,Rhode Island
3468,3/20/20,South Carolina,2.0,2020,12,6,SC,45,South Carolina
3469,3/20/20,South Dakota,0.0,2020,12,6,SD,46,South Dakota
3470,3/20/20,Tennessee,1.0,2020,12,6,TN,47,Tennessee
3471,3/20/20,Texas,-1.0,2020,12,6,TX,48,Texas
3472,3/20/20,Utah,0.0,2020,12,6,UT,49,Utah
3473,3/20/20,Vermont,0.0,2020,12,6,VT,50,Vermont
3475,3/20/20,Virginia,0.0,2020,12,6,VA,51,Virginia
3476,3/20/20,Washington,10.0,2020,12,6,WA,53,Washington
3477,3/20/20,West Virginia,0.0,2020,12,6,WV,54,West Virginia
3478,3/20/20,Wisconsin,-1.0,2020,12,6,WI,55,Wisconsin
