,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
19110,19110,1,1 wk ahead cum death,point,,2020-04-26,2020-05-02,270
19111,19111,1,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,248
19112,19112,1,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,291
19113,19113,4,1 wk ahead cum death,point,,2020-04-26,2020-05-02,403
19114,19114,4,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,364
19115,19115,4,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,453
19116,19116,5,1 wk ahead cum death,point,,2020-04-26,2020-05-02,83
19117,19117,5,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,65
19118,19118,5,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,102
19119,19119,6,1 wk ahead cum death,point,,2020-04-26,2020-05-02,2471
19120,19120,6,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,2390
19121,19121,6,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,2555
19122,19122,8,1 wk ahead cum death,point,,2020-04-26,2020-05-02,915
19123,19123,8,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,865
19124,19124,8,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,979
19125,19125,9,1 wk ahead cum death,point,,2020-04-26,2020-05-02,2361
19126,19126,9,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,2307
19127,19127,9,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,2438
19128,19128,10,1 wk ahead cum death,point,,2020-04-26,2020-05-02,215
19129,19129,10,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,186
19130,19130,10,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,253
19131,19131,11,1 wk ahead cum death,point,,2020-04-26,2020-05-02,266
19132,19132,11,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,240
19133,19133,11,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,299
19134,19134,12,1 wk ahead cum death,point,,2020-04-26,2020-05-02,1541
19135,19135,12,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,1463
19136,19136,12,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,1611
19137,19137,13,1 wk ahead cum death,point,,2020-04-26,2020-05-02,1151
19138,19138,13,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,1093
19139,19139,13,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,1204
19140,19140,16,1 wk ahead cum death,point,,2020-04-26,2020-05-02,84
19141,19141,16,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,67
19142,19142,16,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,99
19143,19143,17,1 wk ahead cum death,point,,2020-04-26,2020-05-02,2682
19144,19144,17,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,2597
19145,19145,17,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,2767
19146,19146,18,1 wk ahead cum death,point,,2020-04-26,2020-05-02,1030
19147,19147,18,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,984
19148,19148,18,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,1070
19149,19149,19,1 wk ahead cum death,point,,2020-04-26,2020-05-02,205
19150,19150,19,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,176
19151,19151,19,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,234
19152,19152,20,1 wk ahead cum death,point,,2020-04-26,2020-05-02,161
19153,19153,20,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,143
19154,19154,20,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,190
19155,19155,21,1 wk ahead cum death,point,,2020-04-26,2020-05-02,258
19156,19156,21,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,239
19157,19157,21,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,279
19158,19158,22,1 wk ahead cum death,point,,2020-04-26,2020-05-02,2283
19159,19159,22,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,2195
19160,19160,22,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,2370
19161,19161,23,1 wk ahead cum death,point,,2020-04-26,2020-05-02,62
19162,19162,23,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,53
19163,19163,23,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,96
19164,19164,24,1 wk ahead cum death,point,,2020-04-26,2020-05-02,1176
19165,19165,24,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,1104
19166,19166,24,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,1241
19167,19167,25,1 wk ahead cum death,point,,2020-04-26,2020-05-02,3935
19168,19168,25,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,3826
19169,19169,25,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,4042
19170,19170,26,1 wk ahead cum death,point,,2020-04-26,2020-05-02,4007
19171,19171,26,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,3916
19172,19172,26,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,4097
19173,19173,27,1 wk ahead cum death,point,,2020-04-26,2020-05-02,331
19174,19174,27,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,310
19175,19175,27,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,356
19176,19176,28,1 wk ahead cum death,point,,2020-04-26,2020-05-02,258
19177,19177,28,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,241
19178,19178,28,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,277
19179,19179,29,1 wk ahead cum death,point,,2020-04-26,2020-05-02,387
19180,19180,29,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,353
19181,19181,29,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,424
19182,19182,30,1 wk ahead cum death,point,,2020-04-26,2020-05-02,17
19183,19183,30,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,14
19184,19184,30,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,27
19185,19185,31,1 wk ahead cum death,point,,2020-04-26,2020-05-02,93
19186,19186,31,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,77
19187,19187,31,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,118
19188,19188,32,1 wk ahead cum death,point,,2020-04-26,2020-05-02,335
19189,19189,32,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,292
19190,19190,32,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,376
19191,19191,33,1 wk ahead cum death,point,,2020-04-26,2020-05-02,93
19192,19192,33,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,75
19193,19193,33,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,109
19194,19194,34,1 wk ahead cum death,point,,2020-04-26,2020-05-02,7902
19195,19195,34,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,7776
19196,19196,34,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,8070
19197,19197,35,1 wk ahead cum death,point,,2020-04-26,2020-05-02,138
19198,19198,35,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,119
19199,19199,35,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,157
19200,19200,36,1 wk ahead cum death,point,,2020-04-26,2020-05-02,21747
19201,19201,36,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,21477
19202,19202,36,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,22059
19203,19203,37,1 wk ahead cum death,point,,2020-04-26,2020-05-02,403
19204,19204,37,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,372
19205,19205,37,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,443
19206,19206,38,1 wk ahead cum death,point,,2020-04-26,2020-05-02,27
19207,19207,38,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,20
19208,19208,38,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,40
19209,19209,39,1 wk ahead cum death,point,,2020-04-26,2020-05-02,962
19210,19210,39,1 wk ahead cum death,quantile,0.025,2020-04-26,2020-05-02,921
19211,19211,39,1 wk ahead cum death,quantile,0.975,2020-04-26,2020-05-02,1012
