,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 day ahead cum death,point,,2020-05-01,2020-05-02,61519
1,US,1 day ahead cum death,quantile,0.025,2020-05-01,2020-05-02,61311
2,US,1 day ahead cum death,quantile,0.975,2020-05-01,2020-05-02,61672
3,US,2 day ahead cum death,point,,2020-05-01,2020-05-03,63601
4,US,2 day ahead cum death,quantile,0.025,2020-05-01,2020-05-03,63268
5,US,2 day ahead cum death,quantile,0.975,2020-05-01,2020-05-03,63827
6,US,3 day ahead cum death,point,,2020-05-01,2020-05-04,65543
7,US,3 day ahead cum death,quantile,0.025,2020-05-01,2020-05-04,65179
8,US,3 day ahead cum death,quantile,0.975,2020-05-01,2020-05-04,65838
9,US,4 day ahead cum death,point,,2020-05-01,2020-05-05,67368
10,US,4 day ahead cum death,quantile,0.025,2020-05-01,2020-05-05,66869
11,US,4 day ahead cum death,quantile,0.975,2020-05-01,2020-05-05,67788
12,US,5 day ahead cum death,point,,2020-05-01,2020-05-06,69065
13,US,5 day ahead cum death,quantile,0.025,2020-05-01,2020-05-06,68546
14,US,5 day ahead cum death,quantile,0.975,2020-05-01,2020-05-06,69534
15,US,6 day ahead cum death,point,,2020-05-01,2020-05-07,70660
16,US,6 day ahead cum death,quantile,0.025,2020-05-01,2020-05-07,70099
17,US,6 day ahead cum death,quantile,0.975,2020-05-01,2020-05-07,71200
18,US,7 day ahead cum death,point,,2020-05-01,2020-05-08,72157
19,US,7 day ahead cum death,quantile,0.025,2020-05-01,2020-05-08,71487
20,US,7 day ahead cum death,quantile,0.975,2020-05-01,2020-05-08,72782
21,US,8 day ahead cum death,point,,2020-05-01,2020-05-09,73569
22,US,8 day ahead cum death,quantile,0.025,2020-05-01,2020-05-09,72834
23,US,8 day ahead cum death,quantile,0.975,2020-05-01,2020-05-09,74275
24,US,9 day ahead cum death,point,,2020-05-01,2020-05-10,74889
25,US,9 day ahead cum death,quantile,0.025,2020-05-01,2020-05-10,74142
26,US,9 day ahead cum death,quantile,0.975,2020-05-01,2020-05-10,75659
27,US,10 day ahead cum death,point,,2020-05-01,2020-05-11,76132
28,US,10 day ahead cum death,quantile,0.025,2020-05-01,2020-05-11,75375
29,US,10 day ahead cum death,quantile,0.975,2020-05-01,2020-05-11,77023
30,US,11 day ahead cum death,point,,2020-05-01,2020-05-12,77304
31,US,11 day ahead cum death,quantile,0.025,2020-05-01,2020-05-12,76503
32,US,11 day ahead cum death,quantile,0.975,2020-05-01,2020-05-12,78408
33,US,12 day ahead cum death,point,,2020-05-01,2020-05-13,78407
34,US,12 day ahead cum death,quantile,0.025,2020-05-01,2020-05-13,77572
35,US,12 day ahead cum death,quantile,0.975,2020-05-01,2020-05-13,79601
36,US,13 day ahead cum death,point,,2020-05-01,2020-05-14,79452
37,US,13 day ahead cum death,quantile,0.025,2020-05-01,2020-05-14,78556
38,US,13 day ahead cum death,quantile,0.975,2020-05-01,2020-05-14,80812
39,US,14 day ahead cum death,point,,2020-05-01,2020-05-15,80442
40,US,14 day ahead cum death,quantile,0.025,2020-05-01,2020-05-15,79425
41,US,14 day ahead cum death,quantile,0.975,2020-05-01,2020-05-15,81926
42,US,15 day ahead cum death,point,,2020-05-01,2020-05-16,81377
43,US,15 day ahead cum death,quantile,0.025,2020-05-01,2020-05-16,80287
44,US,15 day ahead cum death,quantile,0.975,2020-05-01,2020-05-16,82953
45,US,16 day ahead cum death,point,,2020-05-01,2020-05-17,82263
46,US,16 day ahead cum death,quantile,0.025,2020-05-01,2020-05-17,81133
47,US,16 day ahead cum death,quantile,0.975,2020-05-01,2020-05-17,83926
48,US,17 day ahead cum death,point,,2020-05-01,2020-05-18,83109
49,US,17 day ahead cum death,quantile,0.025,2020-05-01,2020-05-18,81976
50,US,17 day ahead cum death,quantile,0.975,2020-05-01,2020-05-18,84859
51,US,18 day ahead cum death,point,,2020-05-01,2020-05-19,83911
