COVIDhub-baseline,CU-select,GT-DeepCOVID,IHME-CurveFit,JHUAPL-Bucky,JHUAPL-Gecko,Karlen-pypm,MUNI-ARIMA,BPagano-RtDriven,UMass-trends_ensemble,USC-SI_kJalpha,locations
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,17
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,18
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,19
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,20
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,21
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,22
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,23
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,24
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,25
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,26
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,27
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,28
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,29
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,30
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,31
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,32
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,33
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,34
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,35
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,36
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,37
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,38
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,39
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,40
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,41
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,42
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,44
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,45
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,46
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,47
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,48
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,49
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,50
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,51
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,53
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,54
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,55
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,56
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,60
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,72
1.54186825233918e-4,3.029245250393347e-4,2.9764702242180896e-6,7.25948678530193e-4,5.866737951868218e-4,3.368824966823369e-5,1.9123755783837667e-5,2.8949125647766355e-5,8.590872529407566e-5,0.998059619849392,0,78
0.00863326042295505,0.009265230934077915,0.011093530878896958,0.13394175592204366,0.04630445424721359,0,0.006844987001967157,0.010798377128087077,0.010306273796828755,0.7472782478338805,0.01553388183404938,US
