CEPH-Rtrend_covid,CMU-TimeSeries,MOBS-GLEAM_COVID,MUNI-ARIMA,PSI-DICE,UMass-gbq,UMass-sarix,UMass-trends_ensemble,UVA-Ensemble,SGroup-RandomForest,JHUAPLTDWG-ICATTML,JHU_IDD-CovidSP,locations
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,01
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,02
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,04
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,05
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,06
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,08
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,09
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,10
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,11
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,12
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,13
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,15
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,16
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,17
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,18
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,19
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,20
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,21
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,22
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,23
0.298770674873642,0.025910653768941364,0.08497381347860009,0.14770525436187323,0.13561489343638566,0.1197835892708002,0.11681974497496453,0.048514739681829455,0.008761495852471792,0.01314514030049213,0,0,24
