CEPH-Rtrend_covid,CMU-TimeSeries,MOBS-GLEAM_COVID,MUNI-ARIMA,UMass-gbq,UMass-sarix,UMass-trends_ensemble,UT-Osiris,UVA-Ensemble,JHUAPLTDWG-ICATTML,COVIDhub-baseline,JHU_IDD-CovidSP,locations
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,01
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,02
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,04
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,05
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,06
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,08
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,09
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,10
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,11
0.016646967622267635,0.20500705003577635,0.03824768686040909,0.2223546111132088,0.21943796349317415,0.19752195933241742,0.0626003712746198,0.02657257565192606,0.006055583232491201,0.005555231383709123,0,0,12
