CEPH-Rtrend_covid,CMU-TimeSeries,COVIDhub-baseline,MOBS-GLEAM_COVID,PSI-DICE,SGroup-RandomForest,UMass-gbq,UMass-sarix,UMass-trends_ensemble,MUNI-ARIMA,locations
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,01
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,02
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,04
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,05
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,06
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,08
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,09
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,10
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,11
1.031380046149906e-5,0.043888733543487685,1.0120235221374683e-4,1.0236525007241728e-6,0.02028790921119197,0.29814686548325126,0.29980516446666305,0.22643131642868414,0.06756752850230512,0.0437599425592408,12
