BPagano-RtDriven,CMU-TimeSeries,CU-select,JHUAPL-Bucky,Karlen-pypm,MUNI-ARIMA,PSI-DICE,UMass-trends_ensemble,LUcompUncertLab-VAR_3streams,UMass-sarix,USC-SI_kJalpha,UT-Osiris,locations
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,01
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,02
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,04
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,05
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,06
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,08
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,09
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,10
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,11
0.05872857807158365,0.2976991582869705,0.09043511547937183,0.09572461856237484,0.06669503552831786,0.06669451883843625,0.05297921761170203,0.13378656657358276,0.06112688547326052,0.076130305574399107,0,0,12
