2021-11-08,cum_death,state,7.6
2021-11-08,cum_death,national,9.8
2021-11-08,inc_death,state,6.3
2021-11-08,inc_death,national,7.1
2021-11-08,inc_case,county,1.6
2021-11-08,inc_case,state,5.2
2021-11-08,inc_case,national,6.4
2021-11-08,inc_hosp,state,6.7
2021-11-08,inc_hosp,national,5.2
2022-01-31,cum_death,state,12.8
2022-01-31,cum_death,national,8.3
2022-01-31,inc_death,state,7.1
2022-01-31,inc_death,national,4
2022-01-31,inc_case,county,9.9
2022-01-31,inc_case,state,50
2022-01-31,inc_case,national,50
2022-01-31,inc_hosp,state,0
2022-01-31,inc_hosp,national,21.9
