BPagano-RtDriven,GT-DeepCOVID,JHUAPL-Bucky,JHU_CSSE-DECOM,Karlen-pypm,MOBS-GLEAM_COVID,SteveMcConnell-CovidComplete,UMass-MechBayes,USC-SI_kJalpha,epiforecasts-ensemble1,QJHong-Encounter,locations
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,01
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,02
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,04
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,05
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,06
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,08
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,09
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,10
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,11
0.10586771969942202,0.11927693885368357,0.07335013193815156,0.10667174876393387,0.11830853142295247,0.09096243383437817,0.10119640730861186,0.10915868501130002,0.08273071678549201,0.09247668638207436,0,12
