BPagano-RtDriven,CU-select,GT-DeepCOVID,HKUST-DNN,JHU_CSSE-DECOM,MOBS-GLEAM_COVID,UMass-MechBayes,USC-SI_kJalpha,epiforecasts-ensemble1,Microsoft-DeepSTIA,AIpert-pwllnod,COVIDhub-baseline,CovidAnalytics-DELPHI,JHUAPL-Bucky,MIT_CritData-GBCF,QJHong-Encounter,locations
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,01
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,02
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,04
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,05
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,06
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,08
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,09
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,10
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,11
0.06576762332077002,2.006967927255287e-4,0.0011543804125549392,0.3257837278238591,0.4060733695885671,6.645873211025335e-4,0.024737217592394636,0.010145152266036394,0.014389154692926348,0.151084090189063,0,0,0,0,0,0,12
