,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 day ahead cum death,quantile,0.05,2020-06-30,2020-07-01,127212.707
1,US,1 day ahead cum death,point,,2020-06-30,2020-07-01,127450.252
2,US,1 day ahead cum death,quantile,0.95,2020-06-30,2020-07-01,127687.79699999999
3,US,2 day ahead cum death,quantile,0.05,2020-06-30,2020-07-02,127845.48300000001
4,US,2 day ahead cum death,point,,2020-06-30,2020-07-02,128220.588
5,US,2 day ahead cum death,quantile,0.95,2020-06-30,2020-07-02,128595.69300000001
6,US,3 day ahead cum death,quantile,0.05,2020-06-30,2020-07-03,128559.748
7,US,3 day ahead cum death,point,,2020-06-30,2020-07-03,129090.12800000001
8,US,3 day ahead cum death,quantile,0.95,2020-06-30,2020-07-03,129620.508
9,US,4 day ahead cum death,quantile,0.05,2020-06-30,2020-07-04,129294.782
10,US,4 day ahead cum death,point,,2020-06-30,2020-07-04,129984.952
11,US,4 day ahead cum death,quantile,0.95,2020-06-30,2020-07-04,130675.12199999999
12,US,5 day ahead cum death,quantile,0.05,2020-06-30,2020-07-05,129921.69299999998
13,US,5 day ahead cum death,point,,2020-06-30,2020-07-05,130748.148
14,US,5 day ahead cum death,quantile,0.95,2020-06-30,2020-07-05,131574.603
15,US,6 day ahead cum death,quantile,0.05,2020-06-30,2020-07-06,130544.53299999998
16,US,6 day ahead cum death,point,,2020-06-30,2020-07-06,131506.38799999998
17,US,6 day ahead cum death,quantile,0.95,2020-06-30,2020-07-06,132468.24300000002
18,US,7 day ahead cum death,quantile,0.05,2020-06-30,2020-07-07,131303.947
19,US,7 day ahead cum death,point,,2020-06-30,2020-07-07,132430.89199999993
20,US,7 day ahead cum death,quantile,0.95,2020-06-30,2020-07-07,133557.83700000006
21,US,8 day ahead cum death,quantile,0.05,2020-06-30,2020-07-08,132194.185
22,US,8 day ahead cum death,point,,2020-06-30,2020-07-08,133514.65999999995
23,US,8 day ahead cum death,quantile,0.95,2020-06-30,2020-07-08,134835.13500000007
24,US,9 day ahead cum death,quantile,0.05,2020-06-30,2020-07-09,133092.58800000002
25,US,9 day ahead cum death,point,,2020-06-30,2020-07-09,134608.36800000002
26,US,9 day ahead cum death,quantile,0.95,2020-06-30,2020-07-09,136124.14800000004
27,US,10 day ahead cum death,quantile,0.05,2020-06-30,2020-07-10,134113.167
28,US,10 day ahead cum death,point,,2020-06-30,2020-07-10,135850.81199999998
29,US,10 day ahead cum death,quantile,0.95,2020-06-30,2020-07-10,137588.45700000005
30,US,11 day ahead cum death,quantile,0.05,2020-06-30,2020-07-11,135113.0
31,US,11 day ahead cum death,point,,2020-06-30,2020-07-11,137067.99999999994
32,US,11 day ahead cum death,quantile,0.95,2020-06-30,2020-07-11,139023.00000000006
33,US,12 day ahead cum death,quantile,0.05,2020-06-30,2020-07-12,136082.703
34,US,12 day ahead cum death,point,,2020-06-30,2020-07-12,138248.50799999994
35,US,12 day ahead cum death,quantile,0.95,2020-06-30,2020-07-12,140414.31300000005
36,US,13 day ahead cum death,quantile,0.05,2020-06-30,2020-07-13,136921.973
37,US,13 day ahead cum death,point,,2020-06-30,2020-07-13,139270.22799999994
38,US,13 day ahead cum death,quantile,0.95,2020-06-30,2020-07-13,141618.48300000007
39,US,14 day ahead cum death,quantile,0.05,2020-06-30,2020-07-14,137942.207
40,US,14 day ahead cum death,point,,2020-06-30,2020-07-14,140512.25199999998
41,US,14 day ahead cum death,quantile,0.95,2020-06-30,2020-07-14,143082.29700000008
42,US,15 day ahead cum death,quantile,0.05,2020-06-30,2020-07-15,138940.897498
43,US,15 day ahead cum death,point,,2020-06-30,2020-07-15,141747.07719999994
44,US,15 day ahead cum death,quantile,0.95,2020-06-30,2020-07-15,144560.05264200008
45,US,16 day ahead cum death,quantile,0.05,2020-06-30,2020-07-16,139963.641948
46,US,16 day ahead cum death,point,,2020-06-30,2020-07-16,143031.01439999993
47,US,16 day ahead cum death,quantile,0.95,2020-06-30,2020-07-16,146121.83869200008
48,US,17 day ahead cum death,quantile,0.05,2020-06-30,2020-07-17,141012.885848
49,US,17 day ahead cum death,point,,2020-06-30,2020-07-17,144367.99479999993
50,US,17 day ahead cum death,quantile,0.95,2020-06-30,2020-07-17,147776.56033200008
51,US,18 day ahead cum death,quantile,0.05,2020-06-30,2020-07-18,142092.003988
52,US,18 day ahead cum death,point,,2020-06-30,2020-07-18,145763.39439999993
53,US,18 day ahead cum death,quantile,0.95,2020-06-30,2020-07-18,149535.6451320001
54,US,19 day ahead cum death,quantile,0.05,2020-06-30,2020-07-19,143206.70588800003
55,US,19 day ahead cum death,point,,2020-06-30,2020-07-19,147226.00799999994
56,US,19 day ahead cum death,quantile,0.95,2020-06-30,2020-07-19,151415.8663320001
57,US,20 day ahead cum death,quantile,0.05,2020-06-30,2020-07-20,144362.91588800002
58,US,20 day ahead cum death,point,,2020-06-30,2020-07-20,148765.52079999994
59,US,20 day ahead cum death,quantile,0.95,2020-06-30,2020-07-20,153436.6180320001
60,US,21 day ahead cum death,quantile,0.05,2020-06-30,2020-07-21,145564.175988
61,US,21 day ahead cum death,point,,2020-06-30,2020-07-21,150388.93839999996
62,US,21 day ahead cum death,quantile,0.95,2020-06-30,2020-07-21,155615.3407320001
63,US,22 day ahead cum death,quantile,0.05,2020-06-30,2020-07-22,146813.784388
