,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 day ahead cum death,quantile,0.05,2020-06-27,2020-06-28,126178.35
1,US,1 day ahead cum death,point,,2020-06-27,2020-06-28,126410.22
2,US,1 day ahead cum death,quantile,0.95,2020-06-27,2020-06-28,126642.09
3,US,2 day ahead cum death,quantile,0.05,2020-06-27,2020-06-29,126644.725
4,US,2 day ahead cum death,point,,2020-06-27,2020-06-29,126969.87
5,US,2 day ahead cum death,quantile,0.95,2020-06-27,2020-06-29,127295.015
6,US,3 day ahead cum death,quantile,0.05,2020-06-27,2020-06-30,127235.675
7,US,3 day ahead cum death,point,,2020-06-27,2020-06-30,127679.01
8,US,3 day ahead cum death,quantile,0.95,2020-06-27,2020-06-30,128122.345
9,US,4 day ahead cum death,quantile,0.05,2020-06-27,2020-07-01,127832.45
10,US,4 day ahead cum death,point,,2020-06-27,2020-07-01,128395.14
11,US,4 day ahead cum death,quantile,0.95,2020-06-27,2020-07-01,128957.83
12,US,5 day ahead cum death,quantile,0.05,2020-06-27,2020-07-02,128520.25
13,US,5 day ahead cum death,point,,2020-06-27,2020-07-02,129220.5
14,US,5 day ahead cum death,quantile,0.95,2020-06-27,2020-07-02,129920.75
15,US,6 day ahead cum death,quantile,0.05,2020-06-27,2020-07-03,129296.625
16,US,6 day ahead cum death,point,,2020-06-27,2020-07-03,130152.15
17,US,6 day ahead cum death,quantile,0.95,2020-06-27,2020-07-03,131007.675
18,US,7 day ahead cum death,quantile,0.05,2020-06-27,2020-07-04,130095.575
19,US,7 day ahead cum death,point,,2020-06-27,2020-07-04,131110.88999999998
20,US,7 day ahead cum death,quantile,0.95,2020-06-27,2020-07-04,132126.20500000002
21,US,8 day ahead cum death,quantile,0.05,2020-06-27,2020-07-05,130777.75
22,US,8 day ahead cum death,point,,2020-06-27,2020-07-05,131929.49999999994
23,US,8 day ahead cum death,quantile,0.95,2020-06-27,2020-07-05,133081.25000000006
24,US,9 day ahead cum death,quantile,0.05,2020-06-27,2020-07-06,131454.0
25,US,9 day ahead cum death,point,,2020-06-27,2020-07-06,132740.99999999994
26,US,9 day ahead cum death,quantile,0.95,2020-06-27,2020-07-06,134028.00000000006
