,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 day ahead cum death,quantile,0.05,2020-06-26,2020-06-27,125965.325
1,US,1 day ahead cum death,point,,2020-06-26,2020-06-27,126280.39
2,US,1 day ahead cum death,quantile,0.95,2020-06-26,2020-06-27,126595.455
3,US,2 day ahead cum death,quantile,0.05,2020-06-26,2020-06-28,126647.5
4,US,2 day ahead cum death,point,,2020-06-26,2020-06-28,127099.0
5,US,2 day ahead cum death,quantile,0.95,2020-06-26,2020-06-28,127550.5
6,US,3 day ahead cum death,quantile,0.05,2020-06-26,2020-06-29,127323.75
7,US,3 day ahead cum death,point,,2020-06-26,2020-06-29,127910.5
8,US,3 day ahead cum death,quantile,0.95,2020-06-26,2020-06-29,128497.25
9,US,4 day ahead cum death,quantile,0.05,2020-06-26,2020-06-30,128149.2
10,US,4 day ahead cum death,point,,2020-06-26,2020-06-30,128901.04
11,US,4 day ahead cum death,quantile,0.95,2020-06-26,2020-06-30,129652.88
12,US,5 day ahead cum death,quantile,0.05,2020-06-26,2020-07-01,129116.85
13,US,5 day ahead cum death,point,,2020-06-26,2020-07-01,130062.22
14,US,5 day ahead cum death,quantile,0.95,2020-06-26,2020-07-01,131007.59
15,US,6 day ahead cum death,quantile,0.05,2020-06-26,2020-07-02,130093.375
16,US,6 day ahead cum death,point,,2020-06-26,2020-07-02,131234.05
17,US,6 day ahead cum death,quantile,0.95,2020-06-26,2020-07-02,132374.725
18,US,7 day ahead cum death,quantile,0.05,2020-06-26,2020-07-03,131202.69999999998
19,US,7 day ahead cum death,point,,2020-06-26,2020-07-03,132565.24
20,US,7 day ahead cum death,quantile,0.95,2020-06-26,2020-07-03,133927.78
21,US,8 day ahead cum death,quantile,0.05,2020-06-26,2020-07-04,132172.0475
22,US,8 day ahead cum death,point,,2020-06-26,2020-07-04,133748.293
23,US,8 day ahead cum death,quantile,0.95,2020-06-26,2020-07-04,135331.1505
24,US,9 day ahead cum death,quantile,0.05,2020-06-26,2020-07-05,133154.0
25,US,9 day ahead cum death,point,,2020-06-26,2020-07-05,134966.947
26,US,9 day ahead cum death,quantile,0.95,2020-06-26,2020-07-05,136802.91799999998
27,US,10 day ahead cum death,quantile,0.05,2020-06-26,2020-07-06,134149.98725
28,US,10 day ahead cum death,point,,2020-06-26,2020-07-06,136223.56300000002
29,US,10 day ahead cum death,quantile,0.95,2020-06-26,2020-07-06,138350.00514999998
30,US,11 day ahead cum death,quantile,0.05,2020-06-26,2020-07-07,135161.704
31,US,11 day ahead cum death,point,,2020-06-26,2020-07-07,137520.93099999998
32,US,11 day ahead cum death,quantile,0.95,2020-06-26,2020-07-07,139980.47665
33,US,12 day ahead cum death,quantile,0.05,2020-06-26,2020-07-08,136189.5665
34,US,12 day ahead cum death,point,,2020-06-26,2020-07-08,138860.25100000002
35,US,12 day ahead cum death,quantile,0.95,2020-06-26,2020-07-08,141701.00665
36,US,13 day ahead cum death,quantile,0.05,2020-06-26,2020-07-09,137236.4415
37,US,13 day ahead cum death,point,,2020-06-26,2020-07-09,140246.05599999998
38,US,13 day ahead cum death,quantile,0.95,2020-06-26,2020-07-09,143523.47765
39,US,14 day ahead cum death,quantile,0.05,2020-06-26,2020-07-10,138301.64899999998
40,US,14 day ahead cum death,point,,2020-06-26,2020-07-10,141678.14200000002
41,US,14 day ahead cum death,quantile,0.95,2020-06-26,2020-07-10,145454.17914999998
42,US,15 day ahead cum death,quantile,0.05,2020-06-26,2020-07-11,139387.034
43,US,15 day ahead cum death,point,,2020-06-26,2020-07-11,143159.82400000002
44,US,15 day ahead cum death,quantile,0.95,2020-06-26,2020-07-11,147505.12314999994
45,US,16 day ahead cum death,quantile,0.05,2020-06-26,2020-07-12,140495.104
46,US,16 day ahead cum death,point,,2020-06-26,2020-07-12,144695.53600000002
47,US,16 day ahead cum death,quantile,0.95,2020-06-26,2020-07-12,149691.23714999994
48,US,17 day ahead cum death,quantile,0.05,2020-06-26,2020-07-13,141630.3015
49,US,17 day ahead cum death,point,,2020-06-26,2020-07-13,146292.83500000002
50,US,17 day ahead cum death,quantile,0.95,2020-06-26,2020-07-13,152033.90264999995
51,US,18 day ahead cum death,quantile,0.05,2020-06-26,2020-07-14,142797.464
52,US,18 day ahead cum death,point,,2020-06-26,2020-07-14,147960.298
53,US,18 day ahead cum death,quantile,0.95,2020-06-26,2020-07-14,154558.56114999994
54,US,19 day ahead cum death,quantile,0.05,2020-06-26,2020-07-15,144000.864
55,US,19 day ahead cum death,point,,2020-06-26,2020-07-15,149706.02800000002
56,US,19 day ahead cum death,quantile,0.95,2020-06-26,2020-07-15,157292.72614999994
57,US,20 day ahead cum death,quantile,0.05,2020-06-26,2020-07-16,145245.6165
58,US,20 day ahead cum death,point,,2020-06-26,2020-07-16,151539.63100000002
59,US,20 day ahead cum death,quantile,0.95,2020-06-26,2020-07-16,160269.68965
60,US,21 day ahead cum death,quantile,0.05,2020-06-26,2020-07-17,146533.9915
61,US,21 day ahead cum death,point,,2020-06-26,2020-07-17,153467.37099999998
62,US,21 day ahead cum death,quantile,0.95,2020-06-26,2020-07-17,163520.52464999998
