"location","target_end_date","quantile","value","forecast_date","target","type"
"01",2023-10-17,0.01,2.55721454425589,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.025,4.96881439900065,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.05,8.5261549292209,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.1,10.4630564653122,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.15,11.9438758388441,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.2,13.4575536210765,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.25,14.7278928481178,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.3,15.9212424308284,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.35,17.1150801425019,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.4,18.1877550623837,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.45,19.0899958110965,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.5,20.2811695966705,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.55,21.2082872211194,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.6,22.4992050776247,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.65,23.5363067663269,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.7,24.7366414763634,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.75,26.5230019555141,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.8,28.2843679020792,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.85,30.184865424462,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.9,33.410734942262,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.95,39.0282079227135,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.975,43.914449465353,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-17,0.99,50.0561433001269,2023-10-16,"1 day ahead inc hosp","quantile"
"01",2023-10-18,0.01,1.99720668860439,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.025,4.61605210872481,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.05,8.08213144233073,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.1,9.71461985194884,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.15,11.5378915547514,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.2,12.9413411321105,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.25,14.2423085038067,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.3,15.3967735183814,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.35,16.2491540887528,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.4,17.3792767084616,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.45,18.7524542432996,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.5,19.6728065009503,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.55,20.5967729870837,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.6,21.6455399584438,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.65,22.9605795786028,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.7,24.603235538419,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.75,26.1936838948292,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.8,27.8387791910262,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.85,30.5801101938691,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.9,33.8064557935715,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.95,38.8132180556636,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.975,43.4671607262329,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-18,0.99,49.8618951386153,2023-10-16,"2 day ahead inc hosp","quantile"
"01",2023-10-19,0.01,1.57498635465502,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.025,3.84279395228743,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.05,7.47106816444257,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.1,9.01923719523491,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.15,10.9900081956878,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.2,12.1651251769126,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.25,13.3850175999398,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.3,14.4358068526145,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.35,15.4013541074123,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.4,16.3930451137957,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.45,17.588154220632,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.5,18.9967941754474,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.55,19.9755996017373,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.6,21.3060229338666,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.65,22.426571460509,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.7,23.6815676802597,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.75,25.0424280157507,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.8,26.7135306703181,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.85,29.4567034261289,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.9,33.291252247064,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.95,39.1004906957185,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.975,43.4485209793996,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-19,0.99,47.9275684987066,2023-10-16,"3 day ahead inc hosp","quantile"
"01",2023-10-20,0.01,1.20626040760075,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.025,2.81635741991724,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.05,6.58643076798455,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.1,8.57422055653752,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.15,10.2800669420501,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.2,11.4559134703967,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.25,12.7434700849512,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.3,13.5484718859545,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.35,14.7097091844724,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.4,15.7347972190015,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.45,16.801288961546,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.5,17.7690039394616,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.55,19.2297631027736,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.6,20.3962725121405,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.65,21.5215221214643,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.7,22.7584383220454,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.75,24.3212062297793,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.8,26.1617024288835,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.85,28.4816929346329,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.9,33.1478348505361,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.95,38.1210774074653,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.975,43.4984274075127,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-20,0.99,50.7987834993043,2023-10-16,"4 day ahead inc hosp","quantile"
"01",2023-10-21,0.01,1.11254777638805,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.025,2.47746292426861,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.05,6.04250328217245,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.1,8.32100673805548,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.15,9.81707592207562,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.2,11.1572587062316,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.25,12.3305832363501,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.3,13.4871354750885,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.35,14.4545555215378,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.4,15.0909945531382,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.45,16.4393904871935,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.5,17.6004220038933,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.55,18.871233239299,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.6,20.2877881316936,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.65,21.5118226182371,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.7,22.8850336631485,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.75,24.4061303595094,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.8,26.4273825881189,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.85,28.3888411706137,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.9,32.7041455535398,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.95,38.5728742301586,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.975,44.9157230195142,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-21,0.99,54.141464357426,2023-10-16,"5 day ahead inc hosp","quantile"
"01",2023-10-22,0.01,0.77349669910751,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.025,2.15516073592586,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.05,5.06955962413207,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.1,7.58792552856556,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.15,9.40695633712544,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.2,10.9529966340876,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.25,12.1021610774078,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.3,13.0949783995862,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.35,14.1133928448291,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.4,15.0156297769199,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.45,16.1893155220455,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.5,17.2895093442298,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.55,18.5750237733605,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.6,19.9675848918306,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.65,21.5639098290069,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.7,23.0791701553494,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.75,24.6586782457316,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.8,26.3355103860052,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.85,28.4719074731796,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.9,33.6370150249987,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.95,39.4655527508388,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.975,46.2719801770539,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-22,0.99,53.4196152316823,2023-10-16,"6 day ahead inc hosp","quantile"
"01",2023-10-23,0.01,0.608279929817707,2023-10-16,"7 day ahead inc hosp","quantile"
"01",2023-10-23,0.025,2.21259077765984,2023-10-16,"7 day ahead inc hosp","quantile"
"01",2023-10-23,0.05,4.69852391618128,2023-10-16,"7 day ahead inc hosp","quantile"
"01",2023-10-23,0.1,6.85362530677067,2023-10-16,"7 day ahead inc hosp","quantile"
"01",2023-10-23,0.15,8.82482135992862,2023-10-16,"7 day ahead inc hosp","quantile"
"01",2023-10-23,0.2,10.4722779884622,2023-10-16,"7 day ahead inc hosp","quantile"
"01",2023-10-23,0.25,11.7290444012982,2023-10-16,"7 day ahead inc hosp","quantile"
