location,target_end_date,quantile,value,forecast_date,target,type
01,2024-02-20,0.01,8.97112595272964,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.025,16.754605540583313,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.05,22.666377826021662,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.1,26.675769190156117,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.15,29.60261053010724,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.2,32.44030346904494,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.25,34.56276459844506,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.3,36.65540690612352,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.35,38.725788841563315,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.4,40.821204148201424,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.45,42.51376411820065,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.5,44.2287105414719,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.55,46.6498350131396,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.6,48.495314012772354,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.65,50.573273071278386,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.7,53.0921360872838,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.75,55.53654163211349,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.8,59.12710526227646,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.85,61.981946600242026,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.9,66.86307654018877,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.95,75.24185467195744,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.975,83.96254742592417,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-20,0.99,91.66874414179613,2024-02-19,1 day ahead inc hosp,quantile
01,2024-02-21,0.01,8.478760173486446,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.025,16.13759338983019,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.05,22.426795954960024,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.1,26.10667219409475,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.15,29.854325222763595,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.2,32.49298942612233,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.25,34.54138710752757,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.3,36.7499515653486,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.35,38.80367334436053,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.4,40.42966723958367,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.45,42.29044972254483,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.5,44.82787476650779,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.55,46.799161014224275,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.6,48.70773661000145,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.65,51.162757921303395,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.7,53.86045850190686,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.75,56.961246758715504,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.8,59.66694215908744,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.85,63.557063174632134,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.9,69.18684277161474,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.95,77.76569853648533,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.975,85.96338803246147,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-21,0.99,94.17934627157824,2024-02-19,2 day ahead inc hosp,quantile
01,2024-02-22,0.01,7.249576654214231,2024-02-19,3 day ahead inc hosp,quantile
01,2024-02-22,0.025,14.128590176871782,2024-02-19,3 day ahead inc hosp,quantile
01,2024-02-22,0.05,20.980670742045717,2024-02-19,3 day ahead inc hosp,quantile
01,2024-02-22,0.1,25.345921126191715,2024-02-19,3 day ahead inc hosp,quantile
01,2024-02-22,0.15,29.16764287821193,2024-02-19,3 day ahead inc hosp,quantile
