target_end_date,quantile,value,type,location,forecast_date,target
2022-08-23,0.01,85.40719,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.025,97.10661,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.05,109.43686,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.1,116.68939,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.15,123.12706,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.2,125.7206,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.25,130.97885,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.3,134.02939,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.35,137.42747,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.4,141.2755,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.45,141.37415,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.5,144.66388,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.55,145.95432,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.6,148.66756,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.65,150.62433,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.7,154.69885,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.75,158.29065,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.8,164.78488,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.85,168.8113,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.9,176.46165,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.95,191.24004,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.975,203.74329,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-23,0.99,217.99527,quantile,01,2022-08-22,1 day ahead inc hosp
2022-08-24,0.01,88.463585,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.025,99.95644,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.05,110.79369,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.1,118.21334,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.15,123.745514,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.2,127.48755,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.25,129.47058,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.3,133.06264,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.35,134.15486,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.4,140.1575,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.45,140.32732,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.5,144.65562,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.55,145.07938,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.6,148.5332,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.65,151.31862,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.7,154.18567,quantile,01,2022-08-22,2 day ahead inc hosp
2022-08-24,0.75,159.18675,quantile,01,2022-08-22,2 day ahead inc hosp
