target_end_date,quantile,value,type,location,forecast_date,target
2022-08-08,0.01,101.00945,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.025,104.881874,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.05,108.28287,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.1,112.439,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.15,116.53258,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.2,118.75479,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.25,121.2997,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.3,122.56286,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.35,125.013824,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.4,125.94009,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.45,126.13394,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.5,130.139,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.55,130.59149,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.6,131.59311,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.65,132.8212,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.7,135.59296,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.75,137.20384,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.8,138.7914,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.85,140.55098,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.9,144.47296,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.95,147.89142,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.975,155.64502,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-08,0.99,164.59525,quantile,01,2022-08-07,1 day ahead inc hosp
2022-08-09,0.01,100.882034,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.025,105.09483,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.05,108.796196,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.1,113.39069,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.15,117.354744,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.2,118.987015,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.25,120.57616,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.3,122.01409,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.35,123.6796,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.4,125.48328,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.45,125.885025,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.5,128.79211,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.55,128.96887,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.6,130.27254,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.65,132.10947,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.7,134.4011,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.75,135.02856,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.8,137.66579,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.85,139.50702,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.9,143.63441,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.95,146.84889,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.975,154.57304,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-09,0.99,162.76236,quantile,01,2022-08-07,2 day ahead inc hosp
2022-08-10,0.01,103.73651,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.025,107.959015,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.05,110.49563,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.1,113.81064,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.15,118.005226,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.2,119.08597,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.25,122.53056,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.3,122.7237,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.35,124.523705,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.4,125.281555,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.45,126.3793,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.5,129.99963,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.55,130.02293,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.6,130.83554,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.65,132.65678,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.7,134.9725,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.75,136.19838,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.8,137.606,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.85,140.54274,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.9,143.97751,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.95,148.24908,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.975,154.97836,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-10,0.99,164.37491,quantile,01,2022-08-07,3 day ahead inc hosp
2022-08-11,0.01,95.07472,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.025,100.26485,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.05,104.94141,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.1,108.03012,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.15,111.23425,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.2,114.11391,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.25,116.55292,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.3,117.562126,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.35,119.29882,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.4,120.05571,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.45,121.32554,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.5,124.00131,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.55,125.42299,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.6,126.936035,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.65,128.12735,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.7,130.9429,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.75,132.45117,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.8,134.41869,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.85,137.25269,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.9,142.52563,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.95,148.26828,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.975,155.92523,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-11,0.99,167.44531,quantile,01,2022-08-07,4 day ahead inc hosp
2022-08-12,0.01,90.57594,quantile,01,2022-08-07,5 day ahead inc hosp
2022-08-12,0.025,96.477615,quantile,01,2022-08-07,5 day ahead inc hosp
2022-08-12,0.05,101.0836,quantile,01,2022-08-07,5 day ahead inc hosp
2022-08-12,0.1,104.04135,quantile,01,2022-08-07,5 day ahead inc hosp
2022-08-12,0.15,107.92968,quantile,01,2022-08-07,5 day ahead inc hosp
2022-08-12,0.2,110.409485,quantile,01,2022-08-07,5 day ahead inc hosp
2022-08-12,0.25,112.43689,quantile,01,2022-08-07,5 day ahead inc hosp
