target_end_date,quantile,value,type,location,forecast_date,target
2022-07-05,0.01,70.98634,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.025,71.71033,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.05,82.6228,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.1,86.20593,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.15,96.76911,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.2,96.89809,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.25,102.11433,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.3,105.45155,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.35,109.0307,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.4,109.647156,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.45,117.446884,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.5,119.19265,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.55,125.88124,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.6,128.75458,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.65,128.98106,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.7,135.76376,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.75,141.79756,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.8,149.35793,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.85,157.12756,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.9,168.08502,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.95,186.35959,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.975,206.07642,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-05,0.99,221.45815,quantile,01,2022-07-04,1 day ahead inc hosp
2022-07-06,0.01,61.429153,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.025,61.57021,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.05,78.171646,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.1,82.81629,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.15,89.4803,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.2,95.38454,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.25,99.221344,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.3,103.72514,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.35,107.540344,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.4,108.73566,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.45,116.17703,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.5,118.23374,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.55,124.589966,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.6,127.38958,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.65,128.31186,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.7,135.39568,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.75,141.43881,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.8,148.68138,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.85,157.23878,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.9,168.11258,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.95,185.85518,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.975,206.60654,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-06,0.99,219.67801,quantile,01,2022-07-04,2 day ahead inc hosp
2022-07-07,0.01,63.39249,quantile,01,2022-07-04,3 day ahead inc hosp
2022-07-07,0.025,63.46901,quantile,01,2022-07-04,3 day ahead inc hosp
2022-07-07,0.05,80.845634,quantile,01,2022-07-04,3 day ahead inc hosp
