target_end_date,quantile,value,type,location,forecast_date,target
2022-07-19,0.01,76.05862,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.025,93.11142,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.05,106.87457,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.1,117.2583,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.15,122.26348,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.2,130.53581,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.25,131.26248,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.3,137.29855,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.35,141.90802,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.4,148.17815,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.45,148.47107,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.5,149.0885,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.55,153.09161,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.6,159.55917,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.65,160.04227,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.7,162.90848,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.75,165.89543,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.8,170.76498,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.85,173.43793,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.9,180.46587,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.95,189.23524,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.975,206.71552,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-19,0.99,232.76923,quantile,01,2022-07-18,1 day ahead inc hosp
2022-07-20,0.01,80.645386,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.025,96.77641,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.05,109.632996,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.1,119.048,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.15,123.08087,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.2,132.29475,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.25,134.05095,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.3,140.13893,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.35,147.30365,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.4,149.53575,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.45,151.582,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.5,152.61987,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.55,156.68283,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.6,163.1217,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.65,164.56763,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.7,167.92679,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.75,170.37941,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.8,176.1784,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.85,180.26086,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.9,183.53299,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.95,192.9047,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.975,208.57222,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-20,0.99,234.16489,quantile,01,2022-07-18,2 day ahead inc hosp
2022-07-21,0.01,78.44345,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.025,95.66354,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.05,108.54003,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.1,119.581375,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.15,123.28666,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.2,130.60895,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.25,134.29898,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.3,139.50287,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.35,145.66714,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.4,146.79672,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.45,148.69365,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.5,150.71684,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.55,156.1209,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.6,161.0027,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.65,163.99063,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.7,167.13593,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.75,170.96547,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.8,177.70161,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.85,182.98285,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.9,187.02411,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.95,199.27136,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.975,216.49416,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-21,0.99,245.58557,quantile,01,2022-07-18,3 day ahead inc hosp
2022-07-22,0.01,74.76071,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.025,92.02509,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.05,103.45634,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.1,112.74856,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.15,117.25497,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.2,125.11178,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.25,128.39658,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.3,134.65836,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.35,139.81548,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.4,143.22739,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.45,143.45328,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.5,147.5525,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.55,151.2566,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.6,157.13669,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.65,158.50473,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.7,164.1915,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.75,167.77856,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.8,173.54176,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.85,179.18999,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.9,183.9062,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.95,194.48978,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.975,209.1989,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-22,0.99,235.35239,quantile,01,2022-07-18,4 day ahead inc hosp
2022-07-23,0.01,69.310524,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.025,84.76319,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.05,94.78546,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.1,106.02826,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.15,110.61909,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.2,118.13422,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.25,122.23903,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.3,128.1572,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.35,133.54677,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.4,136.70795,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.45,137.07568,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.5,141.76099,quantile,01,2022-07-18,5 day ahead inc hosp
2022-07-23,0.55,145.7448,quantile,01,2022-07-18,5 day ahead inc hosp
