target_end_date,quantile,value,type,location,forecast_date,target
2022-08-15,0.01,104.680595,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.025,110.346,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.05,113.499596,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.1,117.71452,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.15,120.42341,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.2,122.8055,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.25,124.260475,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.3,125.655716,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.35,127.47253,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.4,129.34555,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.45,130.41803,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.5,132.51224,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.55,133.21732,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.6,134.327,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.65,136.8819,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.7,139.03523,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.75,141.58556,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.8,143.46484,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.85,147.36984,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.9,149.79494,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.95,156.40848,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.975,161.7959,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-15,0.99,169.71216,quantile,01,2022-08-14,1 day ahead inc hosp
2022-08-16,0.01,103.347725,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.025,109.85353,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.05,112.56171,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.1,116.0199,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.15,119.49044,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.2,122.37895,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.25,123.7598,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.3,126.33929,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.35,127.37176,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.4,130.31723,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.45,131.7858,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.5,133.5828,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.55,134.607,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.6,135.63916,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.65,138.5093,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.7,140.51376,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.75,142.93817,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.8,145.33719,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.85,149.26788,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.9,152.32822,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.95,159.47958,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.975,164.59943,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-16,0.99,172.52975,quantile,01,2022-08-14,2 day ahead inc hosp
2022-08-17,0.01,103.44786,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.025,109.54298,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.05,112.85623,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.1,116.916374,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.15,119.79792,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.2,121.87909,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.25,123.24415,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.3,124.505486,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.35,125.721275,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.4,128.38795,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.45,129.23563,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.5,131.66405,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.55,132.56042,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.6,133.7272,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.65,136.17503,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.7,137.9985,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.75,140.699,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.8,143.46486,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.85,147.61156,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.9,151.4106,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.95,159.26001,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.975,165.75528,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-17,0.99,176.09863,quantile,01,2022-08-14,3 day ahead inc hosp
2022-08-18,0.01,100.702034,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.025,105.94289,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.05,109.915375,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.1,113.41421,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.15,116.379234,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.2,119.03581,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.25,120.48532,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.3,121.96842,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.35,124.03741,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.4,126.11207,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.45,127.64649,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.5,129.35226,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.55,131.01001,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.6,131.75516,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.65,133.06764,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.7,135.83553,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.75,138.20224,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.8,140.95903,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.85,144.87805,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.9,148.96301,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.95,156.59766,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.975,163.8741,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-18,0.99,174.11006,quantile,01,2022-08-14,4 day ahead inc hosp
2022-08-19,0.01,95.50278,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.025,100.233765,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.05,103.763145,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.1,108.83225,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.15,112.14692,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.2,115.7365,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.25,117.59914,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.3,119.030945,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.35,119.23821,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.4,122.33424,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.45,122.840645,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.5,125.74114,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.55,126.50384,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.6,128.60974,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.65,130.35094,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.7,133.17899,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.75,135.25262,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.8,138.35947,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.85,142.0343,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.9,146.81352,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.95,153.82895,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.975,162.93692,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-19,0.99,174.23546,quantile,01,2022-08-14,5 day ahead inc hosp
2022-08-20,0.01,87.70386,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.025,92.44021,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.05,96.31083,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.1,101.355675,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.15,105.31084,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.2,107.96024,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.25,109.9892,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.3,111.77853,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.35,113.275955,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.4,115.21111,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.45,117.017784,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.5,119.507164,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.55,120.214745,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.6,122.340126,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.65,125.43075,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.7,127.54653,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.75,129.37106,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.8,132.37843,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.85,136.07484,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.9,140.1757,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.95,146.73497,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.975,156.2703,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-20,0.99,166.20486,quantile,01,2022-08-14,6 day ahead inc hosp
2022-08-21,0.01,91.01947,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.025,96.58208,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.05,99.341675,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.1,104.77698,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.15,108.08998,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.2,110.45276,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.25,112.75387,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.3,114.19152,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.35,117.05252,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.4,118.14697,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.45,122.0585,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.5,122.884254,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.55,123.72817,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.6,126.3381,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.65,129.95644,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.7,131.91527,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.75,134.45982,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.8,137.17763,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.85,140.78305,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.9,145.35522,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.95,152.45863,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.975,161.69566,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-21,0.99,173.01387,quantile,01,2022-08-14,7 day ahead inc hosp
2022-08-22,0.01,91.739685,quantile,01,2022-08-14,8 day ahead inc hosp
2022-08-22,0.025,99.31884,quantile,01,2022-08-14,8 day ahead inc hosp
2022-08-22,0.05,103.64656,quantile,01,2022-08-14,8 day ahead inc hosp
2022-08-22,0.1,109.3962,quantile,01,2022-08-14,8 day ahead inc hosp
