target_end_date,quantile,value,type,location,forecast_date,target
2022-07-25,0.01,104.078255,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.025,112.10434,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.05,122.6671,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.1,132.09106,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.15,139.77176,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.2,144.04881,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.25,149.52902,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.3,153.57248,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.35,155.5423,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.4,156.79828,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.45,160.31134,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.5,165.26694,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.55,166.78615,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.6,171.25659,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.65,172.93674,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.7,176.22937,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.75,179.54892,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.8,187.67094,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.85,193.21793,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.9,199.09628,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.95,210.29001,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.975,229.07182,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-25,0.99,244.27682,quantile,01,2022-07-24,1 day ahead inc hosp
2022-07-26,0.01,100.11324,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.025,109.42691,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.05,120.116516,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.1,131.39264,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.15,138.44621,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.2,144.03644,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.25,148.48871,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.3,151.74745,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.35,155.71184,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.4,158.31674,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.45,161.72577,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.5,166.95174,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.55,167.2853,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.6,171.25684,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.65,174.08456,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.7,176.6535,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.75,181.7204,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.8,188.66528,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.85,193.27513,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.9,199.79424,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.95,212.45163,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.975,231.16539,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-26,0.99,248.07376,quantile,01,2022-07-24,2 day ahead inc hosp
2022-07-27,0.01,97.780174,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.025,109.5307,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.05,121.56432,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.1,131.50175,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.15,140.18575,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.2,147.04117,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.25,150.01884,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.3,154.61603,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.35,158.29623,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.4,161.57031,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.45,163.64334,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.5,170.2482,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.55,170.37978,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.6,174.45554,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.65,176.38089,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.7,180.23953,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.75,184.15033,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.8,192.84529,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.85,196.56442,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.9,205.05951,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.95,217.70287,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.975,236.75206,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-27,0.99,256.49045,quantile,01,2022-07-24,3 day ahead inc hosp
2022-07-28,0.01,92.480125,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.025,102.375336,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.05,113.98589,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.1,124.4886,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.15,131.81165,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.2,139.96956,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.25,141.39764,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.3,146.62149,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.35,150.16425,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.4,154.6964,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.45,156.6954,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.5,164.20691,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.55,164.41751,quantile,01,2022-07-24,4 day ahead inc hosp
2022-07-28,0.6,168.21082,quantile,01,2022-07-24,4 day ahead inc hosp
