target_end_date,quantile,value,type,location,forecast_date,target
2022-08-01,0.01,104.06413,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.025,107.686455,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.05,111.83382,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.1,120.88084,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.15,123.1243,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.2,125.91163,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.25,130.73874,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.3,132.92795,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.35,134.59273,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.4,135.22519,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.45,138.85495,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.5,140.63138,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.55,140.88089,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.6,144.01498,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.65,144.02614,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.7,146.67215,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.75,147.44379,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.8,149.11118,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.85,149.61649,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.9,159.26465,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.95,168.91461,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.975,181.09323,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-01,0.99,211.30365,quantile,01,2022-07-31,1 day ahead inc hosp
2022-08-02,0.01,102.62795,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.025,107.93463,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.05,114.822174,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.1,120.67347,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.15,123.77703,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.2,127.29182,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.25,130.52814,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.3,132.64453,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.35,134.02046,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.4,135.3916,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.45,138.03696,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.5,140.17722,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.55,140.35893,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.6,142.76414,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.65,143.19054,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.7,145.36346,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.75,145.78748,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.8,147.93326,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.85,149.95781,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.9,159.31277,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.95,171.65198,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.975,179.04214,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-02,0.99,212.00638,quantile,01,2022-07-31,2 day ahead inc hosp
2022-08-03,0.01,95.97717,quantile,01,2022-07-31,3 day ahead inc hosp
2022-08-03,0.025,100.096054,quantile,01,2022-07-31,3 day ahead inc hosp
2022-08-03,0.05,104.57202,quantile,01,2022-07-31,3 day ahead inc hosp
2022-08-03,0.1,111.97732,quantile,01,2022-07-31,3 day ahead inc hosp
2022-08-03,0.15,115.844086,quantile,01,2022-07-31,3 day ahead inc hosp
2022-08-03,0.2,120.7859,quantile,01,2022-07-31,3 day ahead inc hosp
2022-08-03,0.25,124.38911,quantile,01,2022-07-31,3 day ahead inc hosp
