location,target,type,quantile,forecast_date,target_end_date,value
1001,1 wk ahead inc case,point,NA,7/12/20,7/18/20,132.18
1001,1 wk ahead inc case,quantile,0.025,7/12/20,7/18/20,115.49
1001,1 wk ahead inc case,quantile,0.1,7/12/20,7/18/20,117.64
1001,1 wk ahead inc case,quantile,0.25,7/12/20,7/18/20,129.96
1001,1 wk ahead inc case,quantile,0.5,7/12/20,7/18/20,135.61
1001,1 wk ahead inc case,quantile,0.75,7/12/20,7/18/20,136.61
1001,1 wk ahead inc case,quantile,0.9,7/12/20,7/18/20,139.12
1001,1 wk ahead inc case,quantile,0.975,7/12/20,7/18/20,139.61
1001,2 wk ahead inc case,point,NA,7/12/20,7/25/20,176
1001,2 wk ahead inc case,quantile,0.025,7/12/20,7/25/20,152.48
1001,2 wk ahead inc case,quantile,0.1,7/12/20,7/25/20,156.12
1001,2 wk ahead inc case,quantile,0.25,7/12/20,7/25/20,173.38
1001,2 wk ahead inc case,quantile,0.5,7/12/20,7/25/20,180.9
1001,2 wk ahead inc case,quantile,0.75,7/12/20,7/25/20,182.18
1001,2 wk ahead inc case,quantile,0.9,7/12/20,7/25/20,184.87
1001,2 wk ahead inc case,quantile,0.975,7/12/20,7/25/20,186.21
1001,3 wk ahead inc case,point,NA,7/12/20,8/1/20,199.9
1001,3 wk ahead inc case,quantile,0.025,7/12/20,8/1/20,172.3
1001,3 wk ahead inc case,quantile,0.1,7/12/20,8/1/20,177.36
1001,3 wk ahead inc case,quantile,0.25,7/12/20,8/1/20,197.58
1001,3 wk ahead inc case,quantile,0.5,7/12/20,8/1/20,205.82
1001,3 wk ahead inc case,quantile,0.75,7/12/20,8/1/20,207.1
1001,3 wk ahead inc case,quantile,0.9,7/12/20,8/1/20,208.98
1001,3 wk ahead inc case,quantile,0.975,7/12/20,8/1/20,211.43
1001,4 wk ahead inc case,point,NA,7/12/20,8/8/20,223.13
1001,4 wk ahead inc case,quantile,0.025,7/12/20,8/8/20,192.2
1001,4 wk ahead inc case,quantile,0.1,7/12/20,8/8/20,198.88
1001,4 wk ahead inc case,quantile,0.25,7/12/20,8/8/20,221.55
1001,4 wk ahead inc case,quantile,0.5,7/12/20,8/8/20,229.13
1001,4 wk ahead inc case,quantile,0.75,7/12/20,8/8/20,231.67
1001,4 wk ahead inc case,quantile,0.9,7/12/20,8/8/20,231.87
1001,4 wk ahead inc case,quantile,0.975,7/12/20,8/8/20,235.37
1001,5 wk ahead inc case,point,NA,7/12/20,8/15/20,244.28
1001,5 wk ahead inc case,quantile,0.025,7/12/20,8/15/20,211.37
1001,5 wk ahead inc case,quantile,0.1,7/12/20,8/15/20,219.77
1001,5 wk ahead inc case,quantile,0.25,7/12/20,8/15/20,244
1001,5 wk ahead inc case,quantile,0.5,7/12/20,8/15/20,249.08
1001,5 wk ahead inc case,quantile,0.75,7/12/20,8/15/20,253.8
1001,5 wk ahead inc case,quantile,0.9,7/12/20,8/15/20,254.68
1001,5 wk ahead inc case,quantile,0.975,7/12/20,8/15/20,257.2
1001,6 wk ahead inc case,point,NA,7/12/20,8/22/20,261.85
1001,6 wk ahead inc case,quantile,0.025,7/12/20,8/22/20,228.83
1001,6 wk ahead inc case,quantile,0.1,7/12/20,8/22/20,238.69
1001,6 wk ahead inc case,quantile,0.25,7/12/20,8/22/20,262.68
1001,6 wk ahead inc case,quantile,0.5,7/12/20,8/22/20,264.99
1001,6 wk ahead inc case,quantile,0.75,7/12/20,8/22/20,272.94
1001,6 wk ahead inc case,quantile,0.9,7/12/20,8/22/20,273.81
1001,6 wk ahead inc case,quantile,0.975,7/12/20,8/22/20,274.61
