time,quantile,hosp_curr,cum_death,death,infections,cum_infections,hosp
2020-04-20,20%,115074.40000000002,13293,1038,326692.80000000005,6698981,9960.000000000004
2020-04-20,25%,130622,14943,1176,340971,6972316,11497
2020-04-20,30%,139889.6,16500.6,1276,352264,7254640.8,12873
2020-04-20,35%,150182.80000000002,18419.2,1372,367140.4,7542865,15070.600000000002
2020-04-20,40%,161883.6,20043.4,1491,385664,8010322.800000001,17431.8
2020-04-20,45%,176043.6,22012,1627.8000000000002,411007.60000000003,8678449,19461.8
2020-04-20,50%,201899,24641,1853,472522,10202350,20966
2020-04-20,55%,238814.2,27623.600000000006,2163.6000000000004,1047571,12314119,22502.6
2020-04-20,60%,264919.60000000003,30694.800000000003,2388,1162239,13589997.600000005,24212
2020-04-20,65%,283203.4,33738.8,2578,1239499,14543688.200000001,26866.20000000001
2020-04-20,70%,302900.40000000014,37143.600000000006,2762.4000000000005,1313333.2000000002,15357917,32146.399999999998
2020-04-20,75%,327297.0000000001,40188,3038.000000000001,1380070,16230165,38156.00000000001
2020-04-20,80%,363133.00000000006,43725.000000000015,3401.800000000001,1452518,17109252,43648.8
2020-04-20,85%,446793.80000000016,48682.00000000001,4214.600000000002,1521041.2000000007,17956119,54693.60000000002
2020-04-20,90%,546910.6000000003,54642.60000000001,5172.0000000000055,1591032.8,18972988,67275.40000000004
2020-04-20,95%,651495.7999999999,63592.6,6149.999999999996,1701320.4,20520766,80659.59999999999
2020-04-20,97.5%,718298.7999999996,70339.2,6781.399999999999,1771014.5999999996,21615536.599999998,88435.6
2020-04-20,99%,784878.9199999999,78834.27999999991,7375.399999999998,1859536,23083046.959999986,95479.51999999996
2020-04-21,1%,50961.96,8086.2,444.08,245039,4921428.24,4206.92
2020-04-21,2.5%,57368.6,8996,495.8,274401.6,5415763,4748
2020-04-21,5%,63171,9842.2,553.6,296152.8,5784824,5243
2020-04-21,10%,71694,11094.2,629.2,323193,6312291,5952.2
2020-04-21,15%,83825.6,12581.600000000002,743,344476,6770607.4,6925.2
2020-04-21,20%,115938.6,14522.400000000001,1036,361551.6,7055983.200000001,9936.400000000001
2020-04-21,25%,131244,16307,1167,377782,7353601,11399
2020-04-21,30%,142534.4,18014.4,1286,390778.2,7662163,12865.2
2020-04-21,35%,153088.2,19788.600000000002,1397,407294,7956958.2,15451.400000000009
2020-04-21,40%,167613.60000000003,21472.8,1538.6000000000004,426351.8,8432926.4,18240.8
2020-04-21,45%,182973,23585.800000000003,1700,451963.4,9135637,20163.600000000002
2020-04-21,50%,208587,26693,1915,522566,10929619,21716
2020-04-21,55%,241552.20000000007,30013.800000000007,2185.6000000000004,1153326.0000000005,13502580.400000006,22986.000000000007
2020-04-21,60%,266574,33360.600000000006,2384.2000000000016,1274962.8,14882550.600000001,24618.800000000003
2020-04-21,65%,288599,36547.4,2603.8000000000006,1356971.0000000002,15895657,27416
2020-04-21,70%,309238.4,39933,2851.4000000000005,1440142,16812760,34345.40000000001
2020-04-21,75%,342012,43103.000000000015,3169.000000000001,1512875.000000001,17784588,40797.00000000001
2020-04-21,80%,381906.60000000003,47161.200000000004,3567.2000000000007,1591258.4000000001,18670045.8,46681.600000000006
2020-04-21,85%,476460.4000000005,52922.8000000001,4480.200000000001,1662570,19625617.000000004,58581.80000000002
2020-04-21,90%,583937.6,59709.00000000002,5529,1735584.400000001,20717025,72003.40000000005
2020-04-21,95%,696399.5999999999,69837.79999999999,6586.199999999999,1852892.6,22345141,86591.79999999999
2020-04-21,97.5%,768565.3999999999,77642.2,7234.4,1927129.5999999996,23569771,94526.79999999999
2020-04-21,99%,837815.9199999999,86472.51999999993,7825.919999999998,2025733,25096121.03999999,102023.47999999997
2020-04-22,1%,50103.880000000005,8512.84,436,275869.36,5210033.4,4333.04
2020-04-22,2.5%,56546,9488.6,488,307020.4,5729336,4898.8
2020-04-22,5%,62195.8,10383,541,330993,6108394,5359.2
2020-04-22,10%,70509.8,11735.800000000001,618.2,362350,6692420,6104.2
2020-04-22,15%,82397.20000000001,13419.600000000002,720.8000000000001,385688,7169119.600000001,7101.2
2020-04-22,20%,115234.40000000002,15743.800000000001,1016,405617,7456148.6,10164.4
2020-04-22,25%,131490,17725,1164,421955,7780955,11722
2020-04-22,30%,144261.8,19488.4,1288,438984.8,8096717.4,13284.599999999999
2020-04-22,35%,156948.20000000004,21138.4,1425,456348.6000000001,8399353,16256.400000000001
2020-04-22,40%,173679.80000000002,22987.6,1579.8000000000002,477088,8925773.600000001,19379.4
2020-04-22,45%,192416.4,25101,1777.4,504703.80000000005,9664747,21288.600000000002
2020-04-22,50%,215980,28747,1973,585341,11728050,22788
2020-04-22,55%,245185.60000000003,32717.600000000006,2191,1272625.000000001,14756545,24199.2
2020-04-22,60%,267582.00000000006,36308.00000000001,2386,1403009.8000000003,16307541.600000001,25887
2020-04-22,65%,292265.4,39419.40000000001,2621.6000000000013,1494554,17371668.6,28706.40000000002
2020-04-22,70%,320760.4,42760,2908.800000000001,1583437.2000000002,18391566.200000003,37251.2
2020-04-22,75%,357890.00000000023,46198.00000000001,3320,1657100.0000000012,19450550,44065.00000000002
2020-04-22,80%,406333.0000000001,50244.00000000001,3789.800000000001,1744993,20406256,50568.8
2020-04-22,85%,509569.2000000002,57262.20000000004,4772.800000000003,1818640.8,21463357.6,63173.80000000003
2020-04-22,90%,623963.8000000004,65405.60000000004,5861.400000000003,1897418.200000001,22610870.60000001,77839.20000000007
2020-04-22,95%,746628.6,76666.99999999988,6994.799999999999,2012187.9999999998,24367085,93535.4
2020-04-22,97.5%,818964.7999999999,85550.2,7720.399999999995,2099217.9999999995,25682419,102127.4
2020-04-22,99%,892684.8799999999,94631.2799999999,8326.759999999995,2202886.5199999977,27334015,110282.99999999991
2020-04-23,1%,49784.4,8928.24,429.52,310519.04,5533240,4632.88
2020-04-23,2.5%,56034.8,9981.800000000001,482,347366.80000000005,6106973,5170.2
2020-04-23,5%,61631.8,10931,535.2,372817.2,6502738.2,5650.200000000001
2020-04-23,10%,69810.8,12373.800000000001,605,408779.39999999997,7116970,6444.2
2020-04-23,15%,81493.8,14291.8,707,434283,7609906.2,7502.6
2020-04-23,20%,115459.40000000001,16973.6,1008,456743.6,7921494.199999999,10774.6
2020-04-23,25%,132123,19142,1156,474599,8251610,12393
2020-04-23,30%,145699.4,21048.6,1287,494286.4,8591253.6,14044.2
2020-04-23,35%,162298.80000000002,22623.600000000002,1466,514174,8898201.600000001,17640.4
2020-04-23,40%,180560.40000000002,24400.6,1657.8000000000002,536738,9452512.200000001,20842.800000000003
2020-04-23,45%,203017.2,26824.199999999997,1863.4,565960,10235349.8,22870
2020-04-23,50%,224913,30974,2024,658923,12622229,24459
2020-04-23,55%,248627.40000000002,35397.2,2205.6000000000004,1404291.6,16188017.000000004,25950.600000000002
2020-04-23,60%,270914,39113.00000000001,2390,1538340.2,17896990.6,27790.800000000003
2020-04-23,65%,297284.40000000043,42500.80000000001,2636.8000000000006,1641809.2000000007,18998197.2,30619.600000000006
2020-04-23,70%,333283.60000000015,45637.8,3046.2000000000016,1733570.4000000001,20134822,40768.200000000004
2020-04-23,75%,379305,49163.00000000001,3536.000000000002,1818871,21241194.000000004,48162.000000000044
2020-04-23,80%,435394.4000000001,53720.40000000003,4070.6000000000004,1907291,22305208,55181.200000000026
2020-04-23,85%,545134.0000000005,61912.60000000005,5083.4000000000015,1983215.4000000004,23432729.600000005,69088.80000000002
2020-04-23,90%,670273.2000000003,71361.20000000003,6241,2065511,24689373.400000006,85400.60000000015
2020-04-23,95%,801511.2,84018.99999999997,7511.9999999999945,2184930.8,26509137.599999998,101966.19999999998
2020-04-23,97.5%,878512.2,93812.79999999999,8225,2280528.599999999,27919710,111339.6
2020-04-23,99%,953758.6799999997,103290.51999999996,8897.879999999997,2381017.7599999965,29755298,120202.35999999996
2020-04-24,1%,49848.880000000005,9372.439999999999,422,351891,5879615,4949.52
2020-04-24,2.5%,56100.8,10481.600000000002,476,391570.80000000005,6520012.8,5475
2020-04-24,5%,61570.4,11472.8,522,421475,6936610.6,6052.2
2020-04-24,10%,69712.6,12986.2,600.2,461886.8,7592722,6869.6
2020-04-24,15%,81090.6,15189.2,702.8000000000001,490080,8116635.6,7945
2020-04-24,20%,115675.6,18354.2,1001.8000000000002,516279,8437960.2,11427.2
2020-04-24,25%,132855,20643,1148,535400,8796386,13160
2020-04-24,30%,147384.19999999998,22612.6,1285.6,557642.7999999999,9157040.8,14950.8
2020-04-24,35%,168533.80000000005,24173.800000000003,1507.4000000000005,579811.8,9478550,18967.000000000007
2020-04-24,40%,191057.60000000003,26000.600000000002,1737,604393.6,10033169,22529.4
2020-04-24,45%,213751.6,28566.2,1932,636631,10840458,24676
2020-04-24,50%,232777,33140,2091,738380,13554788,26261
2020-04-24,55%,253883.40000000002,38187.20000000001,2246.6000000000004,1541666,17716547,28003.20000000001
2020-04-24,60%,275627,42099.2,2413,1683247.6,19584380.600000005,29979.800000000003
2020-04-24,65%,303139.2,45684.799999999996,2675.8000000000006,1796519,20773688,33088.8
2020-04-24,70%,350377.60000000003,48544.8,3200,1891441.2000000002,22068422.6,44560.80000000001
2020-04-24,75%,407529.00000000006,52497.000000000015,3788.000000000002,1980999,23214117,52772.00000000001
2020-04-24,80%,467030.80000000016,57405.000000000015,4324.000000000002,2074226,24364690.6,60223
2020-04-24,85%,585937.8000000007,66903.20000000003,5442.200000000004,2153951.4000000004,25573900,75557.60000000011
2020-04-24,90%,721253.6000000009,77906.20000000001,6718.600000000002,2240361,26949104,93675.00000000003
2020-04-24,95%,861353.9999999999,92185.4,7979.999999999993,2363936.9999999995,28815899,111441.4
2020-04-24,97.5%,943586.6,102698.19999999998,8777.599999999999,2465533,30303047,121632.19999999998
2020-04-24,99%,1020744.399999999,113024.55999999997,9471.55999999999,2569724,32361727.319999993,131588.39999999997
2020-04-25,1%,50403,9790.36,416.52,397561.76,6268788,5275.52
2020-04-25,2.5%,56452,10972.2,473.6,445325,6971744,5869.799999999999
2020-04-25,5%,61971,12001.8,521.6,479380.6,7406031.8,6490.8
2020-04-25,10%,70308.4,13587.2,594.2,524633.8,8117748,7338.200000000001
2020-04-25,15%,81911.80000000002,16045.2,693.8000000000001,555050,8684651,8539
2020-04-25,20%,116742.6,19664.6,993.4000000000001,583741,9026795,12284.2
2020-04-25,25%,134696,22093,1143,606113,9397477,14158
2020-04-25,30%,151051.59999999998,24166.6,1287,630528,9792269,15984.199999999999
2020-04-25,35%,175359.00000000006,25741.000000000004,1545.4000000000005,655002.4,10146896,20643.4
2020-04-25,40%,202958.2,27676.600000000002,1814,681029,10718104.8,24441.600000000006
2020-04-25,45%,225957.2,30423.200000000004,2014,715655.8,11541038.200000003,26668
2020-04-25,50%,243532,35349,2163,826221,14667055,28406
2020-04-25,55%,261801.2,40896.80000000001,2289.6000000000004,1685841,19420546.6,30350
2020-04-25,60%,282081.8,45133,2457,1835590.8000000003,21417864.000000004,32425.6
2020-04-25,65%,312868.60000000015,48727.2,2728.6000000000013,1955149,22747587.200000003,36001.600000000006
2020-04-25,70%,372565.20000000024,51863.200000000004,3432.4000000000005,2057274.8000000003,24131133,49074.4
2020-04-25,75%,439707.00000000064,55902.00000000001,4048.0000000000027,2148110.000000002,25376602.000000015,57829.00000000002
2020-04-25,80%,503580.2,61297.60000000002,4655.800000000001,2247656,26638233.800000004,65859.4
2020-04-25,85%,630952.0000000012,72403.40000000007,5805.000000000004,2325910.4,27937137.200000003,82626.40000000014
2020-04-25,90%,776667.6000000007,85059.40000000008,7157.400000000003,2417351.2000000016,29389630.200000014,102134.40000000004
2020-04-25,95%,929723.9999999995,100914.59999999998,8598,2538579.1999999997,31399480.799999993,121910.59999999995
2020-04-25,97.5%,1017309.5999999997,111742.79999999999,9390.999999999998,2653437,32903078,132332.99999999994
2020-04-25,99%,1098710.3599999999,122854.91999999988,10152.279999999995,2767139,35142155.47999999,143403.03999999986
2020-04-26,1%,51405,10207,428,453419,6722017,5695.52
2020-04-26,2.5%,57537.8,11480.8,485.8,509870.80000000005,7488319.2,6346.8
2020-04-26,5%,63154.2,12548.6,532.6,547351,7960562.200000001,7013.6
2020-04-26,10%,71624.2,14201.600000000002,609.2,597354,8731117,7921.6
2020-04-26,15%,83264.4,16863.8,706,632607,9303001.8,9225
2020-04-26,20%,119003.60000000002,21220.800000000003,1013,662615.6000000001,9710269.2,13236.800000000001
2020-04-26,25%,137822,23722,1177,688483,10099675,15330
2020-04-26,30%,154945.8,25799.2,1325,715124.8,10491271,17285.399999999998
2020-04-26,35%,182668,27561.2,1616.2000000000003,741777.4,10893711,22354.8
2020-04-26,40%,215302.6,29424.4,1925.8000000000002,768887,11452942.600000001,26564.2
2020-04-26,45%,238051,32358.2,2108.4,806852,12344480,29009.399999999998
2020-04-26,50%,256898,37706,2265,923330,15802343,30860
2020-04-26,55%,273060.60000000003,43856,2402.6000000000004,1851277.4000000004,21245039,32921
2020-04-26,60%,292490.20000000007,48111.6,2563.2000000000003,2003601,23396397.8,35262.2
2020-04-26,65%,325270.80000000005,51922.8,2855,2135949.2,24910276.400000002,39070.00000000001
2020-04-26,70%,401555.6000000001,55468,3707.4000000000005,2237859.6000000006,26373120.8,53642.80000000002
2020-04-26,75%,473917.00000000035,59065.00000000003,4390.000000000002,2327955.000000003,27710768.000000015,63226.00000000003
2020-04-26,80%,543348.0000000001,65553,5019.800000000003,2434106.2,29074740.6,71855.2
2020-04-26,85%,681239.2000000004,78131.80000000003,6292.600000000006,2518142.4,30466221,90637.6000000001
2020-04-26,90%,838732.8000000009,92891.80000000005,7757.0000000000055,2613826,31971377.800000027,112615.20000000016
2020-04-26,95%,1004716.9999999998,110231.59999999998,9245,2739953,34184175,133020.19999999995
2020-04-26,97.5%,1098163.2,121632.59999999995,10118.599999999999,2848299.4,35648904,144389
2020-04-26,99%,1183675.48,133628.35999999987,10927.839999999997,2974611.879999999,38119199.55999998,156088.3199999999
2020-04-27,1%,52983.16,10681.599999999999,453,518028,7285348,6218.52
2020-04-27,2.5%,59069.600000000006,12022.4,510.8,580073.4,8047006,6904.4
2020-04-27,5%,65089.6,13125.6,568,624246,8579823,7637.200000000001
2020-04-27,10%,73922.4,14855,639,679601.4,9437683,8655
2020-04-27,15%,85629.40000000001,17746.4,751.8000000000001,717767,10037676,10031.2
2020-04-27,20%,123091.4,22641.6,1063.2000000000003,750290,10468781,14468.2
2020-04-27,25%,142294,25429,1232,777441,10889440,16713
2020-04-27,30%,160546.6,27475.199999999997,1401,808791,11295460,18937
2020-04-27,35%,192768,29327.600000000002,1738.4000000000005,836072.4,11735659,24461.200000000004
2020-04-27,40%,230156.00000000003,31384.4,2066.8,864708,12338187,29042.600000000006
2020-04-27,45%,252607.6,34477.2,2270.4,907580,13227382.8,31661.8
2020-04-27,50%,271560,40160,2419,1026899,16727584,33778
2020-04-27,55%,287428.4000000001,46888.600000000006,2582.6000000000004,2016066,23308067.000000007,35898.8
2020-04-27,60%,306851.60000000003,51798.600000000006,2753.4000000000005,2182607,25624545.400000002,38449.200000000004
2020-04-27,65%,340574.2,55278.20000000001,3042.6000000000013,2317641.2,27218822,42448.600000000006
2020-04-27,70%,435522.0000000007,59011.4,4028.2000000000044,2425209,28748822.800000004,59024.00000000003
2020-04-27,75%,513576.0000000003,63165.000000000015,4790,2523296,30220175,69125.00000000004
2020-04-27,80%,587242.4,70076.4,5467.6,2628826,31733436.80000002,78383.80000000005
2020-04-27,85%,737131.2000000001,84420.80000000003,6869.800000000007,2711284,33154645,99135.80000000009
2020-04-27,90%,909598.0000000007,101446.6,8460.600000000002,2810860.8000000017,34796412.80000003,123266.00000000015
2020-04-27,95%,1087755.4,120205.99999999997,10073.799999999996,2944389,37192367.6,145016.19999999995
2020-04-27,97.5%,1187396.5999999999,132709.59999999998,11033,3059260.599999999,38637084,157465.19999999998
2020-04-27,99%,1279163.7999999993,145641.39999999997,11890.799999999996,3182756,41292228.47999996,169421.63999999998
2020-04-28,1%,55364.68,11172.64,486,590944.9199999999,7897507.279999999,6828.88
2020-04-28,2.5%,61736.4,12578.4,541.8,652962,8740726.200000001,7616.8
2020-04-28,5%,67949.20000000001,13740.6,600,707585.6000000001,9311685.8,8433.400000000001
2020-04-28,10%,77110.8,15510.800000000001,678,767979.3999999999,10226841,9554.800000000001
2020-04-28,15%,89400.20000000001,18528.4,788.8000000000001,811134,10872737,10989
2020-04-28,20%,128772.6,24119.600000000002,1134.8000000000002,845978.4,11312441.8,15848.000000000002
2020-04-28,25%,148519,27247,1304,874052,11778132,18369
2020-04-28,30%,167277.2,29164,1480.6,909615.8,12220327.399999999,20851.4
2020-04-28,35%,206277.2,31335.00000000001,1885,936326,12668358,26849.4
2020-04-28,40%,245101.80000000002,33561.40000000001,2236,969215.4,13250542,31985.4
2020-04-28,45%,268990,36892.2,2443,1015213.2,14230055.8,34805.2
2020-04-28,50%,288385,42827,2605,1139628,17756999,37116
2020-04-28,55%,305172.60000000003,50099.600000000006,2767.6000000000004,2184501.6,25453289,39408
2020-04-28,60%,325264.4,55218.600000000006,2957.2000000000003,2362068.6,28043122,42122
2020-04-28,65%,360908.0000000001,58817.600000000006,3274.400000000002,2500459.4,29744249.800000012,46368.20000000001
2020-04-28,70%,472831.4,63195.20000000001,4427.000000000003,2608356.6000000006,31350130,64294.60000000009
2020-04-28,75%,558698.0000000002,67647.00000000004,5230.000000000007,2708589.0000000005,32970929.000000015,75544.00000000001
2020-04-28,80%,636976.8000000002,75409.60000000002,5965.400000000003,2819496.8000000003,34588290,85466.60000000002
2020-04-28,85%,802829.8,91409.80000000003,7489.600000000002,2903102,36050040,108533.80000000006
2020-04-28,90%,989309.2000000004,110687.40000000005,9267.600000000008,3007739,37780458,135026.60000000006
2020-04-28,95%,1177016.5999999994,131187.59999999998,11023.599999999999,3143343,40392935,158874.19999999995
2020-04-28,97.5%,1283328.6,144920.2,12011.799999999996,3257086.8,41880686,172003
2020-04-28,99%,1384464.1599999992,158515.36,13007.919999999998,3401117.4399999995,44657758.11999993,184597.9999999998
2020-04-29,1%,58721.08,11732.2,518.52,672280,8580940.16,7581.6
2020-04-29,2.5%,65181.799999999996,13175.8,580,737543.6,9500747.6,8508.6
2020-04-29,5%,72056,14383.8,639,796365,10136376.6,9412
2020-04-29,10%,81423.6,16240.600000000002,724.2,864102.6000000001,11081601.399999999,10657.8
2020-04-29,15%,94594.6,19361.000000000004,847.8000000000001,911756,11799522.600000001,12283.000000000005
2020-04-29,20%,136522.80000000002,25696.800000000003,1209,947706,12261368,17727
2020-04-29,25%,156986,29005,1400,977070,12764892,20500
2020-04-29,30%,177065.59999999998,31130.999999999996,1578.6,1014198,13244299.6,23178.199999999997
2020-04-29,35%,221838.20000000007,33470.80000000001,2037.0000000000014,1044734,13704223,29693.2
2020-04-29,40%,263988,36128,2402,1075857,14316896.400000002,35443.6
2020-04-29,45%,288939,39512.8,2630.8,1124847,15299150.8,38578
2020-04-29,50%,309394,45536,2814,1251755,18996029,41067
2020-04-29,55%,327530.2,53229.20000000001,2995.6000000000004,2361559.4000000013,27825638.2,43625
2020-04-29,60%,349033.8,58717,3204.2000000000003,2540056.8,30615481.4,46398.00000000001
2020-04-29,65%,383738.4,62885,3531.8000000000006,2683743.8,32428318,51061.200000000004
2020-04-29,70%,515616.40000000014,67285.80000000002,4820.600000000002,2796813.8,34171194.4,70645.80000000008
2020-04-29,75%,607756.0000000002,72687.00000000004,5724.0000000000055,2894124.000000001,35871335,82842.00000000001
2020-04-29,80%,691521.6000000001,81160.6,6505.600000000004,3006883,37558636.400000006,93377.40000000002
2020-04-29,85%,873339.8000000003,99444.00000000009,8167.600000000002,3093922,39113777.40000002,119296.4
2020-04-29,90%,1079885.0000000002,120663.00000000003,10164.600000000002,3196018.4000000004,40960695.60000007,148164.40000000008
2020-04-29,95%,1280927.7999999998,143176.9999999999,12057.999999999998,3335158.8,43700119,174006.79999999993
2020-04-29,97.5%,1396164.4,158154.4,13106.4,3447427,45260496,187972.19999999995
2020-04-29,99%,1503730.9599999995,172683.11999999994,14107.759999999995,3596037.52,48205286.599999905,201145.8
2020-04-30,1%,63079.479999999996,12315,557,763161.16,9351697.68,8563.2
2020-04-30,2.5%,69824.40000000001,13771.2,624.8,828168,10383776,9504.4
2020-04-30,5%,77389.4,15076.8,690,894624,11050543.2,10567.6
2020-04-30,10%,87471.6,17013,779,966870,12054823,12003.6
2020-04-30,15%,101114.4,20293,903.6000000000001,1017950.6,12826481,13739.400000000001
2020-04-30,20%,146551.2,27338.6,1293.8000000000002,1054002.2,13317822,19909.600000000006
2020-04-30,25%,168165,30937,1508,1086835,13861302,23049
2020-04-30,30%,190271.8,33207.6,1705.6,1122752,14372720.8,25973.199999999997
2020-04-30,35%,242002.60000000003,35685.20000000001,2195.600000000001,1154209.4,14874597,32932.000000000015
2020-04-30,40%,286454.8,38726.6,2619.8,1188873,15456417.000000002,39349.600000000006
2020-04-30,45%,312992.8,42522.8,2860.8,1235689,16514220,42772
2020-04-30,50%,334257,48729,3049,1368744,20329639,45637
2020-04-30,55%,353930.6000000001,56737.200000000004,3245,2530287.2000000016,30363894.800000027,48371.2
2020-04-30,60%,377561.2,62429.200000000026,3476.2000000000003,2713854.6,33332598.000000007,51329.8
2020-04-30,65%,414996.4000000001,67271.40000000001,3850.8000000000006,2865250.2000000007,35320337,56112.80000000003
2020-04-30,70%,564523.2000000002,71879.20000000001,5283.800000000001,2977852.8000000007,37134199,77733.80000000002
2020-04-30,75%,661964.0000000005,78442.00000000004,6244.000000000003,3076097,38961269.00000001,90373.00000000003
2020-04-30,80%,752724.8000000002,87671.6,7095.200000000001,3190102,40718206.6,101729.80000000005
2020-04-30,85%,952359.8000000003,108483.00000000004,8935.200000000008,3280968,42412231.800000004,131509.20000000022
2020-04-30,90%,1180054.2000000002,131679.60000000003,11114.000000000005,3385346.8000000003,44338539.800000004,162611.0000000001
2020-04-30,95%,1394369,156370.59999999986,13193.199999999995,3514811,47203199,190427
2020-04-30,97.5%,1513782.8,172913.39999999997,14295,3622913,48844676,204704.8
2020-04-30,99%,1631744.4799999963,187834.23999999982,15401.599999999991,3782230.1999999974,51989807.99999999,218099.99999999994
2020-05-01,1%,68288.8,12938.2,605,858536.8,10217129.8,9605.04
2020-05-01,2.5%,75975.8,14430.6,677.8,926655,11293713,10691.4
2020-05-01,5%,84038.4,15817.400000000001,751,999776,12027027,11931
2020-05-01,10%,94958,17878.4,851.2,1076320,13131342.8,13531
2020-05-01,15%,109436.40000000001,21303.6,983.8000000000001,1126956,13959511.399999999,15327.200000000008
2020-05-01,20%,158665.4,29005.6,1418.8000000000002,1163115.8,14494204,22507.2
2020-05-01,25%,182660,32828,1636,1202323,15077883,25952
2020-05-01,30%,206406.99999999997,35438.8,1849.6,1234176,15585783,29147.799999999996
2020-05-01,35%,263516.0000000001,38207.2,2406.600000000002,1269989,16116994,36518
2020-05-01,40%,312481,41647.8,2863,1306876,16777373,43578.2
2020-05-01,45%,340544.6,45568.8,3116,1354545,17850787.400000002,47296.8
2020-05-01,50%,363285,52226,3314,1492943,21759343,50605
2020-05-01,55%,385319,60539.600000000006,3537,2712594.2000000016,33079763.800000012,53374.200000000004
2020-05-01,60%,409690.60000000003,66594.8,3787.2000000000003,2892997,36242232.4,56655.799999999996
2020-05-01,65%,451561.40000000026,71611.40000000001,4178.000000000004,3047375.6000000006,38339210.60000001,61983.00000000001
2020-05-01,70%,616596.2000000004,77026.2,5790.800000000004,3162635,40292411.599999994,84894.80000000003
2020-05-01,75%,722922.0000000001,84606.00000000006,6831,3267087,42234827,98700.00000000004
2020-05-01,80%,819898.4000000003,94796.40000000002,7726.200000000001,3371838.2,44109503,110146
2020-05-01,85%,1037662.2000000009,118052.00000000007,9807.60000000001,3467986,45862437.8,144521.40000000008
2020-05-01,90%,1291282.4000000004,144025.40000000002,12177.800000000001,3575247,47829644,177993.60000000006
2020-05-01,95%,1518327.3999999994,170955.99999999997,14387.199999999997,3700363,50871234.6,206845.39999999997
2020-05-01,97.5%,1644955.7999999998,188194.79999999993,15573.199999999999,3810721.3999999994,52596220,221746.39999999997
2020-05-01,99%,1768171.04,204627.99999999994,16684.799999999974,3964184,55845869.559999995,236528.55999999994
2020-05-02,1%,74862.48,13627.48,672.04,962821.8,11194650.96,10872.16
2020-05-02,2.5%,83439.8,15134.4,750,1043326.8,12359230.400000002,12151.8
2020-05-02,5%,92129,16687.8,825.6,1124038,13157029,13464.2
2020-05-02,10%,104111.79999999999,18795.6,936,1200667.4,14352680,15238.4
2020-05-02,15%,119690.80000000002,22347.800000000003,1079,1253583,15232151,17307.4
2020-05-02,20%,173847.40000000002,30874.200000000004,1546.8000000000002,1289813,15782499,25456.000000000007
2020-05-02,25%,200517,34797,1802,1332235,16421481,29281
2020-05-02,30%,226699.2,37801.399999999994,2038,1365791.7999999998,16968585.4,32706.399999999998
2020-05-02,35%,289103.6000000001,40963.8,2638.800000000001,1403234.2000000002,17509676,40626.40000000001
2020-05-02,40%,342596.6,44903.6,3137,1442214,18236119.400000002,48176.200000000004
2020-05-02,45%,373135.2,48950.4,3415.4,1489473.8,19301006.4,52498.8
2020-05-02,50%,398188,55828,3642,1630925,23301721,55964
2020-05-02,55%,421486.4,64661.6,3875.800000000001,2962312,36066215.800000004,58791.600000000006
2020-05-02,60%,447881.6,70612.6,4140.200000000001,3147591.4000000004,39418002.20000001,62630.8
2020-05-02,65%,491977.20000000007,76533.40000000004,4566.600000000001,3307218.4000000004,41650103,68476.80000000002
2020-05-02,70%,674083.4000000001,82607.40000000002,6336.200000000002,3429586.8,43689798,92307.4
2020-05-02,75%,789930.0000000001,91489.00000000001,7456.000000000001,3535841.0000000005,45701408.000000045,107089.00000000001
2020-05-02,80%,891056.2000000002,102291.00000000001,8420.800000000001,3638810,47787631,119328.20000000001
2020-05-02,85%,1135078.2000000002,128916.80000000003,10676.400000000005,3739563,49593757,158415.4000000007
2020-05-02,90%,1411063.0000000016,157133.00000000003,13302.400000000009,3859159,51672719.800000034,193727.4000000001
2020-05-02,95%,1657263.9999999995,186263.19999999984,15708.199999999997,3975139.799999999,54941198,223981.5999999999
2020-05-02,97.5%,1792680.2,205156.99999999997,16913.199999999997,4095836.1999999997,56694844,239220.39999999997
2020-05-02,99%,1919076.8399999996,222615.35999999993,18185.879999999986,4263312,59871915,254483.5999999998
2020-05-03,1%,82774.88,14357.880000000001,736.56,1082898.04,12303995,12404.8
2020-05-03,2.5%,92523.4,16031.6,831.8,1166387.8,13496003,13808
2020-05-03,5%,102039,17639.6,913.6,1254270,14424562.6,15309
2020-05-03,10%,115461.6,19841.4,1039,1333238.4000000001,15701422,17295.4
2020-05-03,15%,131492.6,23519.6,1194.6000000000001,1387012,16644316.200000001,19463.600000000002
2020-05-03,20%,192276.6,32655.199999999997,1733.4,1426364.6,17241018.6,28878.4
2020-05-03,25%,222200,37077,2006,1470822,17897669,33177
2020-05-03,30%,249904.59999999998,40422.8,2253.6,1504978,18478259,36899
2020-05-03,35%,316934.0000000001,43979.600000000006,2911.2000000000003,1540844.6,19048677,45016.200000000026
2020-05-03,40%,377033.2,48561.4,3472.4000000000005,1585810,19815480,53562.00000000001
2020-05-03,45%,410355,53167.8,3783.4,1630439.4000000001,20920714.800000004,58258.2
2020-05-03,50%,437709,59818,4028,1773654,24954886,61798
2020-05-03,55%,463319.4,69000.40000000001,4280,3245887.6000000015,39337497.600000024,65301.8
2020-05-03,60%,492167.00000000006,75120.6,4543.200000000001,3442650,42851452,69762.6
2020-05-03,65%,539180.8,81853.20000000001,4998.4000000000015,3607626.4000000004,45273496,76533.40000000002
2020-05-03,70%,738749,89196.00000000003,6951.600000000005,3738304.6,47436599.40000001,100172.40000000002
