location,target_id,quantile,value,location_id,type
Oregon,6 day ahead inc,NA,3.485,41,point
Oregon,7 day ahead inc,NA,3.399,41,point
Oklahoma,1 day ahead inc,NA,10.372,40,point
Oklahoma,2 day ahead inc,NA,11.111,40,point
Oklahoma,3 day ahead inc,NA,13.166,40,point
Oklahoma,4 day ahead inc,NA,14.832,40,point
Oklahoma,5 day ahead inc,NA,15.378,40,point
Oklahoma,6 day ahead inc,NA,16.772,40,point
Oklahoma,7 day ahead inc,NA,19.099,40,point
Ohio,1 day ahead inc,NA,25.285,39,point
Ohio,2 day ahead inc,NA,27.359,39,point
Ohio,3 day ahead inc,NA,27.761,39,point
Ohio,4 day ahead inc,NA,28.599,39,point
Ohio,5 day ahead inc,NA,28.891,39,point
Ohio,6 day ahead inc,NA,28.916,39,point
Ohio,7 day ahead inc,NA,29.396,39,point
North Dakota,1 day ahead inc,NA,11.653,38,point
North Dakota,2 day ahead inc,NA,10.83,38,point
North Dakota,3 day ahead inc,NA,15.493,38,point
North Dakota,4 day ahead inc,NA,12.75,38,point
North Dakota,5 day ahead inc,NA,11.706,38,point
North Dakota,6 day ahead inc,NA,14.07,38,point
North Dakota,7 day ahead inc,NA,15.59,38,point
North Carolina,1 day ahead inc,NA,12.221,37,point
North Carolina,2 day ahead inc,NA,15.013,37,point
North Carolina,3 day ahead inc,NA,16.982,37,point
North Carolina,4 day ahead inc,NA,19.346,37,point
North Carolina,5 day ahead inc,NA,22.818,37,point
North Carolina,6 day ahead inc,NA,23.461,37,point
North Carolina,7 day ahead inc,NA,25.811,37,point
New York,1 day ahead inc,NA,784.355,36,point
New York,2 day ahead inc,NA,806.229,36,point
New York,3 day ahead inc,NA,829.58,36,point
New York,4 day ahead inc,NA,877.738,36,point
New York,5 day ahead inc,NA,847.85,36,point
New York,6 day ahead inc,NA,864.505,36,point
New York,7 day ahead inc,NA,873.254,36,point
New Mexico,1 day ahead inc,NA,5.988,35,point
New Mexico,2 day ahead inc,NA,6.816,35,point
New Mexico,3 day ahead inc,NA,8.067,35,point
New Mexico,4 day ahead inc,NA,9.975,35,point
New Mexico,5 day ahead inc,NA,10.558,35,point
New Mexico,6 day ahead inc,NA,12.763,35,point
New Mexico,7 day ahead inc,NA,15.919,35,point
New Jersey,1 day ahead inc,NA,246.924,34,point
New Jersey,2 day ahead inc,NA,282.095,34,point
New Jersey,3 day ahead inc,NA,328.748,34,point
New Jersey,4 day ahead inc,NA,365.916,34,point
New Jersey,5 day ahead inc,NA,432.981,34,point
New Jersey,6 day ahead inc,NA,447.488,34,point
New Jersey,7 day ahead inc,NA,493.722,34,point
New Hampshire,1 day ahead inc,NA,0.298,33,point
New Hampshire,2 day ahead inc,NA,0.437,33,point
New Hampshire,3 day ahead inc,NA,0.611,33,point
New Hampshire,4 day ahead inc,NA,0.782,33,point
New Hampshire,5 day ahead inc,NA,0.882,33,point
New Hampshire,6 day ahead inc,NA,1.106,33,point
New Hampshire,7 day ahead inc,NA,1.275,33,point
Nevada,1 day ahead inc,NA,16.564,32,point
Nevada,2 day ahead inc,NA,19.864,32,point
Nevada,3 day ahead inc,NA,21.521,32,point
Nevada,4 day ahead inc,NA,24.309,32,point
Nevada,5 day ahead inc,NA,27.414,32,point
Nevada,6 day ahead inc,NA,31.741,32,point
Nevada,7 day ahead inc,NA,34.743,32,point
Nebraska,1 day ahead inc,NA,2.653,31,point
Nebraska,2 day ahead inc,NA,3.415,31,point
Nebraska,3 day ahead inc,NA,4.029,31,point
Nebraska,4 day ahead inc,NA,4.518,31,point
Nebraska,5 day ahead inc,NA,5.349,31,point
Nebraska,6 day ahead inc,NA,6.307,31,point
Nebraska,7 day ahead inc,NA,6.818,31,point
Montana,1 day ahead inc,NA,0.175,30,point
Montana,2 day ahead inc,NA,0.264,30,point
Montana,3 day ahead inc,NA,0.375,30,point
Montana,4 day ahead inc,NA,0.493,30,point
Montana,5 day ahead inc,NA,0.612,30,point
Montana,6 day ahead inc,NA,0.637,30,point
Montana,7 day ahead inc,NA,0.769,30,point
Missouri,1 day ahead inc,NA,4.786,29,point
Missouri,2 day ahead inc,NA,5.295,29,point
Missouri,3 day ahead inc,NA,5.733,29,point
Missouri,4 day ahead inc,NA,6.198,29,point
Missouri,5 day ahead inc,NA,6.618,29,point
Missouri,6 day ahead inc,NA,7.75,29,point
Missouri,7 day ahead inc,NA,7.88,29,point
Mississippi,1 day ahead inc,NA,5.427,28,point
Mississippi,2 day ahead inc,NA,6.146,28,point
Mississippi,3 day ahead inc,NA,6.368,28,point
Mississippi,4 day ahead inc,NA,5.854,28,point
Mississippi,5 day ahead inc,NA,6.579,28,point
Mississippi,6 day ahead inc,NA,6.838,28,point
Mississippi,7 day ahead inc,NA,6.79,28,point
Minnesota,1 day ahead inc,NA,6.905,27,point
Minnesota,2 day ahead inc,NA,8.427,27,point
Minnesota,3 day ahead inc,NA,8.93,27,point
Minnesota,4 day ahead inc,NA,10.091,27,point
Minnesota,5 day ahead inc,NA,11.407,27,point
Minnesota,6 day ahead inc,NA,12.064,27,point
Minnesota,7 day ahead inc,NA,13.255,27,point
Michigan,1 day ahead inc,NA,155.046,26,point
Michigan,2 day ahead inc,NA,167.371,26,point
Michigan,3 day ahead inc,NA,188.361,26,point
Michigan,4 day ahead inc,NA,190.247,26,point
Michigan,5 day ahead inc,NA,183.673,26,point
Michigan,6 day ahead inc,NA,181.121,26,point
Michigan,7 day ahead inc,NA,177.37,26,point
Massachusetts,1 day ahead inc,NA,89.681,25,point
Massachusetts,2 day ahead inc,NA,113.714,25,point
Massachusetts,3 day ahead inc,NA,137.919,25,point
Massachusetts,4 day ahead inc,NA,155.725,25,point
Massachusetts,5 day ahead inc,NA,178.667,25,point
Massachusetts,6 day ahead inc,NA,197.421,25,point
Massachusetts,7 day ahead inc,NA,226.943,25,point
Maryland,1 day ahead inc,NA,25.902,24,point
Maryland,2 day ahead inc,NA,31.495,24,point
Maryland,3 day ahead inc,NA,39.172,24,point
Maryland,4 day ahead inc,NA,45.645,24,point
Maryland,5 day ahead inc,NA,54.579,24,point
Maryland,6 day ahead inc,NA,65.701,24,point
Maryland,7 day ahead inc,NA,75.108,24,point
Maine,1 day ahead inc,NA,2.565,23,point
Maine,2 day ahead inc,NA,3.204,23,point
Maine,3 day ahead inc,NA,3.427,23,point
Maine,4 day ahead inc,NA,4.049,23,point
Maine,5 day ahead inc,NA,4.259,23,point
Maine,6 day ahead inc,NA,4.661,23,point
Maine,7 day ahead inc,NA,4.907,23,point
Louisiana,1 day ahead inc,NA,42.765,22,point
Louisiana,2 day ahead inc,NA,39.688,22,point
Louisiana,3 day ahead inc,NA,33.586,22,point
Louisiana,4 day ahead inc,NA,31.967,22,point
Louisiana,5 day ahead inc,NA,28.129,22,point
Louisiana,6 day ahead inc,NA,24.472,22,point
Louisiana,7 day ahead inc,NA,19.751,22,point
Kentucky,1 day ahead inc,NA,11.029,21,point
Kentucky,2 day ahead inc,NA,12.427,21,point
Kentucky,3 day ahead inc,NA,14.674,21,point
Kentucky,4 day ahead inc,NA,17.368,21,point
Kentucky,5 day ahead inc,NA,19.095,21,point
Kentucky,6 day ahead inc,NA,22.262,21,point
Kentucky,7 day ahead inc,NA,25.764,21,point
Kansas,1 day ahead inc,NA,3.798,20,point
Kansas,2 day ahead inc,NA,4.136,20,point
Kansas,3 day ahead inc,NA,4.712,20,point
Kansas,4 day ahead inc,NA,5.276,20,point
Kansas,5 day ahead inc,NA,5.748,20,point
Kansas,6 day ahead inc,NA,6.426,20,point
Kansas,7 day ahead inc,NA,7.086,20,point
Iowa,1 day ahead inc,NA,3.721,19,point
Iowa,2 day ahead inc,NA,3.894,19,point
Iowa,3 day ahead inc,NA,4.312,19,point
Iowa,4 day ahead inc,NA,5.191,19,point
Iowa,5 day ahead inc,NA,5.671,19,point
Iowa,6 day ahead inc,NA,6.077,19,point
Iowa,7 day ahead inc,NA,6.645,19,point
Indiana,1 day ahead inc,NA,32.398,18,point
Indiana,2 day ahead inc,NA,38.333,18,point
Indiana,3 day ahead inc,NA,41.137,18,point
Indiana,4 day ahead inc,NA,51.119,18,point
Indiana,5 day ahead inc,NA,57.727,18,point
Indiana,6 day ahead inc,NA,63.368,18,point
Indiana,7 day ahead inc,NA,65.477,18,point
Illinois,1 day ahead inc,NA,82.096,17,point
Illinois,2 day ahead inc,NA,93.996,17,point
Illinois,3 day ahead inc,NA,119.038,17,point
Illinois,4 day ahead inc,NA,129.564,17,point
Illinois,5 day ahead inc,NA,136.928,17,point
Illinois,6 day ahead inc,NA,156.4,17,point
Illinois,7 day ahead inc,NA,207.544,17,point
Idaho,1 day ahead inc,NA,2.006,16,point
Idaho,2 day ahead inc,NA,2.149,16,point
Idaho,3 day ahead inc,NA,2.243,16,point
Idaho,4 day ahead inc,NA,2.698,16,point
Idaho,5 day ahead inc,NA,2.656,16,point
Idaho,6 day ahead inc,NA,2.758,16,point
Idaho,7 day ahead inc,NA,2.966,16,point
Hawaii,1 day ahead inc,NA,1.406,15,point
Hawaii,2 day ahead inc,NA,2.48,15,point
Hawaii,3 day ahead inc,NA,3.753,15,point
Hawaii,4 day ahead inc,NA,5.044,15,point
Hawaii,5 day ahead inc,NA,8.336,15,point
Hawaii,6 day ahead inc,NA,12.235,15,point
Hawaii,7 day ahead inc,NA,17.427,15,point
Georgia,1 day ahead inc,NA,48.525,13,point
Georgia,2 day ahead inc,NA,52.488,13,point
Georgia,3 day ahead inc,NA,57.696,13,point
Georgia,4 day ahead inc,NA,62.873,13,point
Georgia,5 day ahead inc,NA,73.402,13,point
Georgia,6 day ahead inc,NA,79.227,13,point
Georgia,7 day ahead inc,NA,84.918,13,point
Florida,1 day ahead inc,NA,53.698,12,point
Florida,2 day ahead inc,NA,63.115,12,point
Florida,3 day ahead inc,NA,72.877,12,point
Florida,4 day ahead inc,NA,82.761,12,point
Florida,5 day ahead inc,NA,93.798,12,point
Florida,6 day ahead inc,NA,111.082,12,point
Florida,7 day ahead inc,NA,125.139,12,point
District of Columbia,1 day ahead inc,NA,2.108,11,point
District of Columbia,2 day ahead inc,NA,2.123,11,point
District of Columbia,3 day ahead inc,NA,2.028,11,point
District of Columbia,4 day ahead inc,NA,1.965,11,point
District of Columbia,5 day ahead inc,NA,2.026,11,point
District of Columbia,6 day ahead inc,NA,1.937,11,point
District of Columbia,7 day ahead inc,NA,1.902,11,point
Delaware,1 day ahead inc,NA,2.683,10,point
Delaware,2 day ahead inc,NA,2.498,10,point
Delaware,3 day ahead inc,NA,2.501,10,point
Delaware,4 day ahead inc,NA,2.507,10,point
Delaware,5 day ahead inc,NA,2.413,10,point
Delaware,6 day ahead inc,NA,2.468,10,point
Delaware,7 day ahead inc,NA,2.098,10,point
Connecticut,1 day ahead inc,NA,49.798,9,point
Connecticut,2 day ahead inc,NA,57.898,9,point
Connecticut,3 day ahead inc,NA,65.448,9,point
Connecticut,4 day ahead inc,NA,74.347,9,point
Connecticut,5 day ahead inc,NA,88.816,9,point
Connecticut,6 day ahead inc,NA,87.492,9,point
Connecticut,7 day ahead inc,NA,110.203,9,point
Colorado,1 day ahead inc,NA,13.781,8,point
Colorado,2 day ahead inc,NA,13.452,8,point
Colorado,3 day ahead inc,NA,13.348,8,point
Colorado,4 day ahead inc,NA,12.92,8,point
Colorado,5 day ahead inc,NA,12.065,8,point
Colorado,6 day ahead inc,NA,11.993,8,point
Colorado,7 day ahead inc,NA,10.475,8,point
California,1 day ahead inc,NA,43.202,6,point
California,2 day ahead inc,NA,47.517,6,point
California,3 day ahead inc,NA,50.514,6,point
California,4 day ahead inc,NA,51.546,6,point
California,5 day ahead inc,NA,58.167,6,point
California,6 day ahead inc,NA,55.319,6,point
California,7 day ahead inc,NA,57.996,6,point
Arkansas,1 day ahead inc,NA,3.237,5,point
Arkansas,2 day ahead inc,NA,3.779,5,point
Arkansas,3 day ahead inc,NA,3.916,5,point
Arkansas,4 day ahead inc,NA,4.76,5,point
Arkansas,5 day ahead inc,NA,4.857,5,point
Arkansas,6 day ahead inc,NA,4.94,5,point
Arkansas,7 day ahead inc,NA,5.616,5,point
Arizona,1 day ahead inc,NA,7.882,4,point
Arizona,2 day ahead inc,NA,8.458,4,point
Arizona,3 day ahead inc,NA,9.43,4,point
Arizona,4 day ahead inc,NA,10.372,4,point
Arizona,5 day ahead inc,NA,10.838,4,point
Arizona,6 day ahead inc,NA,11.221,4,point
Arizona,7 day ahead inc,NA,12.121,4,point
Alaska,1 day ahead inc,NA,11.199,2,point
Alaska,2 day ahead inc,NA,13.603,2,point
Alaska,3 day ahead inc,NA,14.023,2,point
Alaska,4 day ahead inc,NA,12.505,2,point
Alaska,5 day ahead inc,NA,16.222,2,point
Alaska,6 day ahead inc,NA,11.904,2,point
Alaska,7 day ahead inc,NA,17.112,2,point
Alabama,1 day ahead inc,NA,16.399,1,point
Alabama,2 day ahead inc,NA,18.499,1,point
Alabama,3 day ahead inc,NA,20.517,1,point
Alabama,4 day ahead inc,NA,22.035,1,point
Alabama,5 day ahead inc,NA,22.809,1,point
Alabama,6 day ahead inc,NA,26.305,1,point
Alabama,7 day ahead inc,NA,29.003,1,point
Wyoming,1 day ahead inc,0.025,0,56,quantile
Wyoming,2 day ahead inc,0.025,0,56,quantile
Wyoming,3 day ahead inc,0.025,0,56,quantile
Wyoming,4 day ahead inc,0.025,0,56,quantile
Wyoming,5 day ahead inc,0.025,0,56,quantile
Wyoming,6 day ahead inc,0.025,0,56,quantile
Wyoming,7 day ahead inc,0.025,0,56,quantile
Wisconsin,1 day ahead inc,0.025,4,55,quantile
Wisconsin,2 day ahead inc,0.025,4,55,quantile
Wisconsin,3 day ahead inc,0.025,4,55,quantile
Wisconsin,4 day ahead inc,0.025,3,55,quantile
Wisconsin,5 day ahead inc,0.025,3,55,quantile
Wisconsin,6 day ahead inc,0.025,3,55,quantile
Wisconsin,7 day ahead inc,0.025,3,55,quantile
West Virginia,1 day ahead inc,0.025,0,54,quantile
West Virginia,2 day ahead inc,0.025,0,54,quantile
West Virginia,3 day ahead inc,0.025,0,54,quantile
West Virginia,4 day ahead inc,0.025,0,54,quantile
West Virginia,5 day ahead inc,0.025,0,54,quantile
West Virginia,6 day ahead inc,0.025,0,54,quantile
West Virginia,7 day ahead inc,0.025,0,54,quantile
Washington,1 day ahead inc,0.025,11,53,quantile
Washington,2 day ahead inc,0.025,11,53,quantile
Washington,3 day ahead inc,0.025,11,53,quantile
Washington,4 day ahead inc,0.025,10,53,quantile
Washington,5 day ahead inc,0.025,9,53,quantile
Washington,6 day ahead inc,0.025,9,53,quantile
Washington,7 day ahead inc,0.025,8,53,quantile
Virginia,1 day ahead inc,0.025,4,51,quantile
Virginia,2 day ahead inc,0.025,5,51,quantile
Virginia,3 day ahead inc,0.025,5,51,quantile
Virginia,4 day ahead inc,0.025,5,51,quantile
Virginia,5 day ahead inc,0.025,7,51,quantile
Virginia,6 day ahead inc,0.025,6,51,quantile
Virginia,7 day ahead inc,0.025,6,51,quantile
Vermont,1 day ahead inc,0.025,0,50,quantile
Vermont,2 day ahead inc,0.025,0,50,quantile
Vermont,3 day ahead inc,0.025,0,50,quantile
Vermont,4 day ahead inc,0.025,0,50,quantile
Vermont,5 day ahead inc,0.025,0,50,quantile
Vermont,6 day ahead inc,0.025,0,50,quantile
Vermont,7 day ahead inc,0.025,0,50,quantile
Utah,1 day ahead inc,0.025,0,49,quantile
Utah,2 day ahead inc,0.025,0,49,quantile
Utah,3 day ahead inc,0.025,0,49,quantile
Utah,4 day ahead inc,0.025,0,49,quantile
Utah,5 day ahead inc,0.025,0,49,quantile
Utah,6 day ahead inc,0.025,0,49,quantile
Utah,7 day ahead inc,0.025,0,49,quantile
Texas,1 day ahead inc,0.025,5,48,quantile
Texas,2 day ahead inc,0.025,8,48,quantile
Texas,3 day ahead inc,0.025,9,48,quantile
Texas,4 day ahead inc,0.025,10,48,quantile
Texas,5 day ahead inc,0.025,10,48,quantile
Texas,6 day ahead inc,0.025,10.975,48,quantile
Texas,7 day ahead inc,0.025,10,48,quantile
Tennessee,1 day ahead inc,0.025,2,47,quantile
Tennessee,2 day ahead inc,0.025,2,47,quantile
Tennessee,3 day ahead inc,0.025,4,47,quantile
Tennessee,4 day ahead inc,0.025,5,47,quantile
Tennessee,5 day ahead inc,0.025,5,47,quantile
Tennessee,6 day ahead inc,0.025,6,47,quantile
Tennessee,7 day ahead inc,0.025,4.975,47,quantile
South Dakota,1 day ahead inc,0.025,0,46,quantile
South Dakota,2 day ahead inc,0.025,0,46,quantile
South Dakota,3 day ahead inc,0.025,0,46,quantile
South Dakota,4 day ahead inc,0.025,0,46,quantile
South Dakota,5 day ahead inc,0.025,0,46,quantile
South Dakota,6 day ahead inc,0.025,0,46,quantile
South Dakota,7 day ahead inc,0.025,0,46,quantile
South Carolina,1 day ahead inc,0.025,2,45,quantile
South Carolina,2 day ahead inc,0.025,2,45,quantile
South Carolina,3 day ahead inc,0.025,2,45,quantile
South Carolina,4 day ahead inc,0.025,2,45,quantile
South Carolina,5 day ahead inc,0.025,2,45,quantile
South Carolina,6 day ahead inc,0.025,2,45,quantile
South Carolina,7 day ahead inc,0.025,2,45,quantile
Rhode Island,1 day ahead inc,0.025,1,44,quantile
Rhode Island,2 day ahead inc,0.025,1,44,quantile
Rhode Island,3 day ahead inc,0.025,1,44,quantile
Rhode Island,4 day ahead inc,0.025,1,44,quantile
Rhode Island,5 day ahead inc,0.025,1,44,quantile
Rhode Island,6 day ahead inc,0.025,1,44,quantile
Rhode Island,7 day ahead inc,0.025,2,44,quantile
Pennsylvania,1 day ahead inc,0.025,6,42,quantile
Pennsylvania,2 day ahead inc,0.025,7,42,quantile
Pennsylvania,3 day ahead inc,0.025,8,42,quantile
Pennsylvania,4 day ahead inc,0.025,6,42,quantile
Pennsylvania,5 day ahead inc,0.025,7.975,42,quantile
Pennsylvania,6 day ahead inc,0.025,7,42,quantile
Pennsylvania,7 day ahead inc,0.025,6,42,quantile
Oregon,1 day ahead inc,0.025,1,41,quantile
Oregon,2 day ahead inc,0.025,1,41,quantile
Oregon,3 day ahead inc,0.025,1,41,quantile
Oregon,4 day ahead inc,0.025,1,41,quantile
Oregon,5 day ahead inc,0.025,1,41,quantile
Oregon,6 day ahead inc,0.025,1,41,quantile
Oregon,7 day ahead inc,0.025,1,41,quantile
Oklahoma,1 day ahead inc,0.025,2,40,quantile
Oklahoma,2 day ahead inc,0.025,3,40,quantile
Oklahoma,3 day ahead inc,0.025,4,40,quantile
Oklahoma,4 day ahead inc,0.025,4,40,quantile
Oklahoma,5 day ahead inc,0.025,4,40,quantile
Oklahoma,6 day ahead inc,0.025,4,40,quantile
Oklahoma,7 day ahead inc,0.025,4.975,40,quantile
Ohio,1 day ahead inc,0.025,5,39,quantile
Ohio,2 day ahead inc,0.025,7,39,quantile
Ohio,3 day ahead inc,0.025,8,39,quantile
Ohio,4 day ahead inc,0.025,7,39,quantile
Ohio,5 day ahead inc,0.025,7,39,quantile
Ohio,6 day ahead inc,0.025,6,39,quantile
Ohio,7 day ahead inc,0.025,6,39,quantile
North Dakota,1 day ahead inc,0.025,0,38,quantile
North Dakota,2 day ahead inc,0.025,0,38,quantile
North Dakota,3 day ahead inc,0.025,0,38,quantile
North Dakota,4 day ahead inc,0.025,0,38,quantile
North Dakota,5 day ahead inc,0.025,1,38,quantile
North Dakota,6 day ahead inc,0.025,1,38,quantile
North Dakota,7 day ahead inc,0.025,1,38,quantile
North Carolina,1 day ahead inc,0.025,1,37,quantile
North Carolina,2 day ahead inc,0.025,2,37,quantile
North Carolina,3 day ahead inc,0.025,2,37,quantile
North Carolina,4 day ahead inc,0.025,3,37,quantile
North Carolina,5 day ahead inc,0.025,3.975,37,quantile
North Carolina,6 day ahead inc,0.025,4.975,37,quantile
North Carolina,7 day ahead inc,0.025,5,37,quantile
New York,1 day ahead inc,0.025,260,36,quantile
New York,2 day ahead inc,0.025,253.925,36,quantile
New York,3 day ahead inc,0.025,203,36,quantile
New York,4 day ahead inc,0.025,223.975,36,quantile
New York,5 day ahead inc,0.025,172.85,36,quantile
New York,6 day ahead inc,0.025,165.975,36,quantile
New York,7 day ahead inc,0.025,148,36,quantile
New Mexico,1 day ahead inc,0.025,1,35,quantile
New Mexico,2 day ahead inc,0.025,1,35,quantile
New Mexico,3 day ahead inc,0.025,1,35,quantile
New Mexico,4 day ahead inc,0.025,1,35,quantile
New Mexico,5 day ahead inc,0.025,1,35,quantile
New Mexico,6 day ahead inc,0.025,1,35,quantile
New Mexico,7 day ahead inc,0.025,1,35,quantile
New Jersey,1 day ahead inc,0.025,74.95,34,quantile
New Jersey,2 day ahead inc,0.025,83.975,34,quantile
New Jersey,3 day ahead inc,0.025,64.975,34,quantile
New Jersey,4 day ahead inc,0.025,82.95,34,quantile
New Jersey,5 day ahead inc,0.025,67.975,34,quantile
New Jersey,6 day ahead inc,0.025,57.975,34,quantile
New Jersey,7 day ahead inc,0.025,62,34,quantile
New Hampshire,1 day ahead inc,0.025,0,33,quantile
New Hampshire,2 day ahead inc,0.025,0,33,quantile
New Hampshire,3 day ahead inc,0.025,0,33,quantile
New Hampshire,4 day ahead inc,0.025,0,33,quantile
New Hampshire,5 day ahead inc,0.025,0,33,quantile
New Hampshire,6 day ahead inc,0.025,0,33,quantile
New Hampshire,7 day ahead inc,0.025,0,33,quantile
Nevada,1 day ahead inc,0.025,4,32,quantile
Nevada,2 day ahead inc,0.025,6,32,quantile
Nevada,3 day ahead inc,0.025,5,32,quantile
Nevada,4 day ahead inc,0.025,5,32,quantile
Nevada,5 day ahead inc,0.025,6,32,quantile
Nevada,6 day ahead inc,0.025,6,32,quantile
Nevada,7 day ahead inc,0.025,5.975,32,quantile
Nebraska,1 day ahead inc,0.025,0,31,quantile
Nebraska,2 day ahead inc,0.025,0,31,quantile
Nebraska,3 day ahead inc,0.025,0,31,quantile
Nebraska,4 day ahead inc,0.025,0,31,quantile
Nebraska,5 day ahead inc,0.025,1,31,quantile
Nebraska,6 day ahead inc,0.025,1,31,quantile
Nebraska,7 day ahead inc,0.025,1,31,quantile
Montana,1 day ahead inc,0.025,0,30,quantile
Montana,2 day ahead inc,0.025,0,30,quantile
Montana,3 day ahead inc,0.025,0,30,quantile
Montana,4 day ahead inc,0.025,0,30,quantile
Montana,5 day ahead inc,0.025,0,30,quantile
Montana,6 day ahead inc,0.025,0,30,quantile
Montana,7 day ahead inc,0.025,0,30,quantile
Missouri,1 day ahead inc,0.025,1,29,quantile
Missouri,2 day ahead inc,0.025,1,29,quantile
Missouri,3 day ahead inc,0.025,1,29,quantile
Missouri,4 day ahead inc,0.025,1,29,quantile
Missouri,5 day ahead inc,0.025,1,29,quantile
Missouri,6 day ahead inc,0.025,1,29,quantile
Missouri,7 day ahead inc,0.025,1,29,quantile
