location,target_id,quantile,value,location_id,type
Vermont,5 day ahead inc,NA,1.405,50,point
Vermont,6 day ahead inc,NA,1.412,50,point
Vermont,7 day ahead inc,NA,1.323,50,point
Utah,1 day ahead inc,NA,1.946,49,point
Utah,2 day ahead inc,NA,2.23,49,point
Utah,3 day ahead inc,NA,2.425,49,point
Utah,4 day ahead inc,NA,2.768,49,point
Utah,5 day ahead inc,NA,2.956,49,point
Utah,6 day ahead inc,NA,3.173,49,point
Utah,7 day ahead inc,NA,3.4,49,point
Texas,1 day ahead inc,NA,32.18,48,point
Texas,2 day ahead inc,NA,32.928,48,point
Texas,3 day ahead inc,NA,35.766,48,point
Texas,4 day ahead inc,NA,40.426,48,point
Texas,5 day ahead inc,NA,42.154,48,point
Texas,6 day ahead inc,NA,46.882,48,point
Texas,7 day ahead inc,NA,49.904,48,point
Tennessee,1 day ahead inc,NA,15.881,47,point
Tennessee,2 day ahead inc,NA,17.132,47,point
Tennessee,3 day ahead inc,NA,17.997,47,point
Tennessee,4 day ahead inc,NA,19.819,47,point
Tennessee,5 day ahead inc,NA,20.715,47,point
Tennessee,6 day ahead inc,NA,21.845,47,point
Tennessee,7 day ahead inc,NA,23.041,47,point
South Dakota,1 day ahead inc,NA,0.443,46,point
South Dakota,2 day ahead inc,NA,0.63,46,point
South Dakota,3 day ahead inc,NA,0.791,46,point
South Dakota,4 day ahead inc,NA,1.02,46,point
South Dakota,5 day ahead inc,NA,1.278,46,point
South Dakota,6 day ahead inc,NA,1.629,46,point
South Dakota,7 day ahead inc,NA,1.899,46,point
South Carolina,1 day ahead inc,NA,7.373,45,point
South Carolina,2 day ahead inc,NA,7.564,45,point
South Carolina,3 day ahead inc,NA,8.106,45,point
South Carolina,4 day ahead inc,NA,8.749,45,point
South Carolina,5 day ahead inc,NA,9.442,45,point
South Carolina,6 day ahead inc,NA,9.79,45,point
South Carolina,7 day ahead inc,NA,10.569,45,point
Rhode Island,1 day ahead inc,NA,9.947,44,point
Rhode Island,2 day ahead inc,NA,10.115,44,point
Rhode Island,3 day ahead inc,NA,11.629,44,point
Rhode Island,4 day ahead inc,NA,13.065,44,point
Rhode Island,5 day ahead inc,NA,14.448,44,point
Rhode Island,6 day ahead inc,NA,15.873,44,point
Rhode Island,7 day ahead inc,NA,17.276,44,point
Pennsylvania,1 day ahead inc,NA,25.399,42,point
Pennsylvania,2 day ahead inc,NA,33.618,42,point
Pennsylvania,3 day ahead inc,NA,35.502,42,point
Pennsylvania,4 day ahead inc,NA,37.262,42,point
Pennsylvania,5 day ahead inc,NA,38.177,42,point
Pennsylvania,6 day ahead inc,NA,38.835,42,point
Pennsylvania,7 day ahead inc,NA,38.296,42,point
Oregon,1 day ahead inc,NA,3.016,41,point
Oregon,2 day ahead inc,NA,2.861,41,point
Oregon,3 day ahead inc,NA,3.056,41,point
Oregon,4 day ahead inc,NA,3.219,41,point
Oregon,5 day ahead inc,NA,3.333,41,point
Oregon,6 day ahead inc,NA,3.607,41,point
Oregon,7 day ahead inc,NA,3.73,41,point
Oklahoma,1 day ahead inc,NA,8.589,40,point
Oklahoma,2 day ahead inc,NA,11.576,40,point
Oklahoma,3 day ahead inc,NA,12.326,40,point
Oklahoma,4 day ahead inc,NA,13.365,40,point
Oklahoma,5 day ahead inc,NA,14.733,40,point
Oklahoma,6 day ahead inc,NA,15.273,40,point
Oklahoma,7 day ahead inc,NA,16.542,40,point
Ohio,1 day ahead inc,NA,23.394,39,point
Ohio,2 day ahead inc,NA,24.8,39,point
Ohio,3 day ahead inc,NA,25.263,39,point
Ohio,4 day ahead inc,NA,25.473,39,point
Ohio,5 day ahead inc,NA,25.581,39,point
Ohio,6 day ahead inc,NA,24.222,39,point
Ohio,7 day ahead inc,NA,22.869,39,point
North Dakota,1 day ahead inc,NA,7.845,38,point
North Dakota,2 day ahead inc,NA,7.441,38,point
North Dakota,3 day ahead inc,NA,7.442,38,point
North Dakota,4 day ahead inc,NA,8.57,38,point
North Dakota,5 day ahead inc,NA,9.481,38,point
North Dakota,6 day ahead inc,NA,9.126,38,point
North Dakota,7 day ahead inc,NA,10.653,38,point
North Carolina,1 day ahead inc,NA,14.936,37,point
North Carolina,2 day ahead inc,NA,16.983,37,point
North Carolina,3 day ahead inc,NA,19.498,37,point
North Carolina,4 day ahead inc,NA,21.08,37,point
North Carolina,5 day ahead inc,NA,23.131,37,point
North Carolina,6 day ahead inc,NA,24.676,37,point
North Carolina,7 day ahead inc,NA,26.197,37,point
New York,1 day ahead inc,NA,775.391,36,point
New York,2 day ahead inc,NA,780.39,36,point
New York,3 day ahead inc,NA,759.121,36,point
New York,4 day ahead inc,NA,742.678,36,point
New York,5 day ahead inc,NA,715.455,36,point
New York,6 day ahead inc,NA,639.102,36,point
New York,7 day ahead inc,NA,594.482,36,point
New Mexico,1 day ahead inc,NA,4.985,35,point
New Mexico,2 day ahead inc,NA,5.844,35,point
New Mexico,3 day ahead inc,NA,6.403,35,point
New Mexico,4 day ahead inc,NA,7.514,35,point
New Mexico,5 day ahead inc,NA,8.974,35,point
New Mexico,6 day ahead inc,NA,9.479,35,point
New Mexico,7 day ahead inc,NA,10.503,35,point
New Jersey,1 day ahead inc,NA,225.181,34,point
New Jersey,2 day ahead inc,NA,254.354,34,point
New Jersey,3 day ahead inc,NA,277.197,34,point
New Jersey,4 day ahead inc,NA,278.875,34,point
New Jersey,5 day ahead inc,NA,288.415,34,point
New Jersey,6 day ahead inc,NA,273.764,34,point
New Jersey,7 day ahead inc,NA,253.594,34,point
New Hampshire,1 day ahead inc,NA,1.83,33,point
New Hampshire,2 day ahead inc,NA,1.631,33,point
New Hampshire,3 day ahead inc,NA,1.902,33,point
New Hampshire,4 day ahead inc,NA,2.187,33,point
New Hampshire,5 day ahead inc,NA,2.451,33,point
New Hampshire,6 day ahead inc,NA,2.667,33,point
New Hampshire,7 day ahead inc,NA,2.868,33,point
Nevada,1 day ahead inc,NA,7.703,32,point
Nevada,2 day ahead inc,NA,13.423,32,point
Nevada,3 day ahead inc,NA,14.615,32,point
Nevada,4 day ahead inc,NA,16.171,32,point
Nevada,5 day ahead inc,NA,17.245,32,point
Nevada,6 day ahead inc,NA,18.625,32,point
Nevada,7 day ahead inc,NA,18.08,32,point
Nebraska,1 day ahead inc,NA,2.689,31,point
Nebraska,2 day ahead inc,NA,2.856,31,point
Nebraska,3 day ahead inc,NA,3.284,31,point
Nebraska,4 day ahead inc,NA,3.764,31,point
Nebraska,5 day ahead inc,NA,4.117,31,point
Nebraska,6 day ahead inc,NA,4.766,31,point
Nebraska,7 day ahead inc,NA,5.169,31,point
Montana,1 day ahead inc,NA,0.755,30,point
Montana,2 day ahead inc,NA,0.765,30,point
Montana,3 day ahead inc,NA,1.09,30,point
Montana,4 day ahead inc,NA,1.373,30,point
Montana,5 day ahead inc,NA,1.707,30,point
Montana,6 day ahead inc,NA,2.008,30,point
Montana,7 day ahead inc,NA,2.294,30,point
Missouri,1 day ahead inc,NA,7.319,29,point
Missouri,2 day ahead inc,NA,8.493,29,point
Missouri,3 day ahead inc,NA,9.215,29,point
Missouri,4 day ahead inc,NA,10.241,29,point
Missouri,5 day ahead inc,NA,10.948,29,point
Missouri,6 day ahead inc,NA,11.795,29,point
Missouri,7 day ahead inc,NA,12.282,29,point
Mississippi,1 day ahead inc,NA,8.232,28,point
Mississippi,2 day ahead inc,NA,8.165,28,point
Mississippi,3 day ahead inc,NA,8.82,28,point
Mississippi,4 day ahead inc,NA,9.309,28,point
Mississippi,5 day ahead inc,NA,9.661,28,point
Mississippi,6 day ahead inc,NA,10.253,28,point
Mississippi,7 day ahead inc,NA,10.379,28,point
Minnesota,1 day ahead inc,NA,6.863,27,point
Minnesota,2 day ahead inc,NA,7.407,27,point
Minnesota,3 day ahead inc,NA,8.187,27,point
Minnesota,4 day ahead inc,NA,8.764,27,point
Minnesota,5 day ahead inc,NA,9.517,27,point
Minnesota,6 day ahead inc,NA,10.502,27,point
Minnesota,7 day ahead inc,NA,10.852,27,point
Michigan,1 day ahead inc,NA,129.973,26,point
Michigan,2 day ahead inc,NA,131.408,26,point
Michigan,3 day ahead inc,NA,126.038,26,point
Michigan,4 day ahead inc,NA,121.393,26,point
Michigan,5 day ahead inc,NA,115.592,26,point
Michigan,6 day ahead inc,NA,104.376,26,point
Michigan,7 day ahead inc,NA,95.174,26,point
Massachusetts,1 day ahead inc,NA,77.431,25,point
Massachusetts,2 day ahead inc,NA,101.041,25,point
Massachusetts,3 day ahead inc,NA,113.569,25,point
Massachusetts,4 day ahead inc,NA,124.83,25,point
Massachusetts,5 day ahead inc,NA,139.62,25,point
Massachusetts,6 day ahead inc,NA,146.502,25,point
Massachusetts,7 day ahead inc,NA,172.244,25,point
Maryland,1 day ahead inc,NA,27.894,24,point
Maryland,2 day ahead inc,NA,29.644,24,point
Maryland,3 day ahead inc,NA,33.741,24,point
Maryland,4 day ahead inc,NA,38.331,24,point
Maryland,5 day ahead inc,NA,42.075,24,point
Maryland,6 day ahead inc,NA,46.699,24,point
Maryland,7 day ahead inc,NA,50.496,24,point
Maine,1 day ahead inc,NA,2.149,23,point
Maine,2 day ahead inc,NA,2.814,23,point
Maine,3 day ahead inc,NA,3.049,23,point
Maine,4 day ahead inc,NA,3.356,23,point
Maine,5 day ahead inc,NA,3.606,23,point
Maine,6 day ahead inc,NA,3.697,23,point
Maine,7 day ahead inc,NA,4.112,23,point
Louisiana,1 day ahead inc,NA,45.228,22,point
Louisiana,2 day ahead inc,NA,41.998,22,point
Louisiana,3 day ahead inc,NA,38.642,22,point
Louisiana,4 day ahead inc,NA,35.284,22,point
Louisiana,5 day ahead inc,NA,31.378,22,point
Louisiana,6 day ahead inc,NA,27.753,22,point
Louisiana,7 day ahead inc,NA,24.517,22,point
Kentucky,1 day ahead inc,NA,9.65,21,point
Kentucky,2 day ahead inc,NA,13.754,21,point
Kentucky,3 day ahead inc,NA,15.144,21,point
Kentucky,4 day ahead inc,NA,17.024,21,point
Kentucky,5 day ahead inc,NA,19.025,21,point
Kentucky,6 day ahead inc,NA,21.402,21,point
Kentucky,7 day ahead inc,NA,23.824,21,point
Kansas,1 day ahead inc,NA,4.339,20,point
Kansas,2 day ahead inc,NA,5.172,20,point
Kansas,3 day ahead inc,NA,5.69,20,point
Kansas,4 day ahead inc,NA,6.237,20,point
Kansas,5 day ahead inc,NA,6.813,20,point
Kansas,6 day ahead inc,NA,7.227,20,point
Kansas,7 day ahead inc,NA,7.913,20,point
Iowa,1 day ahead inc,NA,4.87,19,point
Iowa,2 day ahead inc,NA,5.412,19,point
Iowa,3 day ahead inc,NA,6.161,19,point
Iowa,4 day ahead inc,NA,6.899,19,point
Iowa,5 day ahead inc,NA,7.709,19,point
Iowa,6 day ahead inc,NA,8.754,19,point
Iowa,7 day ahead inc,NA,9.326,19,point
Indiana,1 day ahead inc,NA,25.491,18,point
Indiana,2 day ahead inc,NA,31.755,18,point
Indiana,3 day ahead inc,NA,34.235,18,point
Indiana,4 day ahead inc,NA,36.15,18,point
Indiana,5 day ahead inc,NA,36.692,18,point
Indiana,6 day ahead inc,NA,36.953,18,point
Indiana,7 day ahead inc,NA,39.775,18,point
Illinois,1 day ahead inc,NA,74.508,17,point
Illinois,2 day ahead inc,NA,70.744,17,point
Illinois,3 day ahead inc,NA,71.83,17,point
Illinois,4 day ahead inc,NA,76.521,17,point
Illinois,5 day ahead inc,NA,91.412,17,point
Illinois,6 day ahead inc,NA,72.296,17,point
Illinois,7 day ahead inc,NA,80.687,17,point
Idaho,1 day ahead inc,NA,1.214,16,point
Idaho,2 day ahead inc,NA,1.922,16,point
Idaho,3 day ahead inc,NA,1.989,16,point
Idaho,4 day ahead inc,NA,2.114,16,point
Idaho,5 day ahead inc,NA,2.287,16,point
Idaho,6 day ahead inc,NA,2.384,16,point
Idaho,7 day ahead inc,NA,2.456,16,point
Hawaii,1 day ahead inc,NA,5.6,15,point
Hawaii,2 day ahead inc,NA,4.936,15,point
Hawaii,3 day ahead inc,NA,6.325,15,point
Hawaii,4 day ahead inc,NA,7.86,15,point
Hawaii,5 day ahead inc,NA,9.738,15,point
Hawaii,6 day ahead inc,NA,8.127,15,point
Hawaii,7 day ahead inc,NA,8.227,15,point
Georgia,1 day ahead inc,NA,27.725,13,point
Georgia,2 day ahead inc,NA,46.398,13,point
Georgia,3 day ahead inc,NA,51.633,13,point
Georgia,4 day ahead inc,NA,55.262,13,point
Georgia,5 day ahead inc,NA,58.813,13,point
Georgia,6 day ahead inc,NA,64.164,13,point
Georgia,7 day ahead inc,NA,66.769,13,point
Florida,1 day ahead inc,NA,56.171,12,point
Florida,2 day ahead inc,NA,65.452,12,point
Florida,3 day ahead inc,NA,72.67,12,point
Florida,4 day ahead inc,NA,81.904,12,point
Florida,5 day ahead inc,NA,90.007,12,point
Florida,6 day ahead inc,NA,94.496,12,point
Florida,7 day ahead inc,NA,113.274,12,point
District of Columbia,1 day ahead inc,NA,4.344,11,point
District of Columbia,2 day ahead inc,NA,3.556,11,point
District of Columbia,3 day ahead inc,NA,3.634,11,point
District of Columbia,4 day ahead inc,NA,3.648,11,point
District of Columbia,5 day ahead inc,NA,3.656,11,point
District of Columbia,6 day ahead inc,NA,3.659,11,point
District of Columbia,7 day ahead inc,NA,3.585,11,point
Delaware,1 day ahead inc,NA,1.625,10,point
Delaware,2 day ahead inc,NA,1.799,10,point
Delaware,3 day ahead inc,NA,1.807,10,point
Delaware,4 day ahead inc,NA,1.83,10,point
Delaware,5 day ahead inc,NA,1.738,10,point
Delaware,6 day ahead inc,NA,1.66,10,point
Delaware,7 day ahead inc,NA,1.64,10,point
Connecticut,1 day ahead inc,NA,49.203,9,point
Connecticut,2 day ahead inc,NA,61.932,9,point
Connecticut,3 day ahead inc,NA,70.857,9,point
Connecticut,4 day ahead inc,NA,74.555,9,point
Connecticut,5 day ahead inc,NA,86.212,9,point
Connecticut,6 day ahead inc,NA,91.057,9,point
Connecticut,7 day ahead inc,NA,104.552,9,point
Colorado,1 day ahead inc,NA,19.976,8,point
Colorado,2 day ahead inc,NA,19.544,8,point
Colorado,3 day ahead inc,NA,19.479,8,point
Colorado,4 day ahead inc,NA,19.522,8,point
Colorado,5 day ahead inc,NA,18.849,8,point
Colorado,6 day ahead inc,NA,18.324,8,point
Colorado,7 day ahead inc,NA,17.711,8,point
California,1 day ahead inc,NA,55.321,6,point
California,2 day ahead inc,NA,55.737,6,point
California,3 day ahead inc,NA,59.821,6,point
California,4 day ahead inc,NA,60.655,6,point
California,5 day ahead inc,NA,62.943,6,point
California,6 day ahead inc,NA,65.534,6,point
California,7 day ahead inc,NA,65.647,6,point
Arkansas,1 day ahead inc,NA,3.038,5,point
Arkansas,2 day ahead inc,NA,3.395,5,point
Arkansas,3 day ahead inc,NA,3.599,5,point
Arkansas,4 day ahead inc,NA,3.759,5,point
Arkansas,5 day ahead inc,NA,4.159,5,point
Arkansas,6 day ahead inc,NA,4.518,5,point
Arkansas,7 day ahead inc,NA,4.708,5,point
Arizona,1 day ahead inc,NA,12.599,4,point
Arizona,2 day ahead inc,NA,12.621,4,point
Arizona,3 day ahead inc,NA,13.796,4,point
Arizona,4 day ahead inc,NA,14.931,4,point
Arizona,5 day ahead inc,NA,16.202,4,point
Arizona,6 day ahead inc,NA,17.547,4,point
Arizona,7 day ahead inc,NA,18.66,4,point
Alaska,1 day ahead inc,NA,5.688,2,point
Alaska,2 day ahead inc,NA,4.919,2,point
Alaska,3 day ahead inc,NA,6.289,2,point
Alaska,4 day ahead inc,NA,4.987,2,point
Alaska,5 day ahead inc,NA,6.842,2,point
Alaska,6 day ahead inc,NA,5.153,2,point
Alaska,7 day ahead inc,NA,5.194,2,point
Alabama,1 day ahead inc,NA,11.344,1,point
Alabama,2 day ahead inc,NA,14.444,1,point
Alabama,3 day ahead inc,NA,15.429,1,point
Alabama,4 day ahead inc,NA,17.37,1,point
Alabama,5 day ahead inc,NA,19.043,1,point
Alabama,6 day ahead inc,NA,20.097,1,point
Alabama,7 day ahead inc,NA,22.118,1,point
Wyoming,1 day ahead inc,0.025,0,56,quantile
Wyoming,2 day ahead inc,0.025,0,56,quantile
Wyoming,3 day ahead inc,0.025,0,56,quantile
Wyoming,4 day ahead inc,0.025,0,56,quantile
Wyoming,5 day ahead inc,0.025,0,56,quantile
Wyoming,6 day ahead inc,0.025,0,56,quantile
Wyoming,7 day ahead inc,0.025,0,56,quantile
Wisconsin,1 day ahead inc,0.025,6,55,quantile
Wisconsin,2 day ahead inc,0.025,5,55,quantile
Wisconsin,3 day ahead inc,0.025,5,55,quantile
Wisconsin,4 day ahead inc,0.025,5,55,quantile
Wisconsin,5 day ahead inc,0.025,5,55,quantile
Wisconsin,6 day ahead inc,0.025,5,55,quantile
Wisconsin,7 day ahead inc,0.025,5,55,quantile
West Virginia,1 day ahead inc,0.025,0,54,quantile
West Virginia,2 day ahead inc,0.025,0,54,quantile
West Virginia,3 day ahead inc,0.025,0,54,quantile
West Virginia,4 day ahead inc,0.025,0,54,quantile
West Virginia,5 day ahead inc,0.025,1,54,quantile
West Virginia,6 day ahead inc,0.025,1,54,quantile
West Virginia,7 day ahead inc,0.025,1,54,quantile
Washington,1 day ahead inc,0.025,11,53,quantile
Washington,2 day ahead inc,0.025,11,53,quantile
Washington,3 day ahead inc,0.025,11,53,quantile
Washington,4 day ahead inc,0.025,10,53,quantile
Washington,5 day ahead inc,0.025,10,53,quantile
Washington,6 day ahead inc,0.025,9,53,quantile
Washington,7 day ahead inc,0.025,9,53,quantile
Virginia,1 day ahead inc,0.025,5,51,quantile
Virginia,2 day ahead inc,0.025,6,51,quantile
Virginia,3 day ahead inc,0.025,7,51,quantile
Virginia,4 day ahead inc,0.025,7,51,quantile
Virginia,5 day ahead inc,0.025,7,51,quantile
Virginia,6 day ahead inc,0.025,7,51,quantile
Virginia,7 day ahead inc,0.025,7,51,quantile
Vermont,1 day ahead inc,0.025,1,50,quantile
Vermont,2 day ahead inc,0.025,1,50,quantile
Vermont,3 day ahead inc,0.025,1,50,quantile
Vermont,4 day ahead inc,0.025,1,50,quantile
Vermont,5 day ahead inc,0.025,1,50,quantile
Vermont,6 day ahead inc,0.025,1,50,quantile
Vermont,7 day ahead inc,0.025,1,50,quantile
Utah,1 day ahead inc,0.025,0,49,quantile
Utah,2 day ahead inc,0.025,1,49,quantile
Utah,3 day ahead inc,0.025,1,49,quantile
Utah,4 day ahead inc,0.025,1,49,quantile
Utah,5 day ahead inc,0.025,1,49,quantile
Utah,6 day ahead inc,0.025,1,49,quantile
Utah,7 day ahead inc,0.025,1,49,quantile
Texas,1 day ahead inc,0.025,13,48,quantile
Texas,2 day ahead inc,0.025,11,48,quantile
Texas,3 day ahead inc,0.025,12,48,quantile
Texas,4 day ahead inc,0.025,14,48,quantile
Texas,5 day ahead inc,0.025,14,48,quantile
Texas,6 day ahead inc,0.025,15,48,quantile
Texas,7 day ahead inc,0.025,17,48,quantile
Tennessee,1 day ahead inc,0.025,5,47,quantile
Tennessee,2 day ahead inc,0.025,5,47,quantile
Tennessee,3 day ahead inc,0.025,6,47,quantile
Tennessee,4 day ahead inc,0.025,7,47,quantile
Tennessee,5 day ahead inc,0.025,6,47,quantile
Tennessee,6 day ahead inc,0.025,8,47,quantile
Tennessee,7 day ahead inc,0.025,8,47,quantile
South Dakota,1 day ahead inc,0.025,0,46,quantile
South Dakota,2 day ahead inc,0.025,0,46,quantile
South Dakota,3 day ahead inc,0.025,0,46,quantile
South Dakota,4 day ahead inc,0.025,0,46,quantile
South Dakota,5 day ahead inc,0.025,0,46,quantile
South Dakota,6 day ahead inc,0.025,0,46,quantile
South Dakota,7 day ahead inc,0.025,0,46,quantile
South Carolina,1 day ahead inc,0.025,3,45,quantile
South Carolina,2 day ahead inc,0.025,2,45,quantile
South Carolina,3 day ahead inc,0.025,2.975,45,quantile
South Carolina,4 day ahead inc,0.025,3,45,quantile
South Carolina,5 day ahead inc,0.025,3,45,quantile
South Carolina,6 day ahead inc,0.025,3,45,quantile
South Carolina,7 day ahead inc,0.025,3,45,quantile
Rhode Island,1 day ahead inc,0.025,2.975,44,quantile
Rhode Island,2 day ahead inc,0.025,2,44,quantile
Rhode Island,3 day ahead inc,0.025,2,44,quantile
Rhode Island,4 day ahead inc,0.025,2,44,quantile
Rhode Island,5 day ahead inc,0.025,2,44,quantile
Rhode Island,6 day ahead inc,0.025,3,44,quantile
Rhode Island,7 day ahead inc,0.025,3,44,quantile
Pennsylvania,1 day ahead inc,0.025,4,42,quantile
Pennsylvania,2 day ahead inc,0.025,11,42,quantile
Pennsylvania,3 day ahead inc,0.025,11,42,quantile
Pennsylvania,4 day ahead inc,0.025,12,42,quantile
Pennsylvania,5 day ahead inc,0.025,12,42,quantile
Pennsylvania,6 day ahead inc,0.025,13,42,quantile
Pennsylvania,7 day ahead inc,0.025,13,42,quantile
Oregon,1 day ahead inc,0.025,2,41,quantile
Oregon,2 day ahead inc,0.025,1,41,quantile
Oregon,3 day ahead inc,0.025,1,41,quantile
Oregon,4 day ahead inc,0.025,1,41,quantile
Oregon,5 day ahead inc,0.025,1,41,quantile
Oregon,6 day ahead inc,0.025,1,41,quantile
Oregon,7 day ahead inc,0.025,1,41,quantile
Oklahoma,1 day ahead inc,0.025,2,40,quantile
Oklahoma,2 day ahead inc,0.025,4,40,quantile
Oklahoma,3 day ahead inc,0.025,4,40,quantile
Oklahoma,4 day ahead inc,0.025,5,40,quantile
Oklahoma,5 day ahead inc,0.025,5,40,quantile
Oklahoma,6 day ahead inc,0.025,5,40,quantile
Oklahoma,7 day ahead inc,0.025,6,40,quantile
Ohio,1 day ahead inc,0.025,8,39,quantile
Ohio,2 day ahead inc,0.025,9,39,quantile
Ohio,3 day ahead inc,0.025,10,39,quantile
Ohio,4 day ahead inc,0.025,9,39,quantile
Ohio,5 day ahead inc,0.025,8.975,39,quantile
Ohio,6 day ahead inc,0.025,8.975,39,quantile
Ohio,7 day ahead inc,0.025,8,39,quantile
North Dakota,1 day ahead inc,0.025,1,38,quantile
North Dakota,2 day ahead inc,0.025,1,38,quantile
North Dakota,3 day ahead inc,0.025,1,38,quantile
North Dakota,4 day ahead inc,0.025,1,38,quantile
North Dakota,5 day ahead inc,0.025,1,38,quantile
North Dakota,6 day ahead inc,0.025,2,38,quantile
North Dakota,7 day ahead inc,0.025,2,38,quantile
North Carolina,1 day ahead inc,0.025,3,37,quantile
North Carolina,2 day ahead inc,0.025,5,37,quantile
North Carolina,3 day ahead inc,0.025,5,37,quantile
North Carolina,4 day ahead inc,0.025,6,37,quantile
North Carolina,5 day ahead inc,0.025,6.975,37,quantile
North Carolina,6 day ahead inc,0.025,6,37,quantile
North Carolina,7 day ahead inc,0.025,7,37,quantile
New York,1 day ahead inc,0.025,315.95,36,quantile
New York,2 day ahead inc,0.025,312.925,36,quantile
New York,3 day ahead inc,0.025,285,36,quantile
New York,4 day ahead inc,0.025,285.975,36,quantile
New York,5 day ahead inc,0.025,271.975,36,quantile
New York,6 day ahead inc,0.025,234.975,36,quantile
New York,7 day ahead inc,0.025,233.925,36,quantile
New Mexico,1 day ahead inc,0.025,1,35,quantile
New Mexico,2 day ahead inc,0.025,1,35,quantile
New Mexico,3 day ahead inc,0.025,1,35,quantile
New Mexico,4 day ahead inc,0.025,1,35,quantile
New Mexico,5 day ahead inc,0.025,1,35,quantile
New Mexico,6 day ahead inc,0.025,1,35,quantile
New Mexico,7 day ahead inc,0.025,2,35,quantile
New Jersey,1 day ahead inc,0.025,54,34,quantile
New Jersey,2 day ahead inc,0.025,76.975,34,quantile
New Jersey,3 day ahead inc,0.025,69,34,quantile
New Jersey,4 day ahead inc,0.025,70.975,34,quantile
New Jersey,5 day ahead inc,0.025,67.975,34,quantile
New Jersey,6 day ahead inc,0.025,68,34,quantile
New Jersey,7 day ahead inc,0.025,62.95,34,quantile
New Hampshire,1 day ahead inc,0.025,0,33,quantile
New Hampshire,2 day ahead inc,0.025,0,33,quantile
New Hampshire,3 day ahead inc,0.025,0,33,quantile
New Hampshire,4 day ahead inc,0.025,0,33,quantile
New Hampshire,5 day ahead inc,0.025,0,33,quantile
New Hampshire,6 day ahead inc,0.025,0,33,quantile
New Hampshire,7 day ahead inc,0.025,0,33,quantile
Nevada,1 day ahead inc,0.025,0,32,quantile
Nevada,2 day ahead inc,0.025,5,32,quantile
Nevada,3 day ahead inc,0.025,5,32,quantile
Nevada,4 day ahead inc,0.025,6,32,quantile
Nevada,5 day ahead inc,0.025,5,32,quantile
Nevada,6 day ahead inc,0.025,5,32,quantile
Nevada,7 day ahead inc,0.025,5,32,quantile
Nebraska,1 day ahead inc,0.025,1,31,quantile
Nebraska,2 day ahead inc,0.025,1,31,quantile
Nebraska,3 day ahead inc,0.025,1,31,quantile
Nebraska,4 day ahead inc,0.025,1,31,quantile
Nebraska,5 day ahead inc,0.025,1,31,quantile
Nebraska,6 day ahead inc,0.025,1,31,quantile
Nebraska,7 day ahead inc,0.025,1,31,quantile
Montana,1 day ahead inc,0.025,0,30,quantile
Montana,2 day ahead inc,0.025,0,30,quantile
Montana,3 day ahead inc,0.025,0,30,quantile
Montana,4 day ahead inc,0.025,0,30,quantile
Montana,5 day ahead inc,0.025,0,30,quantile
Montana,6 day ahead inc,0.025,0,30,quantile
Montana,7 day ahead inc,0.025,0,30,quantile
Missouri,1 day ahead inc,0.025,2,29,quantile
Missouri,2 day ahead inc,0.025,2,29,quantile
Missouri,3 day ahead inc,0.025,3,29,quantile
Missouri,4 day ahead inc,0.025,3,29,quantile
Missouri,5 day ahead inc,0.025,3,29,quantile
Missouri,6 day ahead inc,0.025,4,29,quantile
Missouri,7 day ahead inc,0.025,4,29,quantile
