location,forecast_date,quantile,value,target,target_end_date,type
02,2021-05-10,0.01,0,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.025,0,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.05,0.031098884023769365,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.1,0.9633345659329329,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.15,1.521797838716346,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.2,1.7737736894274743,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.25,2.1401366030411966,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.3,2.422360835628557,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.35,2.640454667075573,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.4,2.858537773715545,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.45,3.154622548810273,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.5,3.2007208988176474,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.55,3.370357419238786,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.6,3.5000000000000013,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.65,3.7559246709157197,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.7,4.048663224849638,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.75,4.350283011697557,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.8,4.779661583100029,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.85,5.004090450733192,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.9,5.563889121043169,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.95,7.189335688185757,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.975,8.521203215024252,1 wk ahead inc death,2021-05-15,quantile
02,2021-05-10,0.99,9.175794387257383,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.01,20.849171634220195,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.025,29.855133744272884,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.05,34.89947628659823,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.1,41.76243793147462,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.15,47.11231658713138,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.2,50.18619111729302,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.25,52.386110830474365,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.3,53.7419641038118,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.35,55.67085740926311,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.4,57.33509863833304,1 wk ahead inc death,2021-05-15,quantile
01,2021-05-10,0.45,59.22011257125904,1 wk ahead inc death,2021-05-15,quantile
