location,forecast_date,quantile,value,target,target_end_date,type
02,2022-12-26,0.01,0,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.025,0,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.05,1.4390989655159505e-6,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.1,1.674844753851482,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.15,3.008986292794051,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.2,3.85296951011553,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.25,4.455451736667123,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.3,4.974256780104135,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.35,5.39825365654556,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.4,5.826641041227592,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.45,6.238649980921931,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.5,6.634608057845645,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.55,6.892881409397437,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.6,7.256724440981681,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.65,7.64916582658334,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.7,8.06757927658133,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.75,8.56039723884643,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.8,9.16239429827979,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.85,9.892955068230304,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.9,10.895536279038666,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.95,12.942562273866704,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.975,14.859480724106056,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.99,19.279847176196935,0 day ahead inc hosp,2022-12-26,quantile
02,2022-12-26,0.01,0,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.025,0,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.05,1.4390989655159505e-6,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.1,1.674844753851482,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.15,3.008986292794051,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.2,3.85296951011553,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.25,4.455451736667123,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.3,4.974256780104135,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.35,5.39825365654556,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.4,5.826641041227592,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.45,6.238649980921931,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.5,6.634608057845645,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.55,6.892881409397437,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.6,7.256724440981681,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.65,7.64916582658334,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.7,8.06757927658133,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.75,8.56039723884643,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.8,9.16239429827979,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.85,9.892955068230304,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.9,10.895536279038666,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.95,12.942562273866704,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.975,14.859480724106056,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.99,19.279847176196935,1 day ahead inc hosp,2022-12-27,quantile
02,2022-12-26,0.01,0,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.025,0,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.05,5.622893576161913e-7,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.1,1.568030727582416,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.15,2.9379261099939336,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.2,3.7915387589519263,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.25,4.4202143401541285,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.3,4.925470583714077,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.35,5.368949519421854,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.4,5.778673787390863,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.45,6.20471573256056,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.5,6.611324163302794,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.55,6.891157879796979,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.6,7.24451645025994,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.65,7.6451444569245295,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.7,8.116003038728923,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.75,8.648046609066578,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.8,9.254177745537786,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.85,10.02366884406795,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.9,11.13548877354948,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.95,13.26578647764538,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.975,15.225033823174977,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.99,19.808375405151367,2 day ahead inc hosp,2022-12-28,quantile
02,2022-12-26,0.01,0,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.025,0,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.05,9.785490876727348e-9,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.1,1.4163235037966786,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.15,2.859459068544719,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.2,3.7102563803810353,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.25,4.371752834904298,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.3,4.898493022836836,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.35,5.326552385505044,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.4,5.756996460592947,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.45,6.206579341799448,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.5,6.639585336560113,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.55,6.944214027284297,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.6,7.274968019205252,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.65,7.679252931329141,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.7,8.169173314724796,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.75,8.71391134144868,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.8,9.350287915862337,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.85,10.1783795422152,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.9,11.373534537115065,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.95,13.642236380546898,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.975,15.659361081258474,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.99,20.43878735369622,3 day ahead inc hosp,2022-12-29,quantile
02,2022-12-26,0.01,0,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.025,0,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.05,0,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.1,1.170873519205463,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.15,2.669365175835704,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.2,3.544496777161294,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.25,4.2105001539798135,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.3,4.775707416584685,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.35,5.233881882444655,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.4,5.649266986143661,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.45,6.081818491509396,4 day ahead inc hosp,2022-12-30,quantile
02,2022-12-26,0.5,6.4822937538706835,4 day ahead inc hosp,2022-12-30,quantile
