location,forecast_date,quantile,value,target,target_end_date,type
02,2023-04-03,0.01,0,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.025,0,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.05,1.980900867128438e-5,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.1,1.3762077416993759,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.15,2.6086214124015696,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.2,3.4220592102557323,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.25,4.062300280115392,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.3,4.546664733407588,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.35,4.979496383168256,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.4,5.389263137686452,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.45,5.782514730709793,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.5,6.189464407755517,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.55,6.4846833829985435,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.6,6.8671137665443025,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.65,7.2726366953589325,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.7,7.700810635359154,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.75,8.21975093482623,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.8,8.790822562815432,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.85,9.470131341542936,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.9,10.538600728250085,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.95,12.393545568883395,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.975,14.44199069392705,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.99,18.32272086336477,0 day ahead inc hosp,2023-04-03,quantile
02,2023-04-03,0.01,0,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.025,0,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.05,1.980900867128438e-5,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.1,1.3762077416993759,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.15,2.6086214124015696,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.2,3.4220592102557323,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.25,4.062300280115392,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.3,4.546664733407588,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.35,4.979496383168256,1 day ahead inc hosp,2023-04-04,quantile
02,2023-04-03,0.4,5.389263137686452,1 day ahead inc hosp,2023-04-04,quantile
