location,forecast_date,quantile,value,target,target_end_date,type
02,2024-04-01,0.01,0,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.025,0,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.05,0,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.1,0,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.15,0,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.2,2.8530864066288805e-5,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.25,0.10325498687845593,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.3,0.3398155601255155,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.35,0.5913633270859652,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.4,0.8255016414889633,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.45,1.0734462173666282,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.5,1.326000678942853,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.55,1.579556555185729,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.6,1.831439490551865,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.65,2.0117105413269267,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.7,2.308070458589859,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.75,2.6334313979674753,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.8,3.040642852180243,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.85,3.63030967285658,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.9,4.526180550758038,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.95,6.162253597447804,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.975,8.276101024472808,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.99,11.801646328322724,0 day ahead inc hosp,2024-04-01,quantile
02,2024-04-01,0.01,0,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.025,0,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.05,0,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.1,0,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.15,0,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.2,2.8530864066288805e-5,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.25,0.10325498687845593,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.3,0.3398155601255155,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.35,0.5913633270859652,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.4,0.8255016414889633,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.45,1.0734462173666282,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.5,1.326000678942853,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.55,1.579556555185729,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.6,1.831439490551865,1 day ahead inc hosp,2024-04-02,quantile
02,2024-04-01,0.65,2.0117105413269267,1 day ahead inc hosp,2024-04-02,quantile
