location,forecast_date,quantile,value,target,target_end_date,type
02,2022-09-26,0.01,0,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.025,0,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.05,0,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.1,0.38614977028554354,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.15,1.2862064146415715,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.2,1.981940771335773,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.25,2.4584598721993753,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.3,2.810189298720431,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.35,3.1294839022597123,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.4,3.459509412273642,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.45,3.7498010916364555,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.5,4.074582691828272,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.55,4.302837737105285,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.6,4.624049647687592,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.65,4.977391132151845,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.7,5.323427288489033,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.75,5.753728377763001,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.8,6.282027317785923,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.85,6.917652873260959,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.9,7.765312145119257,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.95,9.525457858868844,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.975,10.93356108506982,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.99,14.536291388984635,0 day ahead inc hosp,2022-09-26,quantile
02,2022-09-26,0.01,0,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.025,0,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.05,0,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.1,0.38614977028554354,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.15,1.2862064146415715,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.2,1.981940771335773,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.25,2.4584598721993753,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.3,2.810189298720431,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.35,3.1294839022597123,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.4,3.459509412273642,1 day ahead inc hosp,2022-09-27,quantile
02,2022-09-26,0.45,3.7498010916364555,1 day ahead inc hosp,2022-09-27,quantile
