location,forecast_date,quantile,value,target,target_end_date,type
01,2021-02-15,0.01,309,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.025,368,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.05,432,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.1,492,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.15,526,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.2,562,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.25,590,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.3,618,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.35,642,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.4,659,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.45,681,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.5,703,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.55,719,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.6,739,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.65,757,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.7,783,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.75,804,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.8,830,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.85,864,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.9,907,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.95,982,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.975,1025,1 wk ahead inc death,2021-02-20,quantile
01,2021-02-15,0.99,1080,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.01,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.025,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.05,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.1,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.15,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.2,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.25,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.3,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.35,0,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.4,2,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.45,3,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.5,4,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.55,6,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.6,7,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.65,9,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.7,10,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.75,12,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.8,14,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.85,16,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.9,19,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.95,23,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.975,27,1 wk ahead inc death,2021-02-20,quantile
02,2021-02-15,0.99,30,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.01,839,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.025,847,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.05,854,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.1,863,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.15,871,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.2,877,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.25,881,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.3,884,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.35,888,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.4,892,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.45,896,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.5,899,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.55,901,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.6,905,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.65,909,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.7,912,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.75,916,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.8,921,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.85,926,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.9,932,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.95,942,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.975,950,1 wk ahead inc death,2021-02-20,quantile
04,2021-02-15,0.99,961,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.01,124,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.025,131,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.05,139,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.1,148,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.15,158,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.2,163,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.25,168,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.3,172,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.35,177,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.4,181,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.45,185,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.5,188,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.55,192,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.6,196,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.65,199,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.7,204,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.75,208,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.8,214,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.85,221,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.9,230,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.95,239,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.975,252,1 wk ahead inc death,2021-02-20,quantile
05,2021-02-15,0.99,264,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.01,1853,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.025,2003,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.05,2122,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.1,2282,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.15,2384,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.2,2474,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.25,2543,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.3,2602,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.35,2654,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.4,2705,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.45,2753,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.5,2790,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.55,2839,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.6,2892,1 wk ahead inc death,2021-02-20,quantile
06,2021-02-15,0.65,2950,1 wk ahead inc death,2021-02-20,quantile
