target_end_date,location,value,type,quantile,forecast_date,target
2024-01-17,06,350.71,point,NA,2023-12-18,30 day ahead inc hosp
2024-01-18,06,350.62,point,NA,2023-12-18,31 day ahead inc hosp
2024-01-19,06,350.76,point,NA,2023-12-18,32 day ahead inc hosp
2024-01-20,06,351.16,point,NA,2023-12-18,33 day ahead inc hosp
2024-01-21,06,351.89,point,NA,2023-12-18,34 day ahead inc hosp
2024-01-22,06,353.0,point,NA,2023-12-18,35 day ahead inc hosp
2024-01-23,06,354.54,point,NA,2023-12-18,36 day ahead inc hosp
2023-12-18,08,55.45,point,NA,2023-12-18,0 day ahead inc hosp
2023-12-19,08,54.6,point,NA,2023-12-18,1 day ahead inc hosp
2023-12-20,08,53.74,point,NA,2023-12-18,2 day ahead inc hosp
2023-12-21,08,52.86,point,NA,2023-12-18,3 day ahead inc hosp
2023-12-22,08,51.97,point,NA,2023-12-18,4 day ahead inc hosp
2023-12-23,08,51.09,point,NA,2023-12-18,5 day ahead inc hosp
2023-12-24,08,50.22,point,NA,2023-12-18,6 day ahead inc hosp
2023-12-25,08,49.37,point,NA,2023-12-18,7 day ahead inc hosp
2023-12-26,08,48.55,point,NA,2023-12-18,8 day ahead inc hosp
2023-12-27,08,47.78,point,NA,2023-12-18,9 day ahead inc hosp
2023-12-28,08,47.04,point,NA,2023-12-18,10 day ahead inc hosp
2023-12-29,08,46.33,point,NA,2023-12-18,11 day ahead inc hosp
2023-12-30,08,45.66,point,NA,2023-12-18,12 day ahead inc hosp
2023-12-31,08,45.02,point,NA,2023-12-18,13 day ahead inc hosp
2024-01-01,08,44.41,point,NA,2023-12-18,14 day ahead inc hosp
2024-01-02,08,43.82,point,NA,2023-12-18,15 day ahead inc hosp
2024-01-03,08,43.25,point,NA,2023-12-18,16 day ahead inc hosp
2024-01-04,08,42.71,point,NA,2023-12-18,17 day ahead inc hosp
2024-01-05,08,42.19,point,NA,2023-12-18,18 day ahead inc hosp
2024-01-06,08,41.68,point,NA,2023-12-18,19 day ahead inc hosp
2024-01-07,08,41.19,point,NA,2023-12-18,20 day ahead inc hosp
2024-01-08,08,40.71,point,NA,2023-12-18,21 day ahead inc hosp
2024-01-09,08,40.25,point,NA,2023-12-18,22 day ahead inc hosp
2024-01-10,08,39.79,point,NA,2023-12-18,23 day ahead inc hosp
2024-01-11,08,39.35,point,NA,2023-12-18,24 day ahead inc hosp
2024-01-12,08,38.91,point,NA,2023-12-18,25 day ahead inc hosp
2024-01-13,08,38.47,point,NA,2023-12-18,26 day ahead inc hosp
2024-01-14,08,38.04,point,NA,2023-12-18,27 day ahead inc hosp
2024-01-15,08,37.6,point,NA,2023-12-18,28 day ahead inc hosp
2024-01-16,08,37.17,point,NA,2023-12-18,29 day ahead inc hosp
2024-01-17,08,36.73,point,NA,2023-12-18,30 day ahead inc hosp
2024-01-18,08,36.29,point,NA,2023-12-18,31 day ahead inc hosp
2024-01-19,08,35.85,point,NA,2023-12-18,32 day ahead inc hosp
2024-01-20,08,35.39,point,NA,2023-12-18,33 day ahead inc hosp
2024-01-21,08,34.92,point,NA,2023-12-18,34 day ahead inc hosp
2024-01-22,08,34.45,point,NA,2023-12-18,35 day ahead inc hosp
2024-01-23,08,33.95,point,NA,2023-12-18,36 day ahead inc hosp
2023-12-18,09,45.81,point,NA,2023-12-18,0 day ahead inc hosp
2023-12-19,09,45.47,point,NA,2023-12-18,1 day ahead inc hosp
2023-12-20,09,45.14,point,NA,2023-12-18,2 day ahead inc hosp
2023-12-21,09,44.83,point,NA,2023-12-18,3 day ahead inc hosp
2023-12-22,09,44.53,point,NA,2023-12-18,4 day ahead inc hosp
2023-12-23,09,44.24,point,NA,2023-12-18,5 day ahead inc hosp
2023-12-24,09,43.96,point,NA,2023-12-18,6 day ahead inc hosp
2023-12-25,09,43.68,point,NA,2023-12-18,7 day ahead inc hosp
2023-12-26,09,43.4,point,NA,2023-12-18,8 day ahead inc hosp
2023-12-27,09,43.12,point,NA,2023-12-18,9 day ahead inc hosp
2023-12-28,09,42.83,point,NA,2023-12-18,10 day ahead inc hosp
2023-12-29,09,42.53,point,NA,2023-12-18,11 day ahead inc hosp
2023-12-30,09,42.22,point,NA,2023-12-18,12 day ahead inc hosp
2023-12-31,09,41.89,point,NA,2023-12-18,13 day ahead inc hosp
2024-01-01,09,41.53,point,NA,2023-12-18,14 day ahead inc hosp
2024-01-02,09,41.15,point,NA,2023-12-18,15 day ahead inc hosp
2024-01-03,09,40.74,point,NA,2023-12-18,16 day ahead inc hosp
2024-01-04,09,40.31,point,NA,2023-12-18,17 day ahead inc hosp
2024-01-05,09,39.87,point,NA,2023-12-18,18 day ahead inc hosp
2024-01-06,09,39.43,point,NA,2023-12-18,19 day ahead inc hosp
2024-01-07,09,39.01,point,NA,2023-12-18,20 day ahead inc hosp
2024-01-08,09,38.61,point,NA,2023-12-18,21 day ahead inc hosp
2024-01-09,09,38.25,point,NA,2023-12-18,22 day ahead inc hosp
2024-01-10,09,37.93,point,NA,2023-12-18,23 day ahead inc hosp
2024-01-11,09,37.66,point,NA,2023-12-18,24 day ahead inc hosp
2024-01-12,09,37.42,point,NA,2023-12-18,25 day ahead inc hosp
2024-01-13,09,37.22,point,NA,2023-12-18,26 day ahead inc hosp
2024-01-14,09,37.05,point,NA,2023-12-18,27 day ahead inc hosp
2024-01-15,09,36.9,point,NA,2023-12-18,28 day ahead inc hosp
2024-01-16,09,36.77,point,NA,2023-12-18,29 day ahead inc hosp
2024-01-17,09,36.66,point,NA,2023-12-18,30 day ahead inc hosp
2024-01-18,09,36.56,point,NA,2023-12-18,31 day ahead inc hosp
2024-01-19,09,36.46,point,NA,2023-12-18,32 day ahead inc hosp
2024-01-20,09,36.37,point,NA,2023-12-18,33 day ahead inc hosp
2024-01-21,09,36.27,point,NA,2023-12-18,34 day ahead inc hosp
2024-01-22,09,36.17,point,NA,2023-12-18,35 day ahead inc hosp
2024-01-23,09,36.06,point,NA,2023-12-18,36 day ahead inc hosp
2023-12-18,10,9.72,point,NA,2023-12-18,0 day ahead inc hosp
2023-12-19,10,9.69,point,NA,2023-12-18,1 day ahead inc hosp
2023-12-20,10,9.66,point,NA,2023-12-18,2 day ahead inc hosp
2023-12-21,10,9.63,point,NA,2023-12-18,3 day ahead inc hosp
2023-12-22,10,9.59,point,NA,2023-12-18,4 day ahead inc hosp
2023-12-23,10,9.55,point,NA,2023-12-18,5 day ahead inc hosp
2023-12-24,10,9.51,point,NA,2023-12-18,6 day ahead inc hosp
2023-12-25,10,9.47,point,NA,2023-12-18,7 day ahead inc hosp
2023-12-26,10,9.43,point,NA,2023-12-18,8 day ahead inc hosp
2023-12-27,10,9.38,point,NA,2023-12-18,9 day ahead inc hosp
2023-12-28,10,9.34,point,NA,2023-12-18,10 day ahead inc hosp
2023-12-29,10,9.29,point,NA,2023-12-18,11 day ahead inc hosp
2023-12-30,10,9.25,point,NA,2023-12-18,12 day ahead inc hosp
2023-12-31,10,9.2,point,NA,2023-12-18,13 day ahead inc hosp
2024-01-01,10,9.15,point,NA,2023-12-18,14 day ahead inc hosp
2024-01-02,10,9.1,point,NA,2023-12-18,15 day ahead inc hosp
2024-01-03,10,9.04,point,NA,2023-12-18,16 day ahead inc hosp
2024-01-04,10,8.99,point,NA,2023-12-18,17 day ahead inc hosp
2024-01-05,10,8.93,point,NA,2023-12-18,18 day ahead inc hosp
2024-01-06,10,8.88,point,NA,2023-12-18,19 day ahead inc hosp
2024-01-07,10,8.82,point,NA,2023-12-18,20 day ahead inc hosp
2024-01-08,10,8.77,point,NA,2023-12-18,21 day ahead inc hosp
2024-01-09,10,8.71,point,NA,2023-12-18,22 day ahead inc hosp
2024-01-10,10,8.66,point,NA,2023-12-18,23 day ahead inc hosp
2024-01-11,10,8.61,point,NA,2023-12-18,24 day ahead inc hosp
2024-01-12,10,8.56,point,NA,2023-12-18,25 day ahead inc hosp
2024-01-13,10,8.52,point,NA,2023-12-18,26 day ahead inc hosp
2024-01-14,10,8.47,point,NA,2023-12-18,27 day ahead inc hosp
2024-01-15,10,8.43,point,NA,2023-12-18,28 day ahead inc hosp
2024-01-16,10,8.4,point,NA,2023-12-18,29 day ahead inc hosp
2024-01-17,10,8.36,point,NA,2023-12-18,30 day ahead inc hosp
2024-01-18,10,8.33,point,NA,2023-12-18,31 day ahead inc hosp
2024-01-19,10,8.3,point,NA,2023-12-18,32 day ahead inc hosp
2024-01-20,10,8.27,point,NA,2023-12-18,33 day ahead inc hosp
2024-01-21,10,8.25,point,NA,2023-12-18,34 day ahead inc hosp
2024-01-22,10,8.23,point,NA,2023-12-18,35 day ahead inc hosp
2024-01-23,10,8.22,point,NA,2023-12-18,36 day ahead inc hosp
2023-12-18,11,6.19,point,NA,2023-12-18,0 day ahead inc hosp
2023-12-19,11,6.24,point,NA,2023-12-18,1 day ahead inc hosp
2023-12-20,11,6.29,point,NA,2023-12-18,2 day ahead inc hosp
2023-12-21,11,6.33,point,NA,2023-12-18,3 day ahead inc hosp
2023-12-22,11,6.37,point,NA,2023-12-18,4 day ahead inc hosp
2023-12-23,11,6.41,point,NA,2023-12-18,5 day ahead inc hosp
2023-12-24,11,6.45,point,NA,2023-12-18,6 day ahead inc hosp
2023-12-25,11,6.48,point,NA,2023-12-18,7 day ahead inc hosp
2023-12-26,11,6.51,point,NA,2023-12-18,8 day ahead inc hosp
2023-12-27,11,6.53,point,NA,2023-12-18,9 day ahead inc hosp
2023-12-28,11,6.56,point,NA,2023-12-18,10 day ahead inc hosp
2023-12-29,11,6.58,point,NA,2023-12-18,11 day ahead inc hosp
2023-12-30,11,6.61,point,NA,2023-12-18,12 day ahead inc hosp
2023-12-31,11,6.64,point,NA,2023-12-18,13 day ahead inc hosp
2024-01-01,11,6.67,point,NA,2023-12-18,14 day ahead inc hosp
2024-01-02,11,6.7,point,NA,2023-12-18,15 day ahead inc hosp
2024-01-03,11,6.74,point,NA,2023-12-18,16 day ahead inc hosp
2024-01-04,11,6.78,point,NA,2023-12-18,17 day ahead inc hosp
2024-01-05,11,6.82,point,NA,2023-12-18,18 day ahead inc hosp
2024-01-06,11,6.86,point,NA,2023-12-18,19 day ahead inc hosp
2024-01-07,11,6.9,point,NA,2023-12-18,20 day ahead inc hosp
2024-01-08,11,6.93,point,NA,2023-12-18,21 day ahead inc hosp
2024-01-09,11,6.96,point,NA,2023-12-18,22 day ahead inc hosp
2024-01-10,11,6.97,point,NA,2023-12-18,23 day ahead inc hosp
2024-01-11,11,6.98,point,NA,2023-12-18,24 day ahead inc hosp
2024-01-12,11,6.98,point,NA,2023-12-18,25 day ahead inc hosp
2024-01-13,11,6.98,point,NA,2023-12-18,26 day ahead inc hosp
2024-01-14,11,6.97,point,NA,2023-12-18,27 day ahead inc hosp
2024-01-15,11,6.97,point,NA,2023-12-18,28 day ahead inc hosp
2024-01-16,11,6.98,point,NA,2023-12-18,29 day ahead inc hosp
2024-01-17,11,6.99,point,NA,2023-12-18,30 day ahead inc hosp
2024-01-18,11,7.01,point,NA,2023-12-18,31 day ahead inc hosp
2024-01-19,11,7.04,point,NA,2023-12-18,32 day ahead inc hosp
2024-01-20,11,7.08,point,NA,2023-12-18,33 day ahead inc hosp
2024-01-21,11,7.14,point,NA,2023-12-18,34 day ahead inc hosp
2024-01-22,11,7.22,point,NA,2023-12-18,35 day ahead inc hosp
2024-01-23,11,7.32,point,NA,2023-12-18,36 day ahead inc hosp
2023-12-18,12,139.15,point,NA,2023-12-18,0 day ahead inc hosp
2023-12-19,12,140.59,point,NA,2023-12-18,1 day ahead inc hosp
2023-12-20,12,141.97,point,NA,2023-12-18,2 day ahead inc hosp
2023-12-21,12,143.31,point,NA,2023-12-18,3 day ahead inc hosp
2023-12-22,12,144.65,point,NA,2023-12-18,4 day ahead inc hosp
2023-12-23,12,146.0,point,NA,2023-12-18,5 day ahead inc hosp
2023-12-24,12,147.4,point,NA,2023-12-18,6 day ahead inc hosp
2023-12-25,12,148.87,point,NA,2023-12-18,7 day ahead inc hosp
2023-12-26,12,150.44,point,NA,2023-12-18,8 day ahead inc hosp
2023-12-27,12,152.13,point,NA,2023-12-18,9 day ahead inc hosp
2023-12-28,12,153.89,point,NA,2023-12-18,10 day ahead inc hosp
2023-12-29,12,155.68,point,NA,2023-12-18,11 day ahead inc hosp
2023-12-30,12,157.45,point,NA,2023-12-18,12 day ahead inc hosp
2023-12-31,12,159.15,point,NA,2023-12-18,13 day ahead inc hosp
2024-01-01,12,160.73,point,NA,2023-12-18,14 day ahead inc hosp
2024-01-02,12,162.14,point,NA,2023-12-18,15 day ahead inc hosp
2024-01-03,12,163.35,point,NA,2023-12-18,16 day ahead inc hosp
2024-01-04,12,164.39,point,NA,2023-12-18,17 day ahead inc hosp
2024-01-05,12,165.33,point,NA,2023-12-18,18 day ahead inc hosp
2024-01-06,12,166.2,point,NA,2023-12-18,19 day ahead inc hosp
2024-01-07,12,167.08,point,NA,2023-12-18,20 day ahead inc hosp
2024-01-08,12,168.01,point,NA,2023-12-18,21 day ahead inc hosp
2024-01-09,12,169.05,point,NA,2023-12-18,22 day ahead inc hosp
2024-01-10,12,170.24,point,NA,2023-12-18,23 day ahead inc hosp
2024-01-11,12,171.56,point,NA,2023-12-18,24 day ahead inc hosp
2024-01-12,12,172.98,point,NA,2023-12-18,25 day ahead inc hosp
2024-01-13,12,174.46,point,NA,2023-12-18,26 day ahead inc hosp
2024-01-14,12,175.98,point,NA,2023-12-18,27 day ahead inc hosp
2024-01-15,12,177.49,point,NA,2023-12-18,28 day ahead inc hosp
2024-01-16,12,178.97,point,NA,2023-12-18,29 day ahead inc hosp
2024-01-17,12,180.39,point,NA,2023-12-18,30 day ahead inc hosp
2024-01-18,12,181.71,point,NA,2023-12-18,31 day ahead inc hosp
2024-01-19,12,182.89,point,NA,2023-12-18,32 day ahead inc hosp
2024-01-20,12,183.91,point,NA,2023-12-18,33 day ahead inc hosp
2024-01-21,12,184.74,point,NA,2023-12-18,34 day ahead inc hosp
2024-01-22,12,185.33,point,NA,2023-12-18,35 day ahead inc hosp
2024-01-23,12,185.66,point,NA,2023-12-18,36 day ahead inc hosp
2023-12-18,13,64.06,point,NA,2023-12-18,0 day ahead inc hosp
2023-12-19,13,64.61,point,NA,2023-12-18,1 day ahead inc hosp
2023-12-20,13,65.19,point,NA,2023-12-18,2 day ahead inc hosp
2023-12-21,13,65.79,point,NA,2023-12-18,3 day ahead inc hosp
2023-12-22,13,66.39,point,NA,2023-12-18,4 day ahead inc hosp
2023-12-23,13,67.0,point,NA,2023-12-18,5 day ahead inc hosp
2023-12-24,13,67.59,point,NA,2023-12-18,6 day ahead inc hosp
