target_end_date,location,value,type,quantile,forecast_date,target
2024-01-26,02,3.53,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,02,3.51,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,02,3.48,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,02,3.46,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,02,3.44,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,02,3.43,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,02,3.42,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,02,3.4,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,02,3.39,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,02,3.38,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,02,3.36,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,02,3.34,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,02,3.32,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,02,3.29,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,02,3.26,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,02,3.24,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,02,3.21,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,02,3.18,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,02,3.16,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,02,3.13,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,02,3.11,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,02,3.1,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,02,3.09,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,02,3.09,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,02,3.09,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,02,3.11,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,04,84.98,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,04,84.54,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,04,84.03,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,04,83.46,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,04,82.85,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,04,82.22,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,04,81.58,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,04,80.95,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,04,80.35,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,04,79.78,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,04,79.25,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,04,78.76,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,04,78.31,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,04,77.9,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,04,77.53,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,04,77.2,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,04,76.91,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,04,76.65,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,04,76.41,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,04,76.17,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,04,75.92,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,04,75.65,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,04,75.35,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,04,75.02,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,04,74.64,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,04,74.23,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,04,73.8,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,04,73.35,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,04,72.88,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,04,72.4,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,04,71.93,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,04,71.46,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,04,70.99,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,04,70.55,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,04,70.12,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,04,69.73,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,04,69.37,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,05,52.66,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,05,52.2,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,05,51.74,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,05,51.3,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,05,50.87,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,05,50.45,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,05,50.05,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,05,49.66,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,05,49.28,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,05,48.93,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,05,48.58,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,05,48.25,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,05,47.94,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,05,47.63,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,05,47.34,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,05,47.06,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,05,46.79,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,05,46.53,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,05,46.26,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,05,45.99,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,05,45.71,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,05,45.42,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,05,45.11,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,05,44.78,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,05,44.43,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,05,44.06,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,05,43.68,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,05,43.29,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,05,42.9,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,05,42.5,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,05,42.12,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,05,41.73,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,05,41.36,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,05,41.01,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,05,40.67,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,05,40.36,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,05,40.08,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,06,510.03,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,06,508.6,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,06,507.21,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,06,505.8,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,06,504.32,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,06,502.71,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,06,500.91,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,06,498.87,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,06,496.52,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,06,493.83,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,06,490.87,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,06,487.7,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,06,484.42,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,06,481.09,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,06,477.8,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,06,474.63,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,06,471.64,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,06,468.84,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,06,466.22,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,06,463.77,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,06,461.49,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,06,459.37,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,06,457.4,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,06,455.58,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,06,453.86,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,06,452.24,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,06,450.69,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,06,449.17,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,06,447.66,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,06,446.14,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,06,444.58,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,06,442.95,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,06,441.22,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,06,439.37,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,06,437.38,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,06,435.21,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,06,432.84,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,08,60.02,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,08,59.66,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,08,59.28,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,08,58.88,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,08,58.47,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,08,58.04,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,08,57.61,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,08,57.17,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,08,56.72,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,08,56.28,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,08,55.84,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,08,55.41,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,08,54.99,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,08,54.59,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,08,54.21,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,08,53.85,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,08,53.52,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,08,53.22,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,08,52.93,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,08,52.65,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,08,52.39,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,08,52.13,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,08,51.86,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,08,51.6,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,08,51.33,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,08,51.05,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,08,50.78,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,08,50.52,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,08,50.27,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,08,50.02,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,08,49.79,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,08,49.58,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,08,49.38,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,08,49.21,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,08,49.07,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,08,48.95,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,08,48.87,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,09,53.47,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,09,53.02,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,09,52.5,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,09,51.93,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,09,51.33,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,09,50.72,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,09,50.11,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,09,49.54,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,09,49.02,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,09,48.57,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,09,48.18,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,09,47.83,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,09,47.52,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,09,47.24,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,09,46.97,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,09,46.7,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,09,46.42,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,09,46.14,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,09,45.85,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,09,45.56,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,09,45.26,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,09,44.96,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,09,44.65,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,09,44.35,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,09,44.05,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,09,43.75,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,09,43.45,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,09,43.15,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,09,42.86,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,09,42.56,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,09,42.28,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,09,42.0,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,09,41.72,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,09,41.45,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,09,41.18,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,09,40.93,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,09,40.68,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,10,14.24,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,10,14.11,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,10,13.99,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,10,13.88,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,10,13.76,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,10,13.66,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,10,13.57,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,10,13.48,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,10,13.41,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,10,13.36,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,10,13.31,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,10,13.27,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,10,13.22,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,10,13.18,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,10,13.13,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,10,13.06,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,10,12.98,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,10,12.88,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,10,12.78,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,10,12.68,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,10,12.58,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,10,12.49,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,10,12.41,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,10,12.34,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,10,12.29,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,10,12.25,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,10,12.22,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,10,12.19,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,10,12.15,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,10,12.12,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,10,12.07,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,10,12.02,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,10,11.94,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,10,11.85,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,10,11.74,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,10,11.59,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,10,11.42,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,11,12.24,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,11,12.21,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,11,12.18,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,11,12.15,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,11,12.12,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,11,12.09,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,11,12.05,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,11,12.0,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,11,11.95,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,11,11.88,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,11,11.81,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,11,11.74,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,11,11.66,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,11,11.57,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,11,11.49,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,11,11.41,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,11,11.33,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,11,11.26,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,11,11.19,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,11,11.12,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,11,11.06,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,11,11.0,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,11,10.94,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,11,10.89,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,11,10.83,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,11,10.78,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,11,10.72,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,11,10.66,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,11,10.6,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,11,10.53,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,11,10.46,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,11,10.37,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,11,10.28,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,11,10.17,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,11,10.05,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,11,9.92,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,11,9.77,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,12,298.41,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,12,298.19,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,12,298.09,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,12,298.1,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,12,298.16,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,12,298.21,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,12,298.21,point,NA,2024-01-15,6 day ahead inc hosp
2024-01-22,12,298.1,point,NA,2024-01-15,7 day ahead inc hosp
2024-01-23,12,297.85,point,NA,2024-01-15,8 day ahead inc hosp
2024-01-24,12,297.4,point,NA,2024-01-15,9 day ahead inc hosp
2024-01-25,12,296.78,point,NA,2024-01-15,10 day ahead inc hosp
2024-01-26,12,296.04,point,NA,2024-01-15,11 day ahead inc hosp
2024-01-27,12,295.19,point,NA,2024-01-15,12 day ahead inc hosp
2024-01-28,12,294.28,point,NA,2024-01-15,13 day ahead inc hosp
2024-01-29,12,293.34,point,NA,2024-01-15,14 day ahead inc hosp
2024-01-30,12,292.41,point,NA,2024-01-15,15 day ahead inc hosp
2024-01-31,12,291.52,point,NA,2024-01-15,16 day ahead inc hosp
2024-02-01,12,290.68,point,NA,2024-01-15,17 day ahead inc hosp
2024-02-02,12,289.88,point,NA,2024-01-15,18 day ahead inc hosp
2024-02-03,12,289.12,point,NA,2024-01-15,19 day ahead inc hosp
2024-02-04,12,288.42,point,NA,2024-01-15,20 day ahead inc hosp
2024-02-05,12,287.76,point,NA,2024-01-15,21 day ahead inc hosp
2024-02-06,12,287.15,point,NA,2024-01-15,22 day ahead inc hosp
2024-02-07,12,286.6,point,NA,2024-01-15,23 day ahead inc hosp
2024-02-08,12,286.09,point,NA,2024-01-15,24 day ahead inc hosp
2024-02-09,12,285.62,point,NA,2024-01-15,25 day ahead inc hosp
2024-02-10,12,285.2,point,NA,2024-01-15,26 day ahead inc hosp
2024-02-11,12,284.81,point,NA,2024-01-15,27 day ahead inc hosp
2024-02-12,12,284.46,point,NA,2024-01-15,28 day ahead inc hosp
2024-02-13,12,284.13,point,NA,2024-01-15,29 day ahead inc hosp
2024-02-14,12,283.83,point,NA,2024-01-15,30 day ahead inc hosp
2024-02-15,12,283.55,point,NA,2024-01-15,31 day ahead inc hosp
2024-02-16,12,283.29,point,NA,2024-01-15,32 day ahead inc hosp
2024-02-17,12,283.04,point,NA,2024-01-15,33 day ahead inc hosp
2024-02-18,12,282.81,point,NA,2024-01-15,34 day ahead inc hosp
2024-02-19,12,282.58,point,NA,2024-01-15,35 day ahead inc hosp
2024-02-20,12,282.35,point,NA,2024-01-15,36 day ahead inc hosp
2024-01-15,13,143.76,point,NA,2024-01-15,0 day ahead inc hosp
2024-01-16,13,142.83,point,NA,2024-01-15,1 day ahead inc hosp
2024-01-17,13,141.8,point,NA,2024-01-15,2 day ahead inc hosp
2024-01-18,13,140.68,point,NA,2024-01-15,3 day ahead inc hosp
2024-01-19,13,139.5,point,NA,2024-01-15,4 day ahead inc hosp
2024-01-20,13,138.31,point,NA,2024-01-15,5 day ahead inc hosp
2024-01-21,13,137.12,point,NA,2024-01-15,6 day ahead inc hosp
