location,location_name,YYG-ParamSearch,PSI-DRAFT,LANL-GrowthRate,UCLA-SuEIR,OliverWyman-Navigator,SWC-TerminusCM,UMass-MechBayes,UA-EpiCovDA,GT-DeepCOVID,CU-select,MOBS-GLEAM_COVID,CovidAnalytics-DELPHI,USACE-ERDC_SEIR,JHU_IDD-CovidSP,UT-Mobility,IHME-CurveFit,IowaStateLW-STEM,epiforecasts-ensemble1,Covid19Sim-Simulator,NotreDame-FRED,CAN-SEIR_CAN
01,AL,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0.0625
02,AK,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0
04,AZ,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555
05,AR,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
06,CA,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842
08,CO,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705
09,CT,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842
10,DE,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
11,DC,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705
12,FL,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555
13,GA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0.0625,0.0625,0,0,0
15,HI,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0,0,0.0625,0,0.0625
16,ID,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0.058823529411764705,0,0.058823529411764705
17,IL,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
18,IN,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
19,IA,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
20,KS,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0
21,KY,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0,0.05555555555555555,0.05555555555555555
22,LA,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0,0,0.0625,0.0625,0.0625,0,0.0625,0,0.0625
23,ME,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0.0625,0,0,0,0.0625
24,MD,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842
25,MA,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555
26,MI,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842,0.05263157894736842,0.05263157894736842
27,MN,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
28,MS,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555
29,MO,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555
