location,location_name,YYG-ParamSearch,PSI-DRAFT,LANL-GrowthRate,UCLA-SuEIR,OliverWyman-Navigator,SWC-TerminusCM,UMass-MechBayes,UA-EpiCovDA,GT-DeepCOVID,CU-select,MOBS-GLEAM_COVID,CovidAnalytics-DELPHI,USACE-ERDC_SEIR,JHU_IDD-CovidSP,UT-Mobility,IHME-CurveFit,IowaStateLW-STEM,epiforecasts-ensemble1,Covid19Sim-Simulator,NotreDame-FRED,CAN-SEIR_CAN
30,MT,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0,0.0625,0,0,0,0.0625
31,NE,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705
32,NV,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
33,NH,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0,0,0,0,0.0625
34,NJ,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0
35,NM,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
36,NY,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0
37,NC,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555
38,ND,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
39,OH,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0
40,OK,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
41,OR,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
42,PA,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555
44,RI,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555
45,SC,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
46,SD,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
47,TN,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0.0625,0,0.0625,0,0
48,TX,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0,0.05555555555555555
49,UT,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555
50,VT,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555
51,VA,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705
53,WA,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0.058823529411764705
54,WV,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0,0.0625,0.0625,0.0625,0,0,0,0,0.0625
55,WI,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0.058823529411764705,0.058823529411764705
56,WY,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705
66,GU,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,MP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,PR,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
78,VI,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,US,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0.05555555555555555
